7,1.02,0.2
9,1.02,0.3
11,1.01,0.41
12,1.02,0.51
14,1.02,0.61
16,1.03,0.71
18,1.02,0.82
20,1.02,0.92
22,1.01,1.02
24,1.02,1.02
28,1,1.02
32,1.02,1.02
35,1.01,1.02
39,1,1.01
43,1.01,1.01
47,1.02,1.01
50,1.02,1.01
54,1.02,1.01
57,1.02,1.01
61,1.01,1.01
65,1.01,1.01
68,1.01,1.01
72,1.02,1.02
75,1.02,1.02
79,1.02,1.02
82,1.02,1.02
87,1.02,1.02
90,1.02,1.02
94,1.02,1.02
98,1.01,1.02
101,1.02,1.02
105,1.02,1.02
109,1.02,1.02
113,1.01,1.02
116,1.01,1.02
120,1.01,1.02
124,1.01,1.02
129,1,1.01
133,1.01,1.01
136,1.01,1.01
140,1.01,1.01
144,1.02,1.01
148,1.01,1.01
152,1.01,1.01
155,1.01,1.01
159,1.02,1.01
163,1.02,1.01
167,1.01,1.01
172,1.02,1.01
175,1.02,1.02
179,1.02,1.02
183,1.02,1.02
187,1.03,1.02
191,1.01,1.02
195,1.01,1.02
198,1.01,1.02
202,1.01,1.02
206,1.01,1.02
210,1.01,1.01
215,1.01,1.01
218,1.02,1.01
222,1.02,1.01
226,1.03,1.01
230,1.02,1.01
234,1.02,1.01
237,1.02,1.02
241,1.02,1.02
245,1.02,1.02
249,1.02,1.02
253,1.02,1.02
257,1.01,1.02
261,1.02,1.02
265,1.02,1.02
269,1.01,1.02
273,1.02,1.02
277,1.02,1.02
280,1,1.02
284,1,1.02
288,1.01,1.01
292,1.02,1.01
296,1.02,1.01
300,1.02,1.01
304,1.03,1.02
308,1.02,1.02
312,1.03,1.02
316,1.02,1.02
319,1.03,1.02
323,1.03,1.02
327,1.02,1.02
331,1.02,1.02
335,1.03,1.02
338,1.03,1.03
343,1.03,1.03
347,1.02,1.03
351,1.02,1.03
355,1.03,1.03
358,1.03,1.03
362,1.02,1.03
366,1.01,1.03
370,1.02,1.03
374,1.01,1.02
378,1.01,1.02
381,1.02,1.02
386,1.01,1.02
390,1.01,1.02
394,1.02,1.02
398,1.01,1.02
401,1.01,1.01
405,1.01,1.01
409,1,1.01
413,1,1.01
417,1,1.01
420,1,1.01
424,1.01,1.01
429,1.01,1.01
433,1.01,1.01
437,1.01,1.01
440,1.03,1.01
444,1.02,1.01
448,1.02,1.01
452,1.02,1.01
456,1.02,1.01
460,1.02,1.02
463,1.02,1.02
467,1.02,1.02
472,1.02,1.02
476,1.02,1.02
480,1.02,1.02
483,1.03,1.02
487,1.03,1.02
491,1.03,1.02
495,1.05,1.03
499,1.05,1.03
502,1.05,1.03
506,1.04,1.03
510,1.04,1.04
515,1.03,1.04
519,1.04,1.04
522,1.04,1.04
526,1.04,1.04
530,1.04,1.04
534,1.04,1.04
538,1.04,1.04
541,1.04,1.04
545,1.03,1.04
549,1.03,1.04
553,1.03,1.04
558,1.03,1.04
562,1.02,1.04
565,1.02,1.03
569,1.02,1.03
573,1.01,1.03
577,1.02,1.03
581,1.02,1.03
584,1.03,1.02
588,1.02,1.02
592,1.02,1.02
596,1.02,1.02
601,1.01,1.02
604,1.02,1.02
608,1.02,1.02
612,1.02,1.02
616,1.01,1.02
620,1.01,1.02
623,1.01,1.02
627,1.01,1.01
631,1.01,1.01
635,1.02,1.01
640,1.01,1.01
644,1.02,1.01
647,1.04,1.02
651,1.04,1.02
655,1.06,1.02
659,1.05,1.03
663,1.05,1.03
666,1.06,1.03
670,1.05,1.04
674,1.08,1.05
678,1.08,1.05
683,1.09,1.06
686,1.1,1.07
690,1.1,1.07
694,1.13,1.08
698,1.15,1.09
702,1.18,1.1
705,1.19,1.12
709,1.2,1.13
713,1.23,1.15
717,1.24,1.16
721,1.26,1.18
724,1.31,1.2
729,1.32,1.22
733,1.33,1.24
737,1.33,1.26
741,1.32,1.27
745,1.32,1.29
748,1.29,1.29
752,1.29,1.3
756,1.3,1.31
760,1.3,1.31
764,1.29,1.31
768,1.28,1.3
772,1.25,1.3
776,1.26,1.29
780,1.26,1.28
784,1.24,1.28
787,1.23,1.27
791,1.17,1.26
795,1.12,1.24
799,1.06,1.22
803,1.02,1.19
806,1.02,1.16
811,1.06,1.15
815,1.03,1.12
819,1.04,1.1
823,1.07,1.08
827,1.1,1.07
830,1.13,1.07
834,1.13,1.07
838,1.11,1.07
842,1.07,1.08
846,1.03,1.08
849,1.01,1.07
854,1,1.07
858,0.97,1.06
862,0.96,1.05
866,0.97,1.04
869,0.96,1.02
873,0.95,1
877,0.92,0.98
881,0.88,0.96
885,0.83,0.94
888,0.8,0.92
892,0.81,0.9
897,0.8,0.89
901,0.77,0.87
905,0.9,0.86
909,0.78,0.84
912,0.71,0.82
916,0.68,0.8
920,0.67,0.78
924,0.67,0.76
928,0.74,0.75
931,0.69,0.74
935,0.59,0.72
940,0.5,0.69
944,0.5,0.65
948,0.53,0.63
951,0.46,0.6
955,0.41,0.58
959,0.37,0.55
963,0.36,0.52
967,0.37,0.48
970,0.4,0.45
974,0.36,0.43
978,0.39,0.42
983,0.39,0.4
987,0.35,0.39
990,0.32,0.37
994,0.32,0.36
998,0.31,0.36
1002,0.27,0.35
1006,0.28,0.34
1010,0.25,0.32
1014,0.26,0.31
1018,0.2,0.29
1022,0.15,0.27
1027,0.08,0.24
1031,0.06,0.22
1035,0.01,0.19
1039,-0.07,0.15
1044,-0.1,0.11
1048,-0.09,0.07
1052,-0.11,0.04
1057,-0.22,-0.01
1061,-0.24,-0.05
1067,-0.25,-0.09
1071,-0.29,-0.13
1076,-0.26,-0.16
1081,-0.24,-0.19
1085,-0.26,-0.21
1090,-0.21,-0.22
1094,-0.19,-0.23
1099,-0.21,-0.24
1103,-0.28,-0.24
1108,-0.28,-0.25
1114,-0.31,-0.25
1118,-0.32,-0.26
1123,-0.32,-0.26
