,-0.37,-0.37
5149,-2.00,-2.00
5153,-2.00,-2.00
5158,-2.00,-2.00
5163,-2.00,-2.00
5168,-1.87,-1.87
5173,-1.68,-1.68
5177,-1.49,-1.49
5182,-1.34,-1.34
5186,-1.14,-1.14
5191,-0.92,-0.92
5195,-0.74,-0.74
5200,-0.50,-0.50
5206,-0.28,-0.28
5210,-0.10,-0.10
5215,0.13,0.13
5219,0.31,0.31
5223,0.50,0.50
5227,0.68,0.68
5231,0.89,0.89
5235,1.04,1.04
5239,1.16,1.16
5243,1.24,1.24
5248,1.35,1.35
5252,1.43,1.43
5256,1.51,1.51
5260,1.57,1.57
5265,1.62,1.62
5269,1.66,1.66
5273,1.70,1.70
5277,1.73,1.73
5281,1.76,1.76
5285,1.78,1.78
5289,1.80,1.80
5294,1.82,1.82
5298,1.82,1.82
5302,1.81,1.81
5306,1.78,1.78
5310,1.73,1.73
5314,1.67,1.67
5318,1.62,1.62
5322,1.56,1.56
5326,1.52,1.52
5331,1.50,1.50
5336,1.49,1.49
5340,1.50,1.50
5344,1.54,1.54
5348,1.60,1.60
5352,1.67,1.67
5356,1.74,1.74
5360,1.83,1.83
5364,1.89,1.89
5368,1.93,1.93
5372,1.96,1.96
5377,1.97,1.97
5381,1.96,1.96
5385,1.90,1.90
5389,1.81,1.81
5393,1.69,1.69
5398,1.53,1.53
5402,1.35,1.35
5406,1.16,1.16
5410,0.95,0.95
5414,0.69,0.69
5419,0.49,0.49
5423,0.30,0.30
5427,0.14,0.14
5431,0.01,0.01
5435,-0.09,-0.09
5440,-0.18,-0.18
5444,-0.23,-0.23
5449,-0.26,-0.26
5453,-0.30,-0.30
5458,-0.35,-0.35
5463,-0.43,-0.43
5468,-0.51,-0.51
5473,-0.65,-0.65
5477,-0.82,-0.82
5482,-0.97,-0.97
5486,-1.16,-1.16
5491,-1.34,-1.34
5495,-1.50,-1.50
5500,-1.65,-1.65
5506,-1.82,-1.82
5510,-1.93,-1.93
5515,-2.00,-2.00
5519,-2.00,-2.00
5524,-2.00,-2.00
5528,-2.00,-2.00
5533,-2.00,-2.00
5538,-2.00,-2.00
5542,-2.00,-2.00
5548,-2.00,-2.00
5552,-2.00,-2.00
5557,-2.00,-2.00
5561,-2.00,-2.00
5566,-2.00,-2.00
5571,-1.95,-1.95
5575,-1.89,-1.89
5580,-1.86,-1.86
5584,-1.85,-1.85
5590,-1.87,-1.87
5594,-1.91,-1.91
5599,-1.94,-1.94
5604,-1.98,-1.98
5608,-2.00,-2.00
5613,-2.00,-2.00
5617,-2.00,-2.00
5622,-1.97,-1.97
5626,-1.90,-1.90
5632,-1.78,-1.78
5637,-1.64,-1.64
5641,-1.52,-1.52
5646,-1.36,-1.36
5650,-1.21,-1.21
5655,-1.09,-1.09
5659,-0.93,-0.93
5664,-0.77,-0.77
5669,-0.63,-0.63
5673,-0.44,-0.44
5679,-0.21,-0.21
5683,-0.01,-0.01
5688,0.25,0.25
5692,0.47,0.47
5696,0.69,0.69
5700,0.98,0.98
5704,1.13,1.13
5708,1.32,1.32
5712,1.49,1.49
5716,1.63,1.63
5721,1.72,1.72
5725,1.82,1.82
5729,1.90,1.90
5734,1.96,1.96
5738,2.00,2.00
5742,2.00,2.00
5746,2.00,2.00
5750,2.00,2.00
5754,2.00,2.00
5758,2.00,2.00
5763,2.00,2.00
5767,1.95,1.95
5771,1.86,1.86
5775,1.76,1.76
5779,1.63,1.63
5783,1.53,1.53
5787,1.45,1.45
5791,1.37,1.37
5795,1.32,1.32
5800,1.28,1.28
5805,1.26,1.26
5809,1.27,1.27
5813,1.30,1.30
5817,1.34,1.34
5821,1.39,1.39
5825,1.45,1.45
5829,1.51,1.51
5833,1.55,1.55
5837,1.57,1.57
5841,1.56,1.56
5846,1.53,1.53
5850,1.49,1.49
5854,1.44,1.44
5858,1.35,1.35
5862,1.25,1.25
5867,1.12,1.12
5871,0.98,0.98
5875,0.81,0.81
5879,0.63,0.63
5883,0.40,0.40
5888,0.23,0.23
5892,0.09,0.09
5896,-0.03,-0.03
5901,-0.16,-0.16
5905,-0.25,-0.25
5910,-0.35,-0.35
5914,-0.45,-0.45
5919,-0.54,-0.54
5923,-0.67,-0.67
5928,-0.82,-0.82
5934,-0.99,-0.99
5938,-1.12,-1.12
5943,-1.25,-1.25
5947,-1.36,-1.36
5952,-1.42,-1.42
5956,-1.52,-1.52
5961,-1.62,-1.62
5966,-1.70,-1.70
5970,-1.82,-1.82
5976,-1.93,-1.93
5980,-2.00,-2.00
5985,-2.00,-2.00
5989,-2.00,-2.00
5994,-2.00,-2.00
5999,-2.00,-2.00
6003,-2.00,-2.00
6008,-2.00,-2.00
6012,-1.89,-1.89
6018,-1.75,-1.75
6022,-1.65,-1.65
6027,-1.57,-1.57
6032,-1.55,-1.55
6036,-1.59,-1.59
6041,-1.69,-1.69
6045,-1.81,-1.81
6050,-1.90,-1.90
6054,-2.00,-2.00
6060,-2.00,-2.00
6065,-2.00,-2.00
6069,-2.00,-2.00
6074,-2.00,-2.00
6078,-2.00,-2.00
6083,-2.00,-2.00
6087,-2.00,-2.00
6092,-1.92,-1.92
6097,-1.85,-1.85
6102,-1.75,-1.75
6107,-1.63,-1.63
6111,-1.51,-1.51
6116,-1.36,-1.36
6120,-1.18,-1.18
6125,-1.03,-1.03
6130,-0.83,-0.83
6134,-0.62,-0.62
6139,-0.45,-0.45
6144,-0.20,-0.20
6149,0.08,0.08
6153,0.32,0.32
6157,0.57,0.57
6161,0.81,0.81
6165,1.01,1.01
6169,1.27,1.27
6173,1.43,1.43
6177,1.54,1.54
6181,1.65,1.65
6185,1.72,1.72
6190,1.78,1.78
6194,1.82,1.82
6199,1.84,1.84
6203,1.86,1.86
6207,1.87,1.87
6211,1.89,1.89
6215,1.90,1.90
6219,1.92,1.92
6223,1.93,1.93
6227,1.92,1.92
6232,1.89,1.89
6236,1.84,1.84
6240,1.79,1.79
6244,1.71,1.71
6248,1.60,1.60
6252,1.53,1.53
6256,1.46,1.46
6260,1.42,1.42
6265,1.39,1.39
6269,1.38,1.38
6274,1.40,1.40
6278,1.43,1.43
6282,1.48,1.48
6286,1.53,1.53
6290,1.59,1.59
6294,1.63,1.63
6298,1.65,1.65
6302,1.66,1.66
6306,1.64,1.64
6310,1.59,1.59
6315,1.53,1.53
6319,1.46,1.46
6323,1.37,1.37
6327,1.25,1.25
6332,1.15,1.15
6336,1.04,1.04
6340,0.92,0.92
6344,0.80,0.80
6348,0.68,0.68
6352,0.52,0.52
6356,0.40,0.40
6361,0.29,0.29
6365,0.20,0.20
6369,0.11,0.11
6373,0.03,0.03
6377,-0.09,-0.09
6382,-0.18,-0.18
6386,-0.30,-0.30
6391,-0.44,-0.44
6396,-0.56,-0.56
6401,-0.73,-0.73
6406,-0.89,-0.89
6410,-0.99,-0.99
6415,-1.11,-1.11
6419,-1.20,-1.20
6424,-1.25,-1.25
6429,-1.29,-1.29
6433,-1.31,-1.31
6438,-1.30,-1.30
6443,-1.28,-1.28
6448,-1.27,-1.27
6452,-1.29,-1.29
6457,-1.35,-1.35
6461,-1.48,-1.48
6466,-1.61,-1.61
6471,-1.78,-1.78
6475,-1.93,-1.93
6480,-2.00,-2.00
6484,-2.00,-2.00
6490,-2.00,-2.00
6494,-2.00,-2.00
6499,-2.00,-2.00
6504,-2.00,-2.00
6508,-2.00,-2.00
6513,-2.00,-2.00
6517,-2.00,-2.00
6522,-2.00,-2.00
6526,-2.00,-2.00
6532,-2.00,-2.00
6537,-2.00,-2.00
6541,-2.00,-2.00
6546,-2.00,-2.00
6550,-2.00,-2.00
6555,-1.97,-1.97
6559,-1.87,-1.87
6564,-1.77,-1.77
6569,-1.68,-1.68
6574,-1.57,-1.57
6579,-1.47,-1.47
6583,-1.38,-1.38
6588,-1.27,-1.27
6592,-1.14,-1.14
6597,-1.02,-1.02
6602,-0.86,-0.86
6606,-0.68,-0.68
6611,-0.53,-0.53
6616,-0.33,-0.33
6621,-0.12,-0.12
6625,0.07,0.07
6630,0.23,0.23
6634,0.41,0.41
6638,0.59,0.59
6642,0.76,0.76
6646,0.90,0.90
6650,1.05,1.05
6654,1.20,1.20
6659,1.32,1.32
6663,1.44,1.44
6667,1.56,1.56
6671,1.67,1.67
6675,1.78,1.78
6679,1.91,1.91
6683,1.99,1.99
6687,2.00,2.00
6691,2.00,2.00
6696,2.00,2.00
6701,2.00,2.00
6705,2.00,2.00
6709,2.00,2.00
6713,1.99,1.99
6717,1.91,1.91
6721,1.82,1.82
6725,1.73,1.73
6729,1.63,1.63
6733,1.56,1.56
6737,1.51,1.51
6742,1.47,1.47
6746,1.45,1.45
6750,1.45,1.45
6754,1.47,1.47
6758,1.51,1.51
6763,1.56,1.56
6767,1.61,1.61
6771,1.66,1.66
6775,1.69,1.69
6779,1.70,1.70
6784,1.68,1.68
6788,1.64,1.64
6792,1.59,1.59
6796,1.52,1.52
6800,1.43,1.43
6804,1.32,1.32
6808,1.16,1.16
6812,1.03,1.03
6816,0.89,0.89
6820,0.75,0.75
6824,0.60,0.60
6830,0.47,0.47
6834,0.35,0.35
6838,0.22,0.22
6842,0.13,0.13
6846,0.06,0.06
6850,-0.02,-0.02
6854,-0.12,-0.12
6859,-0.22,-0.22
6864,-0.37,-0.37
6868,-0.54,-0.54
6874,-0.73,-0.73
6878,-0.88,-0.88
6883,-1.07,-1.07
6887,-1.26,-1.26
6892,-1.40,-1.40
6897,-1.56,-1.56
6901,-1.66,-1.66
6906,-1.72,-1.72
6910,-1.75,-1.75
6916,-1.75,-1.75
6920,-1.75,-1.75
6925,-1.77,-1.77
6930,-1.81,-1.81
6934,-1.87,-1.87
6939,-1.96,-1.96
6943,-2.00,-2.00
6948,-2.00,-2.00
6952,-2.00,-2.00
6958,-2.00,-2.00
6962,-2.00,-2.00
6967,-2.00,-2.00
6972,-2.00,-2.00
6976,-1.93,-1.93
6981,-1.86,-1.86
6985,-1.82,-1.82
6990,-1.82,-1.82
6995,-1.84,-1.84
7000,-1.87,-1.87
7005,-1.92,-1.92
7009,-1.95,-1.95
7014,-1.97,-1.97
7018,-1.97,-1.97
7023,-1.94,-1.94
7028,-1.89,-1.89
7032,-1.82,-1.82
7037,-1.74,-1.74
7042,-1.63,-1.63
7047,-1.50,-1.50
7051,-1.38,-1.38
7056,-1.22,-1.22
7060,-1.04,-1.04
7065,-0.90,-0.90
7070,-0.73,-0.73
7074,-0.56,-0.56
7079,-0.42,-0.42
7084,-0.23,-0.23
7089,-0.03,-0.03
7093,0.13,0.13
7098,0.33,0.33
7102,0.49,0.49
7106,0.63,0.63
7110,0.74,0.74
7114,0.88,0.88
7118,1.00,1.00
7122,1.13,1.13
7127,1.21,1.21
7131,1.30,1.30
7135,1.39,1.39
7139,1.48,1.48
7143,1.56,1.56
7147,1.66,1.66
7151,1.73,1.73
7155,1.80,1.80
7159,1.85,1.85
7164,1.89,1.89
7169,1.92,1.92
7173,1.94,1.94
7177,1.94,1.94
7181,1.93,1.93
7185,1.90,1.90
7189,1.86,1.86
7193,1.83,1.83
7197,1.80,1.80
7201,1.76,1.76
7205,1.73,1.73
7209,1.71,1.71
7214,1.69,1.69
7218,1.67,1.67
7222,1.66,1.66
7226,1.66,1.66
7231,1.66,1.66
7235,1.66,1.66
7239,1.66,1.66
7243,1.65,1.65
7247,1.61,1.61
7251,1.54,1.54
7256,1.46,1.46
7260,1.36,1.36
7264,1.24,1.24
7268,1.11,1.11
7272,1.00,1.00
7276,0.86,0.86
7280,0.71,0.71
7284,0.58,0.58
7288,0.45,0.45
7292,0.31,0.31
7298,0.18,0.18
7302,0.05,0.05
7306,-0.11,-0.11
7310,-0.23,-0.23
7315,-0.36,-0.36
7319,-0.48,-0.48
7324,-0.59,-0.59
7329,-0.73,-0.73
7333,-0.89,-0.89
7339,-1.03,-1.03
7343,-1.21,-1.21
7348,-1.38,-1.38
7352,-1.48,-1.48
7357,-1.58,-1.58
7362,-1.63,-1.63
7366,-1.64,-1.64
7371,-1.62,-1.62
7375,-1.58,-1.58
7380,-1.56,-1.56
7385,-1.54,-1.54
7390,-1.55,-1.55
7395,-1.59,-1.59
7399,-1.66,-1.66
7404,-1.75,-1.75
7408,-1.85,-1.85
7413,-1.92,-1.92
7417,-1.98,-1.98
7422,-1.99,-1.99
7428,-1.98,-1.98
7432,-1.93,-1.93
7437,-1.89,-1.89
7441,-1.86,-1.86
7446,-1.86,-1.86
7450,-1.90,-1.90
7455,-1.95,-1.95
7459,-2.00,-2.00
7464,-2.00,-2.00
7470,-2.00,-2.00
7474,-2.00,-2.00
7479,-1.97,-1.97
7483,-1.90,-1.90
7488,-1.79,-1.79
7492,-1.65,-1.65
7497,-1.53,-1.53
7502,-1.36,-1.36
7506,-1.20,-1.20
7512,-1.08,-1.08
7516,-0.93,-0.93
7521,-0.80,-0.80
7525,-0.68,-0.68
7530,-0.61,-0.61
7535,-0.51,-0.51
7539,-0.44,-0.44
7544,-0.39,-0.39
7548,-0.32,-0.32
7554,-0.22,-0.22
7558,-0.16,-0.16
7563,0.01,0.01
7567,0.13,0.13
7571,0.28,0.28
7575,0.44,0.44
7579,0.67,0.67
7583,0.86,0.86
7587,1.05,1.05
7591,1.23,1.23
7597,1.40,1.40
7601,1.57,1.57
7605,1.73,1.73
7609,1.84,1.84
7613,1.93,1.93
7617,2.00,2.00
7621,2.00,2.00
7625,2.00,2.00
7629,2.00,2.00
7633,2.00,2.00
7638,2.00,2.00
7642,1.94,1.94
7646,1.88,1.88
7650,1.81,1.81
7654,1.74,1.74
7658,1.65,1.65
7663,1.58,1.58
7667,1.52,1.52
7671,1.48,1.48
7675,1.47,1.47
7680,1.48,1.48
7684,1.50,1.50
7688,1.54,1.54
7692,1.58,1.58
7696,1.63,1.63
7700,1.66,1.66
7704,1.70,1.70
7708,1.74,1.74
7712,1.75,1.75
7716,1.75,1.75
7720,1.73,1.73
7725,1.69,1.69
7730,1.63,1.63
7734,1.55,1.55
7738,1.42,1.42
7742,1.31,1.31
7746,1.19,1.19
7750,1.07,1.07
7754,0.95,0.95
7758,0.84,0.84
7762,0.71,0.71
7767,0.64,0.64
7771,0.58,0.58
7775,0.52,0.52
7779,0.47,0.47
7783,0.42,0.42
7787,0.33,0.33
7791,0.25,0.25
7796,0.14,0.14
7800,0.01,0.01
7804,-0.12,-0.12
7809,-0.31,-0.31
7814,-0.50,-0.50
7818,-0.66,-0.66
7823,-0.87,-0.87
7828,-1.09,-1.09
7832,-1.25,-1.25
7837,-1.43,-1.43
7841,-1.59,-1.59
7846,-1.68,-1.68
7851,-1.74,-1.74
7856,-1.77,-1.77
7861,-1.77,-1.77
7865,-1.75,-1.75
7870,-1.72,-1.72
7874,-1.70,-1.70
7879,-1.69,-1.69
7883,-1.72,-1.72
7888,-1.76,-1.76
7894,-1.82,-1.82
7898,-1.88,-1.88
7903,-1.94,-1.94
7907,-1.99,-1.99
7912,-2.00,-2.00
7916,-1.97,-1.97
7921,-1.91,-1.91
7925,-1.84,-1.84
7930,-1.79,-1.79
7936,-1.77,-1.77
7940,-1.77,-1.77
7945,-1.79,-1.79
7949,-1.82,-1.82
7954,-1.87,-1.87
7958,-1.94,-1.94
7963,-1.99,-1.99
7968,-2.00,-2.00
7972,-2.00,-2.00
7977,-2.00,-2.00
7982,-1.98,-1.98
7987,-1.89,-1.89
7991,-1.79,-1.79
7996,-1.63,-1.63
8001,-1.46,-1.46
8005,-1.34,-1.34
8010,-1.23,-1.23
8014,-1.12,-1.12
8019,-1.04,-1.04
8024,-0.94,-0.94
8029,-0.83,-0.83
8034,-0.74,-0.74
8038,-0.60,-0.60
8043,-0.43,-0.43
8047,-0.22,-0.22
8052,-0.02,-0.02
8056,0.21,0.21
8061,0.44,0.44
8066,0.66,0.66
8070,0.86,0.86
8074,1.08,1.08
8078,1.24,1.24
8082,1.36,1.36
8086,1.47,1.47
8090,1.55,1.55
8094,1.62,1.62
8098,1.69,1.69
8102,1.76,1.76
8107,1.82,1.82
8111,1.89,1.89
8115,1.94,1.94
8119,1.99,1.99
8123,2.00,2.00
8128,2.00,2.00
8132,2.00,2.00
8136,2.00,2.00
8140,1.95,1.95
8144,1.91,1.91
8148,1.88,1.88
8153,1.85,1.85
8157,1.84,1.84
8161,1.82,1.82
8165,1.80,1.80
8169,1.77,1.77
8173,1.74,1.74
8177,1.70,1.70
8181,1.68,1.68
8185,1.66,1.66
8189,1.65,1.65
8195,1.64,1.64
8199,1.63,1.63
8203,1.61,1.61
8207,1.58,1.58
8211,1.54,1.54
8215,1.48,1.48
8219,1.39,1.39
8223,1.28,1.28
8227,1.16,1.16
8231,0.99,0.99
8236,0.83,0.83
8240,0.66,0.66
8244,0.49,0.49
8248,0.32,0.32
8252,0.17,0.17
8256,-0.02,-0.02
8261,-0.17,-0.17
8266,-0.35,-0.35
8270,-0.52,-0.52
8275,-0.64,-0.64
8280,-0.78,-0.78
8285,-0.88,-0.88
8289,-0.95,-0.95
8294,-1.03,-1.03
8299,-1.09,-1.09
8303,-1.12,-1.12
8308,-1.16,-1.16
8312,-1.20,-1.20
8317,-1.24,-1.24
8322,-1.29,-1.29
8327,-1.36,-1.36
8332,-1.41,-1.41
8336,-1.49,-1.49
8341,-1.58,-1.58
8345,-1.67,-1.67
8350,-1.76,-1.76
8354,-1.82,-1.82
8359,-1.87,-1.87
8365,-1.92,-1.92
8369,-2.00,-2.00
8374,-2.00,-2.00
8378,-2.00,-2.00
8383,-2.00,-2.00
8387,-2.00,-2.00
8392,-2.00,-2.00
8397,-2.00,-2.00
8401,-2.00,-2.00
8407,-1.96,-1.96
8411,-1.93,-1.93
8416,-1.92,-1.92
8420,-1.93,-1.93
8425,-1.97,-1.97
8430,-2.00,-2.00
8434,-2.00,-2.00
8439,-2.00,-2.00
8443,-2.00,-2.00
8449,-2.00,-2.00
8453,-2.00,-2.00
8458,-1.89,-1.89
8463,-1.80,-1.80
8467,-1.69,-1.69
8472,-1.52,-1.52
8476,-1.37,-1.37
8481,-1.16,-1.16
8485,-0.92,-0.92
8491,-0.70,-0.70
8496,-0.40,-0.40
8500,-0.08,-0.08
8505,0.24,0.24
8509,0.52,0.52
8513,0.74,0.74
8517,0.99,0.99
8521,1.19,1.19
8525,1.35,1.35
8529,1.50,1.50
8534,1.64,1.64
8538,1.73,1.73
8542,1.80,1.80
8546,1.85,1.85
8550,1.90,1.90
8554,1.94,1.94
8558,1.99,1.99
8563,2.00,2.00
8567,2.00,2.00
8571,2.00,2.00
8576,2.00,2.00
8580,1.99,1.99
8584,1.91,1.91
8588,1.80,1.80
8592,1.68,1.68
8596,1.54,1.54
8600,1.42,1.42
8604,1.32,1.32
8608,1.24,1.24
8612,1.20,1.20
8616,1.19,1.19
8621,1.21,1.21
8625,1.26,1.26
8630,1.32,1.32
8634,1.38,1.38
8638,1.46,1.46
8642,1.51,1.51
8646,1.54,1.54
8650,1.57,1.57
8654,1.60,1.60
8658,1.62,1.62
8663,1.66,1.66
8667,1.70,1.70
8671,1.74,1.74
8675,1.77,1.77
8679,1.81,1.81
8683,1.83,1.83
8687,1.82,1.82
8691,1.77,1.77
8696,1.69,1.69
8700,1.59,1.59
8705,1.48,1.48
8709,1.36,1.36
8713,1.19,1.19
8717,1.05,1.05
8721,0.89,0.89
8725,0.74,0.74
8729,0.56,0.56
8733,0.39,0.39
8737,0.23,0.23
8741,0.05,0.05
8745,-0.07,-0.07
8751,-0.18,-0.18
8755,-0.29,-0.29
8760,-0.41,-0.41
8765,-0.53,-0.53
8769,-0.64,-0.64
8774,-0.76,-0.76
8778,-0.88,-0.88
8783,-0.97,-0.97
8787,-1.09,-1.09
8793,-1.22,-1.22
8798,-1.33,-1.33
8802,-1.47,-1.47
8807,-1.64,-1.64
8811,-1.76,-1.76
8816,-1.91,-1.91
8820,-2.00,-2.00
8825,-2.00,-2.00
8830,-2.00,-2.00
8835,-2.00,-2.00
8840,-2.00,-2.00
8844,-2.00,-2.00
8849,-2.00,-2.00
8853,-2.00,-2.00
8858,-2.00,-2.00
8863,-2.00,-2.00
8867,-2.00,-2.00
8872,-2.00,-2.00
8877,-2.00,-2.00
8882,-2.00,-2.00
8886,-2.00,-2.00
8891,-2.00,-2.00
8896,-2.00,-2.00
8900,-2.00,-2.00
8905,-2.00,-2.00
8909,-2.00,-2.00
8914,-2.00,-2.00
8919,-2.00,-2.00
8924,-1.92,-1.92
8929,-1.84,-1.84
8933,-1.73,-1.73
8938,-1.62,-1.62
8942,-1.52,-1.52
8947,-1.36,-1.36
8951,-1.16,-1.16
8956,-0.97,-0.97
8962,-0.67,-0.67
8966,-0.34,-0.34
8971,-0.07,-0.07
8975,0.27,0.27
8979,0.53,0.53
8983,0.78,0.78
8987,1.06,1.06
8992,1.27,1.27
8996,1.42,1.42
9000,1.55,1.55
9005,1.64,1.64
9009,1.71,1.71
9013,1.76,1.76
9017,1.78,1.78
9021,1.80,1.80
9025,1.80,1.80
9029,1.81,1.81
9033,1.81,1.81
9037,1.81,1.81
9041,1.81,1.81
9046,1.82,1.82
9050,1.82,1.82
9054,1.80,1.80
9059,1.76,1.76
9063,1.71,1.71
9067,1.63,1.63
9071,1.57,1.57
9075,1.52,1.52
9079,1.49,1.49
9083,1.48,1.48
9088,1.48,1.48
9092,1.49,1.49
9096,1.49,1.49
9100,1.50,1.50
9104,1.50,1.50
9108,1.50,1.50
9112,1.49,1.49
9116,1.49,1.49
9120,1.49,1.49
9125,1.50,1.50
9129,1.51,1.51
9134,1.54,1.54
9138,1.56,1.56
9142,1.58,1.58
9146,1.58,1.58
9150,1.56,1.56
9154,1.52,1.52
9158,1.46,1.46
9162,1.38,1.38
9166,1.28,1.28
9170,1.13,1.13
9175,1.00,1.00
9179,0.87,0.87
9183,0.74,0.74
9187,0.60,0.60
9192,0.46,0.46
9196,0.29,0.29
9200,0.16,0.16
9204,0.04,0.04
9208,-0.06,-0.06
9212,-0.17,-0.17
9218,-0.23,-0.23
9222,-0.30,-0.30
9227,-0.36,-0.36
9232,-0.42,-0.42
9236,-0.50,-0.50
9241,-0.61,-0.61
9245,-0.72,-0.72
9250,-0.89,-0.89
9254,-1.07,-1.07
9260,-1.21,-1.21
9265,-1.38,-1.38
9269,-1.52,-1.52
9274,-1.64,-1.64
9278,-1.71,-1.71
9283,-1.77,-1.77
9287,-1.79,-1.79
9292,-1.81,-1.81
9297,-1.82,-1.82
9302,-1.84,-1.84
9307,-1.85,-1.85
9311,-1.89,-1.89
9316,-1.93,-1.93
9320,-1.96,-1.96
9325,-2.00,-2.00
9330,-2.00,-2.00
9334,-2.00,-2.00
9339,-2.00,-2.00
9344,-2.00,-2.00
9349,-2.00,-2.00
9353,-2.00,-2.00
9358,-2.00,-2.00
9363,-2.00,-2.00
9367,-2.00,-2.00
9372,-2.00,-2.00
9376,-2.00,-2.00
9381,-2.00,-2.00
9385,-2.00,-2.00
9391,-2.00,-2.00
9396,-2.00,-2.00
9400,-2.00,-2.00
9405,-1.91,-1.91
9409,-1.83,-1.83
9414,-1.70,-1.70
9418,-1.54,-1.54
9423,-1.38,-1.38
9428,-1.12,-1.12
9433,-0.82,-0.82
9438,-0.54,-0.54
9442,-0.21,-0.21
9447,0.10,0.10
9451,0.32,0.32
9455,0.50,0.50
9459,0.66,0.66
9463,0.82,0.82
9467,0.96,0.96
9472,1.08,1.08
9476,1.17,1.17
9480,1.25,1.25
9484,1.32,1.32
9488,1.37,1.37
9493,1.43,1.43
9497,1.49,1.49
9501,1.54,1.54
9505,1.59,1.59
9509,1.63,1.63
9513,1.66,1.66
9518,1.69,1.69
9522,1.72,1.72
9526,1.72,1.72
9530,1.73,1.73
9534,1.74,1.74
9538,1.75,1.75
9542,1.75,1.75
9546,1.75,1.75
9550,1.75,1.75
9554,1.74,1.74
9560,1.73,1.73
9564,1.71,1.71
9568,1.68,1.68
9572,1.65,1.65
9576,1.62,1.62
9580,1.61,1.61
9584,1.61,1.61
9588,1.62,1.62
9592,1.63,1.63
9596,1.64,1.64
9601,1.65,1.65
9605,1.66,1.66
9609,1.67,1.67
9613,1.67,1.67
9617,1.67,1.67
9621,1.66,1.66
9626,1.64,1.64
9630,1.58,1.58
9634,1.52,1.52
9638,1.43,1.43
9643,1.33,1.33
9647,1.23,1.23
9651,1.12,1.12
9655,0.98,0.98
9659,0.87,0.87
9663,0.76,0.76
9667,0.64,0.64
9671,0.52,0.52
9675,0.40,0.40
9679,0.24,0.24
9683,0.10,0.10
9688,-0.04,-0.04
9693,-0.22,-0.22
9698,-0.36,-0.36
9702,-0.53,-0.53
9707,-0.70,-0.70
9711,-0.82,-0.82
9716,-0.98,-0.98
9720,-1.12,-1.12
9725,-1.22,-1.22
9731,-1.33,-1.33
9735,-1.44,-1.44
9740,-1.53,-1.53
9744,-1.63,-1.63
9749,-1.72,-1.72
9753,-1.79,-1.79
9758,-1.88,-1.88
9763,-1.95,-1.95
9767,-2.00,-2.00
9773,-2.00,-2.00
9777,-2.00,-2.00
9782,-2.00,-2.00
9786,-2.00,-2.00
9791,-2.00,-2.00
9796,-1.97,-1.97
9800,-1.93,-1.93
9805,-1.89,-1.89
9809,-1.84,-1.84
9815,-1.81,-1.81
9819,-1.78,-1.78
9824,-1.77,-1.77
9829,-1.78,-1.78
9833,-1.80,-1.80
9838,-1.85,-1.85
9842,-1.89,-1.89
9847,-1.94,-1.94
9851,-1.97,-1.97
9857,-1.99,-1.99
9862,-2.00,-2.00
9866,-2.00,-2.00
9871,-2.00,-2.00
9875,-1.98,-1.98
9880,-1.95,-1.95
9884,-1.91,-1.91
9889,-1.83,-1.83
9894,-1.75,-1.75
9899,-1.67,-1.67
9904,-1.56,-1.56
9908,-1.43,-1.43
9913,-1.34,-1.34
9917,-1.19,-1.19
9922,-1.02,-1.02
9927,-0.82,-0.82
9931,-0.61,-0.61
9936,-0.31,-0.31
9940,0.01,0.01
9945,0.25,0.25
9949,0.49,0.49
9953,0.67,0.67
9958,0.87,0.87
9962,1.03,1.03
9966,1.18,1.18
9970,1.25,1.25
9974,1.31,1.31
9978,1.35,1.35
9982,1.38,1.38
9987,1.41,1.41
9991,1.44,1.44
9995,1.50,1.50
9999,1.56,1.56
10003,1.63,1.63
10008,1.71,1.71
10012,1.81,1.81
10016,1.86,1.86
10020,1.94,1.94
10025,1.97,1.97
10030,1.98,1.98
10034,1.96,1.96
10039,1.92,1.92
10043,1.85,1.85
10047,1.79,1.79
10052,1.73,1.73
10056,1.70,1.70
10060,1.68,1.68
10065,1.66,1.66
10070,1.65,1.65
10074,1.63,1.63
10079,1.62,1.62
10083,1.59,1.59
10087,1.57,1.57
10092,1.56,1.56
10096,1.55,1.55
10100,1.56,1.56
10104,1.59,1.59
10109,1.61,1.61
10114,1.63,1.63
10118,1.64,1.64
10123,1.62,1.62
10127,1.57,1.57
10131,1.50,1.50
10136,1.38,1.38
10140,1.25,1.25
10144,1.10,1.10
10149,0.87,0.87
10153,0.70,0.70
10158,0.47,0.47
10163,0.30,0.30
10167,0.14,0.14
10171,-0.04,-0.04
10176,-0.18,-0.18
10181,-0.29,-0.29
10186,-0.38,-0.38
10191,-0.47,-0.47
10195,-0.56,-0.56
10201,-0.66,-0.66
10206,-0.78,-0.78
10211,-0.95,-0.95
10216,-1.13,-1.13
10220,-1.31,-1.31
10225,-1.47,-1.47
10230,-1.62,-1.62
10235,-1.74,-1.74
10241,-1.84,-1.84
10246,-1.92,-1.92
10250,-1.96,-1.96
10255,-2.00,-2.00
10260,-2.00,-2.00
10265,-2.00,-2.00
10270,-2.00,-2.00
10275,-2.00,-2.00
10279,-2.00,-2.00
10285,-2.00,-2.00
10290,-1.95,-1.95
10295,-1.88,-1.88
10300,-1.83,-1.83
10304,-1.80,-1.80
10309,-1.79,-1.79
10314,-1.81,-1.81
