,-0.37,-0.37
536,-2.00,-2.00
541,-2.00,-2.00
545,-2.00,-2.00
549,-1.97,-1.97
553,-1.90,-1.90
559,-1.84,-1.84
563,-1.80,-1.80
567,-1.79,-1.79
572,-1.79,-1.79
576,-1.81,-1.81
580,-1.83,-1.83
585,-1.85,-1.85
589,-1.87,-1.87
593,-1.87,-1.87
599,-1.85,-1.85
603,-1.81,-1.81
607,-1.77,-1.77
612,-1.70,-1.70
616,-1.64,-1.64
620,-1.57,-1.57
625,-1.47,-1.47
629,-1.38,-1.38
633,-1.25,-1.25
637,-1.13,-1.13
643,-0.99,-0.99
647,-0.87,-0.87
651,-0.76,-0.76
656,-0.63,-0.63
660,-0.53,-0.53
664,-0.41,-0.41
669,-0.31,-0.31
673,-0.20,-0.20
677,-0.06,-0.06
683,0.05,0.05
686,0.17,0.17
690,0.30,0.30
694,0.43,0.43
698,0.57,0.57
702,0.73,0.73
706,0.90,0.90
709,1.07,1.07
713,1.24,1.24
717,1.38,1.38
721,1.50,1.50
726,1.67,1.67
729,1.80,1.80
733,1.93,1.93
737,2.00,2.00
741,2.00,2.00
745,2.00,2.00
748,2.00,2.00
752,2.00,2.00
756,2.00,2.00
760,2.00,2.00
764,1.97,1.97
768,1.84,1.84
772,1.71,1.71
776,1.59,1.59
780,1.49,1.49
784,1.42,1.42
787,1.37,1.37
791,1.34,1.34
795,1.34,1.34
799,1.36,1.36
803,1.39,1.39
807,1.43,1.43
811,1.46,1.46
815,1.47,1.47
819,1.46,1.46
823,1.42,1.42
827,1.35,1.35
830,1.24,1.24
834,1.15,1.15
838,0.99,0.99
842,0.82,0.82
846,0.65,0.65
849,0.47,0.47
854,0.30,0.30
858,0.15,0.15
862,0.00,0.00
866,-0.13,-0.13
870,-0.27,-0.27
874,-0.42,-0.42
879,-0.57,-0.57
883,-0.66,-0.66
887,-0.75,-0.75
892,-0.82,-0.82
897,-0.90,-0.90
901,-0.97,-0.97
906,-1.05,-1.05
910,-1.17,-1.17
914,-1.29,-1.29
918,-1.45,-1.45
923,-1.59,-1.59
927,-1.74,-1.74
931,-1.92,-1.92
936,-2.00,-2.00
941,-2.00,-2.00
945,-2.00,-2.00
950,-2.00,-2.00
954,-2.00,-2.00
958,-2.00,-2.00
963,-2.00,-2.00
967,-2.00,-2.00
971,-2.00,-2.00
976,-2.00,-2.00
980,-1.92,-1.92
985,-1.77,-1.77
990,-1.64,-1.64
994,-1.52,-1.52
998,-1.45,-1.45
1002,-1.42,-1.42
1007,-1.42,-1.42
1012,-1.46,-1.46
1016,-1.53,-1.53
1021,-1.61,-1.61
1026,-1.70,-1.70
1031,-1.79,-1.79
1035,-1.84,-1.84
1040,-1.89,-1.89
1045,-1.93,-1.93
1049,-1.94,-1.94
1054,-1.94,-1.94
1058,-1.92,-1.92
1063,-1.87,-1.87
1068,-1.79,-1.79
1073,-1.68,-1.68
1078,-1.57,-1.57
1082,-1.43,-1.43
1087,-1.28,-1.28
1091,-1.11,-1.11
1096,-0.98,-0.98
1100,-0.81,-0.81
1105,-0.66,-0.66
1111,-0.54,-0.54
1115,-0.41,-0.41
1120,-0.30,-0.30
1124,-0.21,-0.21
1129,-0.10,-0.10
1133,0.01,0.01
1138,0.12,0.12
1142,0.22,0.22
1146,0.33,0.33
1150,0.43,0.43
1155,0.52,0.52
1159,0.63,0.63
1163,0.71,0.71
1167,0.80,0.80
1171,0.90,0.90
1175,0.95,0.95
1179,1.07,1.07
1183,1.20,1.20
1187,1.31,1.31
1191,1.42,1.42
1196,1.53,1.53
1200,1.64,1.64
1205,1.73,1.73
1209,1.81,1.81
1213,1.87,1.87
1217,1.89,1.89
1221,1.86,1.86
1225,1.80,1.80
1229,1.70,1.70
1233,1.60,1.60
1238,1.47,1.47
1242,1.37,1.37
1246,1.29,1.29
1250,1.22,1.22
1254,1.18,1.18
1258,1.17,1.17
1262,1.18,1.18
1266,1.23,1.23
1271,1.29,1.29
1275,1.36,1.36
1280,1.42,1.42
1284,1.47,1.47
1288,1.49,1.49
1292,1.48,1.48
1296,1.43,1.43
1300,1.35,1.35
1304,1.25,1.25
1308,1.13,1.13
1312,1.00,1.00
1316,0.82,0.82
1320,0.69,0.69
1325,0.55,0.55
1329,0.42,0.42
1333,0.28,0.28
1338,0.14,0.14
1342,-0.04,-0.04
1346,-0.19,-0.19
1351,-0.41,-0.41
1355,-0.63,-0.63
1360,-0.87,-0.87
1364,-1.15,-1.15
1370,-1.43,-1.43
1375,-1.64,-1.64
1379,-1.85,-1.85
1384,-2.00,-2.00
1388,-2.00,-2.00
1393,-2.00,-2.00
1397,-2.00,-2.00
1402,-2.00,-2.00
1408,-2.00,-2.00
1412,-2.00,-2.00
1417,-2.00,-2.00
1421,-2.00,-2.00
1426,-2.00,-2.00
1430,-2.00,-2.00
1435,-2.00,-2.00
1440,-2.00,-2.00
1444,-1.88,-1.88
1449,-1.75,-1.75
1454,-1.62,-1.62
1459,-1.55,-1.55
1463,-1.54,-1.54
1468,-1.59,-1.59
1473,-1.68,-1.68
1477,-1.77,-1.77
1482,-1.88,-1.88
1486,-1.95,-1.95
1491,-1.98,-1.98
1496,-1.98,-1.98
1501,-1.96,-1.96
1506,-1.93,-1.93
1510,-1.87,-1.87
1515,-1.81,-1.81
1519,-1.73,-1.73
1524,-1.61,-1.61
1528,-1.48,-1.48
1533,-1.36,-1.36
1539,-1.20,-1.20
1543,-1.03,-1.03
1548,-0.90,-0.90
1552,-0.74,-0.74
1557,-0.61,-0.61
1561,-0.50,-0.50
1566,-0.42,-0.42
1571,-0.34,-0.34
1575,-0.26,-0.26
1581,-0.20,-0.20
1585,-0.10,-0.10
1590,0.01,0.01
1594,0.10,0.10
1598,0.21,0.21
1602,0.33,0.33
1606,0.46,0.46
1610,0.59,0.59
1614,0.77,0.77
1618,0.92,0.92
1623,1.09,1.09
1627,1.22,1.22
1631,1.39,1.39
1635,1.55,1.55
1640,1.72,1.72
1644,1.85,1.85
1648,1.96,1.96
1652,2.00,2.00
1656,2.00,2.00
1660,2.00,2.00
1665,2.00,2.00
1669,2.00,2.00
1673,1.99,1.99
1677,1.90,1.90
1681,1.79,1.79
1685,1.69,1.69
1689,1.59,1.59
1693,1.46,1.46
1697,1.37,1.37
1701,1.28,1.28
1707,1.20,1.20
1711,1.14,1.14
1715,1.10,1.10
1719,1.09,1.09
1723,1.09,1.09
1727,1.10,1.10
1731,1.11,1.11
1735,1.11,1.11
1739,1.10,1.10
1743,1.07,1.07
1747,1.02,1.02
1752,0.96,0.96
1756,0.89,0.89
1760,0.81,0.81
1764,0.72,0.72
1768,0.62,0.62
1773,0.46,0.46
1777,0.32,0.32
1781,0.17,0.17
1785,-0.01,-0.01
1789,-0.25,-0.25
1795,-0.45,-0.45
1799,-0.74,-0.74
1804,-1.00,-1.00
1809,-1.20,-1.20
1813,-1.44,-1.44
1818,-1.64,-1.64
1822,-1.80,-1.80
1827,-1.90,-1.90
1831,-1.98,-1.98
1837,-2.00,-2.00
1842,-2.00,-2.00
1846,-2.00,-2.00
1851,-2.00,-2.00
1855,-2.00,-2.00
1860,-2.00,-2.00
1864,-2.00,-2.00
1869,-2.00,-2.00
1874,-2.00,-2.00
1879,-2.00,-2.00
1884,-2.00,-2.00
1888,-2.00,-2.00
1893,-1.99,-1.99
1897,-1.89,-1.89
1902,-1.77,-1.77
1907,-1.68,-1.68
1911,-1.64,-1.64
1916,-1.63,-1.63
1921,-1.65,-1.65
1926,-1.69,-1.69
1930,-1.75,-1.75
1935,-1.80,-1.80
1940,-1.85,-1.85
1944,-1.87,-1.87
1949,-1.88,-1.88
1953,-1.86,-1.86
1958,-1.83,-1.83
1963,-1.79,-1.79
1968,-1.73,-1.73
1973,-1.66,-1.66
1977,-1.55,-1.55
1982,-1.44,-1.44
1986,-1.34,-1.34
1991,-1.20,-1.20
1995,-1.07,-1.07
2000,-0.96,-0.96
2006,-0.83,-0.83
2010,-0.70,-0.70
2015,-0.60,-0.60
2019,-0.46,-0.46
2024,-0.31,-0.31
2028,-0.18,-0.18
2033,-0.01,-0.01
2038,0.17,0.17
2042,0.32,0.32
2046,0.48,0.48
2051,0.66,0.66
2055,0.84,0.84
2059,1.07,1.07
2063,1.27,1.27
2067,1.44,1.44
2071,1.62,1.62
2075,1.80,1.80
2079,1.97,1.97
2083,2.00,2.00
2087,2.00,2.00
2092,2.00,2.00
2096,2.00,2.00
2100,2.00,2.00
2105,1.97,1.97
2109,1.81,1.81
2113,1.61,1.61
2117,1.45,1.45
2121,1.31,1.31
2125,1.20,1.20
2129,1.12,1.12
2134,1.07,1.07
2138,1.03,1.03
2142,1.04,1.04
2146,1.07,1.07
2150,1.12,1.12
2154,1.19,1.19
2158,1.27,1.27
2162,1.37,1.37
2166,1.45,1.45
2171,1.52,1.52
2176,1.56,1.56
2180,1.58,1.58
2184,1.58,1.58
2188,1.54,1.54
2192,1.47,1.47
2196,1.38,1.38
2200,1.27,1.27
2204,1.14,1.14
2208,1.00,1.00
2212,0.85,0.85
2216,0.66,0.66
2221,0.49,0.49
2225,0.33,0.33
2229,0.16,0.16
2233,-0.00,-0.00
2238,-0.22,-0.22
2243,-0.43,-0.43
2247,-0.60,-0.60
2252,-0.81,-0.81
2256,-1.03,-1.03
2262,-1.17,-1.17
2266,-1.32,-1.32
2271,-1.45,-1.45
2276,-1.53,-1.53
2280,-1.63,-1.63
2285,-1.73,-1.73
2289,-1.80,-1.80
2294,-1.88,-1.88
2298,-1.95,-1.95
2304,-2.00,-2.00
2309,-2.00,-2.00
2313,-2.00,-2.00
2318,-2.00,-2.00
2322,-2.00,-2.00
2327,-2.00,-2.00
2331,-2.00,-2.00
2336,-2.00,-2.00
2341,-1.97,-1.97
2345,-1.84,-1.84
2351,-1.73,-1.73
2355,-1.59,-1.59
2360,-1.49,-1.49
2364,-1.45,-1.45
2369,-1.45,-1.45
2374,-1.51,-1.51
2378,-1.58,-1.58
2383,-1.70,-1.70
2387,-1.82,-1.82
2393,-1.91,-1.91
2397,-2.00,-2.00
2402,-2.00,-2.00
2407,-2.00,-2.00
2411,-2.00,-2.00
2416,-2.00,-2.00
2420,-2.00,-2.00
2425,-1.92,-1.92
2429,-1.79,-1.79
2435,-1.67,-1.67
2440,-1.48,-1.48
2444,-1.28,-1.28
2449,-1.06,-1.06
2453,-0.89,-0.89
2458,-0.68,-0.68
2462,-0.50,-0.50
2467,-0.39,-0.39
2472,-0.27,-0.27
2477,-0.18,-0.18
2482,-0.11,-0.11
2486,-0.04,-0.04
2491,0.04,0.04
2495,0.11,0.11
2499,0.19,0.19
2503,0.27,0.27
2507,0.37,0.37
2511,0.49,0.49
2515,0.63,0.63
2520,0.75,0.75
2524,0.90,0.90
2528,1.05,1.05
2532,1.21,1.21
2537,1.38,1.38
2541,1.60,1.60
2545,1.76,1.76
2549,1.91,1.91
2553,2.00,2.00
2557,2.00,2.00
2562,2.00,2.00
2566,2.00,2.00
2570,2.00,2.00
2574,2.00,2.00
2578,1.95,1.95
2582,1.81,1.81
2586,1.67,1.67
2590,1.55,1.55
2594,1.45,1.45
2598,1.41,1.41
2604,1.41,1.41
2608,1.43,1.43
2612,1.48,1.48
2616,1.54,1.54
2620,1.62,1.62
2624,1.66,1.66
2628,1.68,1.68
2632,1.67,1.67
2636,1.62,1.62
2640,1.55,1.55
2644,1.41,1.41
2649,1.27,1.27
2653,1.11,1.11
2657,0.93,0.93
2661,0.76,0.76
2665,0.59,0.59
2670,0.42,0.42
2674,0.22,0.22
2678,0.08,0.08
2682,-0.07,-0.07
2686,-0.25,-0.25
2692,-0.41,-0.41
2696,-0.62,-0.62
2701,-0.84,-0.84
2706,-1.02,-1.02
2710,-1.26,-1.26
2715,-1.43,-1.43
2719,-1.58,-1.58
2724,-1.69,-1.69
2728,-1.76,-1.76
2734,-1.78,-1.78
2739,-1.79,-1.79
2743,-1.78,-1.78
2748,-1.79,-1.79
2752,-1.80,-1.80
2757,-1.84,-1.84
2761,-1.87,-1.87
2766,-1.92,-1.92
2771,-1.96,-1.96
2776,-1.98,-1.98
2781,-1.97,-1.97
2785,-1.92,-1.92
2790,-1.85,-1.85
2794,-1.78,-1.78
2799,-1.71,-1.71
2804,-1.65,-1.65
2808,-1.64,-1.64
2813,-1.65,-1.65
2818,-1.69,-1.69
2823,-1.74,-1.74
2827,-1.81,-1.81
2832,-1.88,-1.88
2837,-1.91,-1.91
2841,-1.93,-1.93
2846,-1.93,-1.93
2850,-1.91,-1.91
2855,-1.87,-1.87
2860,-1.81,-1.81
2865,-1.76,-1.76
2870,-1.68,-1.68
2874,-1.58,-1.58
2879,-1.49,-1.49
2883,-1.34,-1.34
2888,-1.16,-1.16
2892,-0.97,-0.97
2897,-0.81,-0.81
2903,-0.61,-0.61
2907,-0.40,-0.40
2912,-0.25,-0.25
2916,-0.07,-0.07
2921,0.08,0.08
2925,0.18,0.18
2929,0.27,0.27
2933,0.36,0.36
2937,0.43,0.43
2941,0.50,0.50
2946,0.58,0.58
2950,0.64,0.64
2954,0.72,0.72
2958,0.74,0.74
2962,0.83,0.83
2966,0.92,0.92
2971,1.03,1.03
2975,1.14,1.14
2979,1.26,1.26
2983,1.39,1.39
2988,1.51,1.51
2992,1.63,1.63
2996,1.74,1.74
3000,1.85,1.85
3004,1.91,1.91
3008,1.93,1.93
3012,1.93,1.93
3016,1.90,1.90
3020,1.85,1.85
3024,1.76,1.76
3028,1.68,1.68
3033,1.61,1.61
3038,1.55,1.55
3042,1.51,1.51
3046,1.50,1.50
3050,1.52,1.52
3054,1.57,1.57
3058,1.63,1.63
3062,1.71,1.71
3066,1.79,1.79
3070,1.86,1.86
3075,1.92,1.92
3079,1.96,1.96
3083,1.95,1.95
3087,1.92,1.92
3091,1.84,1.84
3095,1.73,1.73
3099,1.58,1.58
3104,1.37,1.37
3108,1.19,1.19
3112,0.99,0.99
3117,0.80,0.80
3121,0.62,0.62
3125,0.45,0.45
3129,0.24,0.24
3133,0.07,0.07
3137,-0.09,-0.09
3142,-0.29,-0.29
3146,-0.46,-0.46
3151,-0.66,-0.66
3155,-0.86,-0.86
3161,-1.00,-1.00
3165,-1.18,-1.18
3170,-1.32,-1.32
3175,-1.42,-1.42
3179,-1.50,-1.50
3184,-1.55,-1.55
3188,-1.58,-1.58
3193,-1.60,-1.60
3197,-1.61,-1.61
3203,-1.61,-1.61
3208,-1.65,-1.65
3212,-1.71,-1.71
3217,-1.79,-1.79
3221,-1.90,-1.90
3226,-2.00,-2.00
3230,-2.00,-2.00
3235,-2.00,-2.00
3240,-2.00,-2.00
3245,-2.00,-2.00
3250,-2.00,-2.00
3254,-1.97,-1.97
3259,-1.82,-1.82
3263,-1.72,-1.72
3268,-1.62,-1.62
3273,-1.59,-1.59
3277,-1.60,-1.60
3282,-1.68,-1.68
3287,-1.80,-1.80
3292,-1.92,-1.92
3296,-2.00,-2.00
3301,-2.00,-2.00
3306,-2.00,-2.00
3310,-2.00,-2.00
3315,-2.00,-2.00
3319,-2.00,-2.00
3324,-2.00,-2.00
3329,-2.00,-2.00
3334,-2.00,-2.00
3339,-1.88,-1.88
3343,-1.73,-1.73
3348,-1.57,-1.57
3352,-1.33,-1.33
3357,-1.07,-1.07
3361,-0.86,-0.86
3366,-0.59,-0.59
3372,-0.34,-0.34
3376,-0.12,-0.12
3381,0.04,0.04
3385,0.18,0.18
3389,0.35,0.35
3393,0.48,0.48
3397,0.61,0.61
3401,0.74,0.74
3405,0.87,0.87
3409,1.00,1.00
3414,1.08,1.08
3418,1.21,1.21
3422,1.31,1.31
3426,1.41,1.41
3430,1.51,1.51
3435,1.61,1.61
3439,1.70,1.70
3443,1.81,1.81
3447,1.89,1.89
3451,1.94,1.94
3456,1.99,1.99
3460,2.00,2.00
3464,2.00,2.00
3468,2.00,2.00
3472,1.98,1.98
3476,1.93,1.93
3480,1.87,1.87
3484,1.81,1.81
3488,1.76,1.76
3492,1.73,1.73
3496,1.73,1.73
3502,1.77,1.77
3506,1.82,1.82
3510,1.88,1.88
3514,1.94,1.94
3518,1.99,1.99
3522,2.00,2.00
3526,2.00,2.00
3530,2.00,2.00
3534,2.00,2.00
3538,1.99,1.99
3543,1.91,1.91
3547,1.77,1.77
3551,1.63,1.63
3555,1.47,1.47
3559,1.29,1.29
3563,1.10,1.10
3568,0.89,0.89
3572,0.62,0.62
3576,0.42,0.42
3580,0.23,0.23
3585,0.05,0.05
3589,-0.12,-0.12
3593,-0.32,-0.32
3598,-0.52,-0.52
3603,-0.69,-0.69
3607,-0.90,-0.90
3612,-1.10,-1.10
3616,-1.25,-1.25
3621,-1.42,-1.42
3625,-1.53,-1.53
3631,-1.61,-1.61
3636,-1.66,-1.66
3640,-1.68,-1.68
3645,-1.67,-1.67
3649,-1.66,-1.66
3654,-1.67,-1.67
3658,-1.70,-1.70
3663,-1.77,-1.77
3668,-1.86,-1.86
3673,-1.95,-1.95
3678,-2.00,-2.00
3682,-2.00,-2.00
3687,-2.00,-2.00
3691,-2.00,-2.00
3696,-2.00,-2.00
3701,-2.00,-2.00
3705,-2.00,-2.00
3710,-1.96,-1.96
3715,-1.89,-1.89
3720,-1.86,-1.86
3724,-1.85,-1.85
3729,-1.89,-1.89
3734,-1.94,-1.94
3738,-2.00,-2.00
3743,-2.00,-2.00
3747,-2.00,-2.00
3752,-2.00,-2.00
3757,-2.00,-2.00
3762,-2.00,-2.00
3766,-2.00,-2.00
3771,-2.00,-2.00
3776,-1.99,-1.99
3780,-1.87,-1.87
3785,-1.73,-1.73
3789,-1.60,-1.60
3794,-1.41,-1.41
3799,-1.20,-1.20
3804,-1.02,-1.02
3809,-0.78,-0.78
3813,-0.54,-0.54
3818,-0.35,-0.35
3822,-0.10,-0.10
3827,0.16,0.16
3831,0.37,0.37
3835,0.57,0.57
3840,0.76,0.76
3844,0.95,0.95
3848,1.16,1.16
3852,1.30,1.30
3856,1.41,1.41
3860,1.52,1.52
3864,1.62,1.62
3869,1.71,1.71
3873,1.81,1.81
3877,1.88,1.88
3881,1.94,1.94
3886,1.98,1.98
3890,2.00,2.00
3894,2.00,2.00
3898,1.99,1.99
3902,1.93,1.93
3906,1.85,1.85
3910,1.76,1.76
3914,1.66,1.66
3918,1.56,1.56
3922,1.47,1.47
3927,1.40,1.40
3931,1.37,1.37
3936,1.38,1.38
3940,1.42,1.42
3944,1.48,1.48
3948,1.56,1.56
3952,1.67,1.67
3956,1.76,1.76
3960,1.83,1.83
3964,1.88,1.88
3969,1.91,1.91
3973,1.95,1.95
3977,1.97,1.97
3981,1.96,1.96
3985,1.94,1.94
3989,1.89,1.89
3993,1.82,1.82
3997,1.72,1.72
4002,1.57,1.57
4006,1.44,1.44
4011,1.29,1.29
4015,1.14,1.14
4019,0.99,0.99
4023,0.84,0.84
4027,0.70,0.70
4031,0.54,0.54
4035,0.43,0.43
4039,0.34,0.34
4043,0.25,0.25
4047,0.17,0.17
4051,0.09,0.09
4056,-0.00,-0.00
4061,-0.09,-0.09
4065,-0.22,-0.22
4070,-0.36,-0.36
4075,-0.49,-0.49
4079,-0.65,-0.65
4084,-0.85,-0.85
4088,-0.99,-0.99
4093,-1.21,-1.21
4098,-1.41,-1.41
4103,-1.55,-1.55
4108,-1.72,-1.72
4112,-1.85,-1.85
4117,-1.93,-1.93
4121,-2.00,-2.00
4126,-2.00,-2.00
4130,-2.00,-2.00
4135,-2.00,-2.00
4141,-2.00,-2.00
4145,-2.00,-2.00
4150,-2.00,-2.00
4154,-2.00,-2.00
4159,-2.00,-2.00
4163,-2.00,-2.00
4168,-2.00,-2.00
4173,-2.00,-2.00
4177,-2.00,-2.00
4183,-2.00,-2.00
4187,-2.00,-2.00
4192,-2.00,-2.00
4196,-2.00,-2.00
4201,-2.00,-2.00
4206,-2.00,-2.00
4210,-2.00,-2.00
4215,-2.00,-2.00
4219,-2.00,-2.00
4225,-2.00,-2.00
4229,-2.00,-2.00
4234,-1.95,-1.95
4239,-1.81,-1.81
4243,-1.65,-1.65
4248,-1.51,-1.51
4252,-1.34,-1.34
4257,-1.15,-1.15
4261,-1.00,-1.00
4267,-0.81,-0.81
4272,-0.63,-0.63
4276,-0.45,-0.45
4281,-0.32,-0.32
4285,-0.15,-0.15
4290,0.01,0.01
4294,0.14,0.14
4298,0.26,0.26
4302,0.38,0.38
4306,0.49,0.49
4311,0.60,0.60
4315,0.75,0.75
4319,0.83,0.83
4323,0.96,0.96
4327,1.09,1.09
4331,1.22,1.22
4336,1.35,1.35
4340,1.46,1.46
4344,1.61,1.61
4348,1.71,1.71
4353,1.80,1.80
4357,1.88,1.88
4361,1.93,1.93
4365,1.96,1.96
4369,1.97,1.97
4373,1.96,1.96
4377,1.92,1.92
4381,1.87,1.87
4385,1.80,1.80
4389,1.73,1.73
4393,1.63,1.63
4398,1.56,1.56
4403,1.51,1.51
4407,1.47,1.47
4411,1.45,1.45
4415,1.46,1.46
4419,1.49,1.49
4423,1.55,1.55
4427,1.62,1.62
4431,1.69,1.69
4435,1.77,1.77
4440,1.82,1.82
4444,1.87,1.87
4448,1.91,1.91
4452,1.92,1.92
4456,1.90,1.90
4460,1.86,1.86
4464,1.80,1.80
4469,1.71,1.71
4473,1.56,1.56
4477,1.41,1.41
4482,1.24,1.24
4486,1.05,1.05
4490,0.86,0.86
4494,0.68,0.68
4498,0.45,0.45
4502,0.28,0.28
4506,0.11,0.11
4510,-0.05,-0.05
4515,-0.25,-0.25
4519,-0.40,-0.40
4525,-0.57,-0.57
4529,-0.74,-0.74
4534,-0.86,-0.86
4539,-0.99,-0.99
4543,-1.10,-1.10
4548,-1.17,-1.17
4552,-1.24,-1.24
4557,-1.27,-1.27
4561,-1.29,-1.29
4567,-1.31,-1.31
4572,-1.32,-1.32
4576,-1.35,-1.35
4581,-1.39,-1.39
4585,-1.47,-1.47
4590,-1.57,-1.57
4594,-1.67,-1.67
4599,-1.81,-1.81
4604,-1.93,-1.93
4609,-2.00,-2.00
4614,-2.00,-2.00
4618,-2.00,-2.00
4623,-2.00,-2.00
4627,-2.00,-2.00
4632,-2.00,-2.00
4637,-2.00,-2.00
4641,-2.00,-2.00
4646,-1.97,-1.97
4651,-1.92,-1.92
4656,-1.89,-1.89
4660,-1.89,-1.89
4665,-1.90,-1.90
4670,-1.94,-1.94
4674,-1.98,-1.98
4679,-2.00,-2.00
4683,-2.00,-2.00
4688,-2.00,-2.00
4692,-2.00,-2.00
4698,-2.00,-2.00
4703,-1.93,-1.93
4707,-1.81,-1.81
4712,-1.71,-1.71
4716,-1.59,-1.59
4721,-1.47,-1.47
4725,-1.37,-1.37
4730,-1.22,-1.22
4736,-1.05,-1.05
4740,-0.91,-0.91
4745,-0.74,-0.74
4749,-0.59,-0.59
4754,-0.48,-0.48
4758,-0.35,-0.35
4763,-0.22,-0.22
4768,-0.12,-0.12
4772,0.01,0.01
4776,0.12,0.12
4781,0.24,0.24
4785,0.40,0.40
4789,0.52,0.52
4793,0.65,0.65
4797,0.81,0.81
4802,0.94,0.94
4806,1.10,1.10
4810,1.28,1.28
4814,1.49,1.49
4818,1.64,1.64
4823,1.76,1.76
4827,1.86,1.86
4831,1.95,1.95
4835,2.00,2.00
4839,2.00,2.00
4843,2.00,2.00
4847,2.00,2.00
4851,2.00,2.00
4855,2.00,2.00
4859,2.00,2.00
4864,1.94,1.94
4869,1.86,1.86
4873,1.78,1.78
4877,1.72,1.72
4881,1.68,1.68
4885,1.67,1.67
4889,1.68,1.68
4893,1.71,1.71
4897,1.76,1.76
4901,1.81,1.81
4905,1.86,1.86
4910,1.92,1.92
4914,1.97,1.97
4918,1.99,1.99
4922,2.00,2.00
4926,1.99,1.99
4930,1.96,1.96
4935,1.88,1.88
4939,1.76,1.76
4943,1.57,1.57
4947,1.38,1.38
4952,1.19,1.19
4956,0.98,0.98
4960,0.79,0.79
4964,0.60,0.60
4968,0.38,0.38
4972,0.21,0.21
4976,0.06,0.06
4980,-0.09,-0.09
4985,-0.26,-0.26
4989,-0.41,-0.41
4995,-0.62,-0.62
5000,-0.86,-0.86
5004,-1.06,-1.06
5009,-1.30,-1.30
5013,-1.49,-1.49
5018,-1.60,-1.60
5022,-1.70,-1.70
5027,-1.75,-1.75
5032,-1.77,-1.77
5037,-1.77,-1.77
5042,-1.77,-1.77
5046,-1.76,-1.76
5051,-1.76,-1.76
5055,-1.76,-1.76
5060,-1.79,-1.79
5065,-1.82,-1.82
5069,-1.88,-1.88
5074,-1.96,-1.96
5079,-2.00,-2.00
5084,-2.00,-2.00
5088,-2.00,-2.00
5093,-2.00,-2.00
5097,-2.00,-2.00
5102,-2.00,-2.00
5107,-2.00,-2.00
5111,-2.00,-2.00
5116,-1.99,-1.99
5121,-1.99,-1.99
5126,-2.00,-2.00
5130,-2.00,-2.00
5135,-2.00,-2.00
5140,-2.00,-2.00
5144,-2.00,-2.00
