,-1.90,-1.90
5134,1.21,1.21
5138,1.18,1.18
5142,1.10,1.10
5146,1.00,1.00
5150,0.85,0.85
5154,0.68,0.68
5158,0.49,0.49
5163,0.28,0.28
5167,0.01,0.01
5171,-0.20,-0.20
5176,-0.40,-0.40
5181,-0.65,-0.65
5185,-0.89,-0.89
5190,-1.09,-1.09
5194,-1.32,-1.32
5199,-1.53,-1.53
5203,-1.65,-1.65
5209,-1.75,-1.75
5214,-1.80,-1.80
5218,-1.85,-1.85
5223,-1.91,-1.91
5227,-1.99,-1.99
5232,-2.00,-2.00
5236,-2.00,-2.00
5241,-2.00,-2.00
5245,-2.00,-2.00
5251,-2.00,-2.00
5256,-2.00,-2.00
5260,-2.00,-2.00
5265,-2.00,-2.00
5269,-2.00,-2.00
5274,-2.00,-2.00
5278,-2.00,-2.00
5283,-2.00,-2.00
5288,-2.00,-2.00
5293,-2.00,-2.00
5298,-2.00,-2.00
5302,-2.00,-2.00
5307,-2.00,-2.00
5311,-2.00,-2.00
5316,-2.00,-2.00
5321,-2.00,-2.00
5325,-2.00,-2.00
5330,-1.95,-1.95
5335,-1.90,-1.90
5340,-1.87,-1.87
5344,-1.83,-1.83
5349,-1.79,-1.79
5354,-1.74,-1.74
5358,-1.66,-1.66
5363,-1.56,-1.56
5367,-1.46,-1.46
5372,-1.33,-1.33
5377,-1.18,-1.18
5382,-1.03,-1.03
5387,-0.84,-0.84
5391,-0.63,-0.63
5396,-0.47,-0.47
5400,-0.27,-0.27
5405,-0.09,-0.09
5409,0.03,0.03
5414,0.17,0.17
5419,0.27,0.27
5423,0.39,0.39
5427,0.48,0.48
5431,0.58,0.58
5435,0.72,0.72
5439,0.84,0.84
5443,1.00,1.00
5447,1.10,1.10
5451,1.23,1.23
5455,1.33,1.33
5459,1.45,1.45
5464,1.56,1.56
5468,1.69,1.69
5472,1.79,1.79
5476,1.87,1.87
5481,1.93,1.93
5485,1.97,1.97
5489,2.00,2.00
5493,2.00,2.00
5497,2.00,2.00
5501,1.96,1.96
5506,1.95,1.95
5510,1.94,1.94
5514,1.92,1.92
5518,1.89,1.89
5522,1.87,1.87
5526,1.84,1.84
5530,1.80,1.80
5534,1.75,1.75
5538,1.69,1.69
5542,1.61,1.61
5548,1.50,1.50
5552,1.42,1.42
5556,1.36,1.36
5560,1.30,1.30
5564,1.25,1.25
5568,1.22,1.22
5572,1.20,1.20
5576,1.19,1.19
5580,1.16,1.16
5584,1.13,1.13
5588,1.07,1.07
5593,0.97,0.97
5597,0.80,0.80
5601,0.63,0.63
5605,0.43,0.43
5609,0.21,0.21
5614,-0.02,-0.02
5618,-0.33,-0.33
5623,-0.65,-0.65
5627,-0.89,-0.89
5633,-1.16,-1.16
5637,-1.38,-1.38
5642,-1.52,-1.52
5647,-1.64,-1.64
5651,-1.73,-1.73
5656,-1.81,-1.81
5660,-1.89,-1.89
5665,-1.95,-1.95
5669,-2.00,-2.00
5675,-2.00,-2.00
5679,-2.00,-2.00
5684,-2.00,-2.00
5689,-2.00,-2.00
5693,-2.00,-2.00
5698,-2.00,-2.00
5702,-2.00,-2.00
5707,-2.00,-2.00
5711,-2.00,-2.00
5716,-2.00,-2.00
5722,-2.00,-2.00
5726,-2.00,-2.00
5731,-2.00,-2.00
5735,-2.00,-2.00
5740,-2.00,-2.00
5744,-2.00,-2.00
5749,-2.00,-2.00
5754,-2.00,-2.00
5758,-2.00,-2.00
5764,-2.00,-2.00
5768,-2.00,-2.00
5773,-2.00,-2.00
5777,-2.00,-2.00
5782,-2.00,-2.00
5787,-2.00,-2.00
5791,-2.00,-2.00
5796,-2.00,-2.00
5800,-1.97,-1.97
5806,-1.89,-1.89
5810,-1.77,-1.77
5815,-1.65,-1.65
5820,-1.47,-1.47
5824,-1.25,-1.25
5829,-1.06,-1.06
5833,-0.81,-0.81
5838,-0.57,-0.57
5842,-0.37,-0.37
5848,-0.14,-0.14
5853,0.06,0.06
5857,0.20,0.20
5861,0.31,0.31
5865,0.42,0.42
5869,0.51,0.51
5873,0.61,0.61
5877,0.68,0.68
5881,0.74,0.74
5885,0.83,0.83
5890,0.90,0.90
5894,1.01,1.01
5898,1.14,1.14
5902,1.28,1.28
5906,1.40,1.40
5910,1.54,1.54
5915,1.68,1.68
5919,1.82,1.82
5923,1.97,1.97
5927,2.00,2.00
5932,2.00,2.00
5936,2.00,2.00
5940,2.00,2.00
5944,2.00,2.00
5948,2.00,2.00
5952,2.00,2.00
5956,1.97,1.97
5960,1.86,1.86
5964,1.76,1.76
5968,1.66,1.66
5972,1.56,1.56
5977,1.45,1.45
5982,1.36,1.36
5986,1.27,1.27
5990,1.20,1.20
5994,1.14,1.14
5998,1.09,1.09
6002,1.04,1.04
6006,1.01,1.01
6010,0.99,0.99
6014,0.95,0.95
6019,0.90,0.90
6023,0.83,0.83
6027,0.73,0.73
6031,0.63,0.63
6035,0.52,0.52
6039,0.38,0.38
6043,0.23,0.23
6048,0.07,0.07
6052,-0.11,-0.11
6056,-0.34,-0.34
6062,-0.57,-0.57
6066,-0.77,-0.77
6071,-0.92,-0.92
6075,-1.10,-1.10
6080,-1.26,-1.26
6085,-1.37,-1.37
6089,-1.48,-1.48
6094,-1.56,-1.56
6098,-1.59,-1.59
6104,-1.66,-1.66
6108,-1.71,-1.71
6113,-1.76,-1.76
6118,-1.82,-1.82
6122,-1.89,-1.89
6127,-1.94,-1.94
6131,-2.00,-2.00
6136,-2.00,-2.00
6140,-2.00,-2.00
6146,-2.00,-2.00
6151,-2.00,-2.00
6155,-2.00,-2.00
6160,-2.00,-2.00
6164,-2.00,-2.00
6169,-2.00,-2.00
6173,-2.00,-2.00
6178,-2.00,-2.00
6183,-2.00,-2.00
6188,-2.00,-2.00
6193,-2.00,-2.00
6197,-2.00,-2.00
6202,-2.00,-2.00
6206,-2.00,-2.00
6211,-2.00,-2.00
6216,-2.00,-2.00
6220,-2.00,-2.00
6225,-2.00,-2.00
6230,-2.00,-2.00
6235,-2.00,-2.00
6239,-2.00,-2.00
6244,-2.00,-2.00
6249,-1.91,-1.91
6253,-1.72,-1.72
6258,-1.52,-1.52
6262,-1.25,-1.25
6267,-0.94,-0.94
6272,-0.67,-0.67
6277,-0.33,-0.33
6282,0.02,0.02
6286,0.27,0.27
6290,0.51,0.51
6294,0.71,0.71
6298,0.88,0.88
6302,1.05,1.05
6306,1.15,1.15
6310,1.21,1.21
6315,1.24,1.24
6319,1.26,1.26
6323,1.26,1.26
6327,1.25,1.25
6331,1.27,1.27
6335,1.27,1.27
6339,1.28,1.28
6343,1.29,1.29
6348,1.32,1.32
6352,1.36,1.36
6356,1.44,1.44
6361,1.52,1.52
6365,1.59,1.59
6369,1.67,1.67
6373,1.75,1.75
6377,1.82,1.82
6381,1.87,1.87
6385,1.88,1.88
6389,1.86,1.86
6393,1.82,1.82
6397,1.76,1.76
6402,1.68,1.68
6406,1.57,1.57
6410,1.48,1.48
6415,1.39,1.39
6419,1.32,1.32
6423,1.26,1.26
6427,1.21,1.21
6431,1.16,1.16
6435,1.12,1.12
6439,1.07,1.07
6444,1.01,1.01
6448,0.94,0.94
6452,0.85,0.85
6456,0.77,0.77
6460,0.65,0.65
6464,0.54,0.54
6468,0.43,0.43
6472,0.31,0.31
6476,0.19,0.19
6481,0.06,0.06
6486,-0.11,-0.11
6490,-0.25,-0.25
6495,-0.42,-0.42
6499,-0.61,-0.61
6504,-0.76,-0.76
6508,-0.94,-0.94
6513,-1.12,-1.12
6518,-1.21,-1.21
6522,-1.29,-1.29
6528,-1.40,-1.40
6532,-1.49,-1.49
6537,-1.63,-1.63
6541,-1.78,-1.78
6546,-1.88,-1.88
6551,-2.00,-2.00
6555,-2.00,-2.00
6560,-2.00,-2.00
6564,-2.00,-2.00
6569,-2.00,-2.00
6574,-2.00,-2.00
6579,-2.00,-2.00
6584,-2.00,-2.00
6588,-2.00,-2.00
6593,-2.00,-2.00
6597,-2.00,-2.00
6602,-2.00,-2.00
6606,-2.00,-2.00
6611,-2.00,-2.00
6617,-2.00,-2.00
6621,-2.00,-2.00
6626,-2.00,-2.00
6630,-2.00,-2.00
6635,-2.00,-2.00
6639,-2.00,-2.00
6644,-2.00,-2.00
6649,-2.00,-2.00
6653,-2.00,-2.00
6659,-2.00,-2.00
6663,-2.00,-2.00
6668,-2.00,-2.00
6672,-2.00,-2.00
6677,-2.00,-2.00
6682,-2.00,-2.00
6686,-1.99,-1.99
6691,-1.91,-1.91
6695,-1.78,-1.78
6701,-1.64,-1.64
6705,-1.45,-1.45
6710,-1.28,-1.28
6715,-1.04,-1.04
6719,-0.80,-0.80
6724,-0.61,-0.61
6728,-0.36,-0.36
6733,-0.13,-0.13
6737,0.04,0.04
6742,0.21,0.21
6747,0.40,0.40
6751,0.55,0.55
6755,0.66,0.66
6759,0.76,0.76
6763,0.84,0.84
6767,0.91,0.91
6771,0.98,0.98
6775,1.04,1.04
6779,1.11,1.11
6784,1.10,1.10
6788,1.16,1.16
6792,1.22,1.22
6796,1.29,1.29
6800,1.37,1.37
6804,1.43,1.43
6808,1.51,1.51
6813,1.59,1.59
6817,1.67,1.67
6821,1.75,1.75
6825,1.85,1.85
6830,1.93,1.93
6834,1.99,1.99
6838,2.00,2.00
6842,2.00,2.00
6846,2.00,2.00
6850,1.92,1.92
6854,1.83,1.83
6858,1.71,1.71
6862,1.58,1.58
6866,1.46,1.46
6871,1.35,1.35
6875,1.23,1.23
6880,1.15,1.15
6884,1.09,1.09
6888,1.04,1.04
6892,1.00,1.00
6896,0.96,0.96
6900,0.93,0.93
6904,0.88,0.88
6908,0.82,0.82
6913,0.74,0.74
6917,0.64,0.64
6921,0.51,0.51
6925,0.37,0.37
6929,0.18,0.18
6933,0.02,0.02
6937,-0.15,-0.15
6942,-0.37,-0.37
6947,-0.53,-0.53
6951,-0.73,-0.73
6957,-0.93,-0.93
6961,-1.08,-1.08
6966,-1.23,-1.23
6970,-1.33,-1.33
6975,-1.39,-1.39
6980,-1.46,-1.46
6984,-1.50,-1.50
6989,-1.53,-1.53
6993,-1.57,-1.57
6999,-1.63,-1.63
7003,-1.69,-1.69
7008,-1.80,-1.80
7013,-1.93,-1.93
7017,-2.00,-2.00
7022,-2.00,-2.00
7026,-2.00,-2.00
7031,-2.00,-2.00
7035,-2.00,-2.00
7041,-2.00,-2.00
7046,-2.00,-2.00
7050,-2.00,-2.00
7055,-2.00,-2.00
7059,-2.00,-2.00
7064,-2.00,-2.00
7068,-2.00,-2.00
7073,-2.00,-2.00
7078,-2.00,-2.00
7083,-2.00,-2.00
7088,-1.98,-1.98
7092,-1.94,-1.94
7097,-1.90,-1.90
7101,-1.87,-1.87
7106,-1.85,-1.85
7111,-1.81,-1.81
7115,-1.76,-1.76
7120,-1.72,-1.72
7124,-1.65,-1.65
7130,-1.57,-1.57
7134,-1.48,-1.48
7139,-1.38,-1.38
7143,-1.27,-1.27
7148,-1.18,-1.18
7153,-1.07,-1.07
7157,-0.97,-0.97
7162,-0.88,-0.88
7166,-0.80,-0.80
7172,-0.70,-0.70
7176,-0.58,-0.58
7181,-0.45,-0.45
7186,-0.27,-0.27
7190,-0.08,-0.08
7195,0.08,0.08
7199,0.26,0.26
7203,0.47,0.47
7207,0.65,0.65
7212,0.82,0.82
7216,0.97,0.97
7220,1.13,1.13
7224,1.29,1.29
7228,1.44,1.44
7232,1.58,1.58
7236,1.68,1.68
7240,1.78,1.78
7245,1.85,1.85
7249,1.90,1.90
7254,1.93,1.93
7258,1.93,1.93
7262,1.92,1.92
7266,1.89,1.89
7270,1.85,1.85
7274,1.82,1.82
7278,1.75,1.75
7282,1.66,1.66
7286,1.64,1.64
7290,1.67,1.67
7294,1.71,1.71
7299,1.78,1.78
7303,1.86,1.86
7307,1.97,1.97
7312,2.00,2.00
7316,2.00,2.00
7320,2.00,2.00
7324,2.00,2.00
7328,1.98,1.98
7332,1.83,1.83
7336,1.69,1.69
7341,1.53,1.53
7345,1.35,1.35
7349,1.18,1.18
7353,1.01,1.01
7357,0.84,0.84
7361,0.65,0.65
7365,0.52,0.52
7369,0.40,0.40
7373,0.27,0.27
7378,0.16,0.16
7383,0.05,0.05
7387,-0.07,-0.07
7391,-0.17,-0.17
7396,-0.27,-0.27
7400,-0.36,-0.36
7405,-0.46,-0.46
7409,-0.63,-0.63
7414,-0.81,-0.81
7419,-0.92,-0.92
7424,-1.13,-1.13
7429,-1.36,-1.36
7433,-1.56,-1.56
7438,-1.82,-1.82
7442,-2.00,-2.00
7447,-2.00,-2.00
7452,-2.00,-2.00
7456,-2.00,-2.00
7461,-2.00,-2.00
7465,-2.00,-2.00
7471,-2.00,-2.00
7475,-2.00,-2.00
7480,-2.00,-2.00
7485,-2.00,-2.00
7489,-2.00,-2.00
7494,-2.00,-2.00
7498,-2.00,-2.00
7503,-2.00,-2.00
7507,-2.00,-2.00
7513,-2.00,-2.00
7518,-2.00,-2.00
7522,-2.00,-2.00
7527,-2.00,-2.00
7531,-2.00,-2.00
7536,-2.00,-2.00
7540,-2.00,-2.00
7545,-2.00,-2.00
7550,-2.00,-2.00
7555,-2.00,-2.00
7560,-2.00,-2.00
7564,-1.99,-1.99
7569,-1.87,-1.87
7573,-1.71,-1.71
7578,-1.56,-1.56
7583,-1.35,-1.35
7587,-1.13,-1.13
7592,-0.91,-0.91
7597,-0.75,-0.75
7602,-0.55,-0.55
7606,-0.36,-0.36
7611,-0.21,-0.21
7616,-0.03,-0.03
7620,0.15,0.15
7624,0.29,0.29
7628,0.40,0.40
7632,0.50,0.50
7636,0.59,0.59
7641,0.68,0.68
7646,0.79,0.79
7650,0.88,0.88
7654,0.98,0.98
7658,1.08,1.08
7662,1.22,1.22
7666,1.30,1.30
7670,1.44,1.44
7674,1.64,1.64
7678,1.79,1.79
7683,1.93,1.93
7687,2.00,2.00
7691,2.00,2.00
7695,2.00,2.00
7699,2.00,2.00
7703,2.00,2.00
7707,2.00,2.00
7712,2.00,2.00
7716,2.00,2.00
7720,2.00,2.00
7725,2.00,2.00
7729,1.95,1.95
7733,1.77,1.77
7737,1.59,1.59
7741,1.45,1.45
7745,1.35,1.35
7749,1.26,1.26
7753,1.22,1.22
7757,1.22,1.22
7761,1.22,1.22
7766,1.24,1.24
7770,1.26,1.26
7774,1.30,1.30
7779,1.33,1.33
7783,1.34,1.34
7787,1.31,1.31
7791,1.25,1.25
7795,1.15,1.15
7799,1.02,1.02
7803,0.80,0.80
7808,0.60,0.60
7812,0.39,0.39
7816,0.15,0.15
7820,-0.11,-0.11
7825,-0.43,-0.43
7829,-0.74,-0.74
7834,-0.94,-0.94
7838,-1.18,-1.18
7843,-1.36,-1.36
7848,-1.53,-1.53
7853,-1.74,-1.74
7858,-1.93,-1.93
7862,-2.00,-2.00
7867,-2.00,-2.00
7871,-2.00,-2.00
7876,-2.00,-2.00
7881,-2.00,-2.00
7885,-2.00,-2.00
7890,-2.00,-2.00
7895,-2.00,-2.00
7900,-2.00,-2.00
7904,-2.00,-2.00
7909,-2.00,-2.00
7914,-2.00,-2.00
7918,-2.00,-2.00
7923,-2.00,-2.00
7927,-2.00,-2.00
7932,-2.00,-2.00
7937,-2.00,-2.00
7942,-2.00,-2.00
7947,-2.00,-2.00
7951,-2.00,-2.00
7956,-2.00,-2.00
7960,-2.00,-2.00
7965,-2.00,-2.00
7969,-1.98,-1.98
7974,-1.91,-1.91
7980,-1.84,-1.84
7984,-1.75,-1.75
7989,-1.64,-1.64
7993,-1.55,-1.55
7998,-1.41,-1.41
8002,-1.24,-1.24
8007,-1.08,-1.08
8012,-0.87,-0.87
8016,-0.67,-0.67
8022,-0.49,-0.49
8026,-0.27,-0.27
8031,-0.06,-0.06
8035,0.10,0.10
8039,0.29,0.29
8044,0.43,0.43
8048,0.56,0.56
8052,0.67,0.67
8056,0.78,0.78
8060,0.89,0.89
8065,1.03,1.03
8069,1.14,1.14
8073,1.26,1.26
8077,1.39,1.39
8081,1.54,1.54
8085,1.63,1.63
8089,1.76,1.76
8093,1.86,1.86
8097,1.95,1.95
8101,2.00,2.00
8105,2.00,2.00
8111,2.00,2.00
8115,2.00,2.00
8119,2.00,2.00
8123,2.00,2.00
8127,2.00,2.00
8131,2.00,2.00
8135,2.00,2.00
8139,2.00,2.00
8143,2.00,2.00
8147,2.00,2.00
8152,2.00,2.00
8156,2.00,2.00
8160,1.86,1.86
8164,1.67,1.67
8168,1.45,1.45
8172,1.28,1.28
8177,1.10,1.10
8181,0.96,0.96
8185,0.81,0.81
8189,0.68,0.68
8194,0.53,0.53
8198,0.42,0.42
8202,0.32,0.32
8206,0.21,0.21
8210,0.10,0.10
8214,-0.01,-0.01
8219,-0.14,-0.14
8223,-0.29,-0.29
8228,-0.43,-0.43
8232,-0.61,-0.61
8238,-0.82,-0.82
8243,-0.94,-0.94
8247,-1.06,-1.06
8252,-1.23,-1.23
8256,-1.37,-1.37
8261,-1.55,-1.55
8265,-1.73,-1.73
8270,-1.89,-1.89
8274,-2.00,-2.00
8280,-2.00,-2.00
8285,-2.00,-2.00
8289,-2.00,-2.00
8294,-2.00,-2.00
8298,-2.00,-2.00
8303,-2.00,-2.00
8307,-2.00,-2.00
8312,-2.00,-2.00
8317,-2.00,-2.00
8322,-2.00,-2.00
8327,-2.00,-2.00
8331,-2.00,-2.00
8336,-2.00,-2.00
8340,-2.00,-2.00
8345,-2.00,-2.00
8350,-2.00,-2.00
8354,-2.00,-2.00
8359,-2.00,-2.00
8364,-2.00,-2.00
8369,-2.00,-2.00
8373,-2.00,-2.00
8378,-2.00,-2.00
8383,-2.00,-2.00
8387,-2.00,-2.00
8392,-2.00,-2.00
8396,-1.94,-1.94
8401,-1.78,-1.78
8406,-1.63,-1.63
8411,-1.43,-1.43
8416,-1.22,-1.22
8420,-1.05,-1.05
8425,-0.84,-0.84
8429,-0.61,-0.61
8434,-0.43,-0.43
8438,-0.20,-0.20
8443,0.03,0.03
8448,0.22,0.22
8452,0.41,0.41
8456,0.61,0.61
8460,0.81,0.81
8464,0.99,0.99
8468,1.18,1.18
8472,1.31,1.31
8477,1.42,1.42
8481,1.51,1.51
8485,1.59,1.59
8489,1.70,1.70
8494,1.72,1.72
8498,1.79,1.79
8502,1.84,1.84
8506,1.85,1.85
8510,1.89,1.89
8514,1.88,1.88
8518,1.88,1.88
8522,1.85,1.85
8526,1.82,1.82
8530,1.80,1.80
8535,1.78,1.78
8539,1.76,1.76
8544,1.75,1.75
8548,1.73,1.73
8552,1.72,1.72
8556,1.72,1.72
8560,1.73,1.73
8564,1.73,1.73
8568,1.76,1.76
8572,1.77,1.77
8577,1.76,1.76
8581,1.76,1.76
8585,1.73,1.73
8589,1.70,1.70
8593,1.66,1.66
8597,1.60,1.60
8601,1.54,1.54
8605,1.47,1.47
8610,1.39,1.39
8614,1.29,1.29
8619,1.18,1.18
8623,1.05,1.05
8627,0.86,0.86
8631,0.70,0.70
8635,0.54,0.54
8639,0.36,0.36
8643,0.17,0.17
8647,-0.04,-0.04
8652,-0.32,-0.32
8656,-0.61,-0.61
8662,-0.81,-0.81
8666,-1.00,-1.00
8671,-1.17,-1.17
8676,-1.26,-1.26
8680,-1.38,-1.38
8685,-1.54,-1.54
8689,-1.69,-1.69
8694,-1.82,-1.82
8698,-1.98,-1.98
8704,-2.00,-2.00
8708,-2.00,-2.00
8713,-2.00,-2.00
8718,-2.00,-2.00
8722,-2.00,-2.00
8727,-2.00,-2.00
8731,-2.00,-2.00
8736,-2.00,-2.00
8740,-2.00,-2.00
8745,-2.00,-2.00
8751,-2.00,-2.00
8755,-2.00,-2.00
8760,-2.00,-2.00
8764,-2.00,-2.00
8769,-2.00,-2.00
8773,-2.00,-2.00
8778,-2.00,-2.00
8783,-2.00,-2.00
8787,-2.00,-2.00
8793,-2.00,-2.00
8797,-2.00,-2.00
8802,-2.00,-2.00
8806,-2.00,-2.00
8811,-2.00,-2.00
8816,-2.00,-2.00
8820,-1.93,-1.93
8825,-1.84,-1.84
8829,-1.68,-1.68
8835,-1.50,-1.50
8839,-1.35,-1.35
8844,-1.14,-1.14
8849,-0.95,-0.95
8853,-0.79,-0.79
8858,-0.61,-0.61
8862,-0.43,-0.43
8867,-0.29,-0.29
8871,-0.10,-0.10
8877,0.06,0.06
8881,0.19,0.19
8885,0.32,0.32
8889,0.46,0.46
8893,0.59,0.59
8897,0.75,0.75
8901,0.87,0.87
8905,0.97,0.97
8910,1.08,1.08
8914,1.19,1.19
8919,1.24,1.24
8923,1.35,1.35
8927,1.45,1.45
8931,1.54,1.54
8935,1.62,1.62
8939,1.69,1.69
8943,1.75,1.75
8947,1.80,1.80
8951,1.85,1.85
8955,1.86,1.86
8960,1.86,1.86
8964,1.85,1.85
8968,1.84,1.84
8972,1.86,1.86
8977,1.91,1.91
8981,1.95,1.95
8985,2.00,2.00
8989,2.00,2.00
8993,2.00,2.00
8997,2.00,2.00
9001,2.00,2.00
9006,2.00,2.00
9010,2.00,2.00
9014,2.00,2.00
9018,2.00,2.00
9022,1.99,1.99
9026,1.85,1.85
9030,1.66,1.66
9034,1.47,1.47
9038,1.30,1.30
9043,1.13,1.13
9048,0.96,0.96
9052,0.80,0.80
9056,0.59,0.59
9060,0.42,0.42
9064,0.25,0.25
9068,0.09,0.09
9072,-0.06,-0.06
9077,-0.23,-0.23
9081,-0.40,-0.40
9086,-0.53,-0.53
9091,-0.70,-0.70
9096,-0.88,-0.88
9100,-1.01,-1.01
9105,-1.17,-1.17
9110,-1.36,-1.36
9114,-1.43,-1.43
9119,-1.57,-1.57
9123,-1.71,-1.71
9128,-1.82,-1.82
9133,-1.94,-1.94
9138,-2.00,-2.00
9143,-2.00,-2.00
9147,-2.00,-2.00
9152,-2.00,-2.00
9156,-2.00,-2.00
9161,-2.00,-2.00
9165,-2.00,-2.00
9170,-2.00,-2.00
9176,-2.00,-2.00
9180,-2.00,-2.00
9185,-2.00,-2.00
9189,-2.00,-2.00
9194,-2.00,-2.00
9198,-2.00,-2.00
9203,-2.00,-2.00
9207,-2.00,-2.00
9212,-2.00,-2.00
9218,-2.00,-2.00
9222,-2.00,-2.00
9227,-2.00,-2.00
9231,-2.00,-2.00
9236,-2.00,-2.00
9240,-2.00,-2.00
9245,-1.98,-1.98
9250,-1.94,-1.94
9254,-1.89,-1.89
9260,-1.84,-1.84
9264,-1.76,-1.76
9269,-1.67,-1.67
9274,-1.59,-1.59
9278,-1.47,-1.47
9283,-1.34,-1.34
9287,-1.23,-1.23
9292,-1.10,-1.10
9296,-0.96,-0.96
9302,-0.84,-0.84
9306,-0.69,-0.69
9311,-0.51,-0.51
9316,-0.33,-0.33
9320,-0.17,-0.17
9325,0.06,0.06
9329,0.23,0.23
9333,0.40,0.40
9337,0.56,0.56
9341,0.74,0.74
9346,0.87,0.87
9350,1.00,1.00
9354,1.13,1.13
9358,1.25,1.25
9362,1.37,1.37
9366,1.50,1.50
9370,1.56,1.56
9375,1.63,1.63
9379,1.69,1.69
9383,1.77,1.77
9388,1.82,1.82
9392,1.86,1.86
9396,1.90,1.90
9400,1.91,1.91
9404,1.91,1.91
9408,1.90,1.90
9412,1.89,1.89
9416,1.88,1.88
9420,1.87,1.87
9424,1.87,1.87
9428,1.87,1.87
9433,1.87,1.87
9437,1.86,1.86
9442,1.86,1.86
9446,1.84,1.84
9450,1.81,1.81
9454,1.78,1.78
9458,1.73,1.73
9462,1.68,1.68
9466,1.64,1.64
9470,1.60,1.60
9475,1.57,1.57
9479,1.55,1.55
9483,1.53,1.53
9487,1.49,1.49
9491,1.44,1.44
9495,1.38,1.38
9499,1.27,1.27
9503,1.15,1.15
9508,1.01,1.01
9512,0.85,0.85
9517,0.69,0.69
9521,0.51,0.51
9525,0.30,0.30
9529,0.12,0.12
9533,-0.06,-0.06
9537,-0.29,-0.29
9542,-0.46,-0.46
9547,-0.67,-0.67
9551,-0.90,-0.90
9556,-1.04,-1.04
9561,-1.28,-1.28
9566,-1.42,-1.42
9570,-1.57,-1.57
9575,-1.69,-1.69
9580,-1.80,-1.80
9584,-1.87,-1.87
9589,-1.94,-1.94
9593,-2.00,-2.00
9598,-2.00,-2.00
9603,-2.00,-2.00
9608,-2.00,-2.00
9613,-2.00,-2.00
9617,-2.00,-2.00
9622,-2.00,-2.00
9626,-2.00,-2.00
9631,-2.00,-2.00
9635,-2.00,-2.00
9640,-2.00,-2.00
9646,-2.00,-2.00
9650,-2.00,-2.00
9655,-2.00,-2.00
9659,-2.00,-2.00
9664,-2.00,-2.00
9668,-2.00,-2.00
9673,-2.00,-2.00
9678,-2.00,-2.00
9682,-2.00,-2.00
9688,-2.00,-2.00
9692,-2.00,-2.00
9697,-1.99,-1.99
9701,-1.89,-1.89
9706,-1.74,-1.74
9711,-1.57,-1.57
9715,-1.44,-1.44
9720,-1.28,-1.28
9724,-1.12,-1.12
9730,-1.00,-1.00
9734,-0.84,-0.84
9739,-0.70,-0.70
9744,-0.59,-0.59
9748,-0.47,-0.47
9753,-0.35,-0.35
9757,-0.25,-0.25
9762,-0.12,-0.12
9766,0.02,0.02
9771,0.14,0.14
9776,0.27,0.27
9780,0.41,0.41
9784,0.55,0.55
9788,0.71,0.71
9792,0.84,0.84
9796,0.98,0.98
9800,1.11,1.11
9804,1.23,1.23
9808,1.34,1.34
9812,1.49,1.49
9817,1.61,1.61
9821,1.74,1.74
9825,1.86,1.86
9829,1.99,1.99
9833,2.00,2.00
9837,2.00,2.00
9842,2.00,2.00
9846,2.00,2.00
9850,2.00,2.00
9854,2.00,2.00
9859,2.00,2.00
9863,2.00,2.00
9867,2.00,2.00
9871,2.00,2.00
9875,2.00,2.00
9879,2.00,2.00
9883,2.00,2.00
9887,1.81,1.81
9891,1.59,1.59
9895,1.42,1.42
9900,1.25,1.25
9904,1.11,1.11
9909,0.98,0.98
9913,0.87,0.87
9917,0.77,0.77
9921,0.71,0.71
9925,0.64,0.64
9929,0.56,0.56
9933,0.47,0.47
9937,0.38,0.38
9942,0.24,0.24
9946,0.13,0.13
9950,-0.01,-0.01
9955,-0.18,-0.18
9959,-0.32,-0.32
9964,-0.50,-0.50
9968,-0.65,-0.65
9973,-0.71,-0.71
9978,-0.81,-0.81
9982,-0.97,-0.97
9988,-1.09,-1.09
9992,-1.30,-1.30
9997,-1.39,-1.39
10001,-1.51,-1.51
10006,-1.66,-1.66
10011,-1.80,-1.80
10016,-1.94,-1.94
10021,-2.00,-2.00
10027,-2.00,-2.00
10031,-2.00,-2.00
10036,-2.00,-2.00
10041,-2.00,-2.00
10046,-2.00,-2.00
10051,-2.00,-2.00
10055,-2.00,-2.00
10060,-2.00,-2.00
10065,-2.00,-2.00
10071,-2.00,-2.00
10076,-2.00,-2.00
10081,-2.00,-2.00
10085,-2.00,-2.00
10090,-2.00,-2.00
10095,-2.00,-2.00
10100,-2.00,-2.00
10105,-2.00,-2.00
10110,-2.00,-2.00
10115,-2.00,-2.00
10120,-2.00,-2.00
10125,-2.00,-2.00
10130,-2.00,-2.00
10135,-2.00,-2.00
10140,-2.00,-2.00
10144,-1.88,-1.88
10149,-1.74,-1.74
10155,-1.47,-1.47
10160,-1.15,-1.15
10165,-0.79,-0.79
10169,-0.42,-0.42
10174,-0.07,-0.07
10179,0.25,0.25
10183,0.53,0.53
10188,0.74,0.74
10192,0.93,0.93
10196,1.15,1.15
10202,1.28,1.28
10206,1.40,1.40
10210,1.46,1.46
10215,1.51,1.51
10219,1.50,1.50
10223,1.54,1.54
10228,1.55,1.55
10232,1.54,1.54
10236,1.55,1.55
10242,1.57,1.57
10246,1.61,1.61
10250,1.68,1.68
10254,1.75,1.75
10259,1.81,1.81
10263,1.87,1.87
10267,1.93,1.93
10272,1.98,1.98
10276,2.00,2.00
10280,2.00,2.00
10286,1.96,1.96
10290,1.89,1.89
