,1.26,1.26
5142,-0.72,-0.72
5146,-0.86,-0.86
5151,-0.93,-0.93
5156,-0.94,-0.94
5160,-0.99,-0.99
5166,-1.04,-1.04
5170,-1.09,-1.09
5175,-1.19,-1.19
5179,-1.44,-1.44
5184,-1.62,-1.62
5189,-1.85,-1.85
5193,-2.00,-2.00
5198,-2.00,-2.00
5202,-2.00,-2.00
5208,-2.00,-2.00
5212,-2.00,-2.00
5217,-2.00,-2.00
5222,-2.00,-2.00
5226,-2.00,-2.00
5231,-2.00,-2.00
5235,-2.00,-2.00
5240,-2.00,-2.00
5244,-2.00,-2.00
5250,-2.00,-2.00
5255,-2.00,-2.00
5259,-1.97,-1.97
5264,-1.89,-1.89
5268,-1.83,-1.83
5273,-1.78,-1.78
5277,-1.73,-1.73
5282,-1.68,-1.68
5287,-1.75,-1.75
5292,-1.90,-1.90
5297,-2.00,-2.00
5301,-2.00,-2.00
5306,-2.00,-2.00
5310,-2.00,-2.00
5315,-2.00,-2.00
5320,-2.00,-2.00
5324,-2.00,-2.00
5329,-2.00,-2.00
5334,-1.88,-1.88
5339,-1.71,-1.71
5343,-1.54,-1.54
5348,-1.30,-1.30
5353,-1.06,-1.06
5357,-0.81,-0.81
5362,-0.63,-0.63
5366,-0.40,-0.40
5371,-0.16,-0.16
5376,0.09,0.09
5380,0.38,0.38
5385,0.77,0.77
5389,1.11,1.11
5393,1.43,1.43
5397,1.67,1.67
5401,1.88,1.88
5405,2.00,2.00
5409,2.00,2.00
5413,2.00,2.00
5417,2.00,2.00
5422,2.00,2.00
5426,2.00,2.00
5430,2.00,2.00
5434,2.00,2.00
5438,2.00,2.00
5442,2.00,2.00
5446,2.00,2.00
5451,2.00,2.00
5455,1.85,1.85
5459,1.64,1.64
5464,1.40,1.40
5468,1.23,1.23
5472,1.07,1.07
5476,0.98,0.98
5480,0.94,0.94
5484,0.94,0.94
5488,1.01,1.01
5492,1.06,1.06
5496,1.12,1.12
5500,1.19,1.19
5505,1.26,1.26
5509,1.35,1.35
5513,1.43,1.43
5518,1.53,1.53
5522,1.60,1.60
5526,1.66,1.66
5530,1.71,1.71
5534,1.72,1.72
5538,1.69,1.69
5542,1.63,1.63
5547,1.55,1.55
5551,1.44,1.44
5555,1.30,1.30
5559,1.14,1.14
5563,0.98,0.98
5567,0.82,0.82
5571,0.69,0.69
5575,0.53,0.53
5579,0.35,0.35
5584,0.18,0.18
5588,0.00,0.00
5593,-0.22,-0.22
5597,-0.36,-0.36
5602,-0.57,-0.57
5606,-0.62,-0.62
5611,-0.72,-0.72
5616,-0.85,-0.85
5620,-0.92,-0.92
5625,-0.99,-0.99
5629,-1.09,-1.09
5635,-1.17,-1.17
5639,-1.43,-1.43
5644,-1.73,-1.73
5649,-1.98,-1.98
5653,-2.00,-2.00
5658,-2.00,-2.00
5662,-2.00,-2.00
5667,-2.00,-2.00
5671,-2.00,-2.00
5677,-2.00,-2.00
5681,-2.00,-2.00
5686,-2.00,-2.00
5691,-2.00,-2.00
5695,-2.00,-2.00
5700,-2.00,-2.00
5704,-2.00,-2.00
5709,-1.88,-1.88
5714,-1.80,-1.80
5719,-1.72,-1.72
5724,-1.69,-1.69
5728,-1.69,-1.69
5733,-1.71,-1.71
5737,-1.76,-1.76
5742,-1.82,-1.82
5746,-1.83,-1.83
5751,-1.92,-1.92
5756,-1.90,-1.90
5761,-1.87,-1.87
5766,-1.83,-1.83
5770,-1.90,-1.90
5775,-2.00,-2.00
5779,-2.00,-2.00
5784,-2.00,-2.00
5789,-2.00,-2.00
5793,-2.00,-2.00
5798,-2.00,-2.00
5803,-2.00,-2.00
5808,-2.00,-2.00
5812,-2.00,-2.00
5817,-2.00,-2.00
5822,-1.91,-1.91
5826,-1.77,-1.77
5831,-1.57,-1.57
5835,-1.34,-1.34
5840,-1.12,-1.12
5844,-0.91,-0.91
5850,-0.64,-0.64
5855,-0.35,-0.35
5859,-0.12,-0.12
5864,0.25,0.25
5868,0.61,0.61
5872,1.00,1.00
5876,1.41,1.41
5880,1.84,1.84
5884,2.00,2.00
5889,2.00,2.00
5893,2.00,2.00
5897,2.00,2.00
5901,2.00,2.00
5905,2.00,2.00
5909,2.00,2.00
5913,2.00,2.00
5918,2.00,2.00
5922,2.00,2.00
5926,2.00,2.00
5931,2.00,2.00
5935,2.00,2.00
5939,1.84,1.84
5943,1.68,1.68
5947,1.54,1.54
5951,1.40,1.40
5955,1.31,1.31
5959,1.21,1.21
5963,1.18,1.18
5967,1.16,1.16
5971,1.17,1.17
5976,1.21,1.21
5980,1.27,1.27
5985,1.36,1.36
5989,1.43,1.43
5993,1.46,1.46
5997,1.52,1.52
6001,1.59,1.59
6005,1.68,1.68
6009,1.83,1.83
6013,1.92,1.92
6018,1.97,1.97
6022,2.00,2.00
6026,2.00,2.00
6030,1.99,1.99
6034,1.93,1.93
6038,1.83,1.83
6042,1.73,1.73
6046,1.65,1.65
6051,1.53,1.53
6055,1.40,1.40
6060,1.26,1.26
6064,1.03,1.03
6068,0.81,0.81
6072,0.60,0.60
6076,0.42,0.42
6080,0.25,0.25
6084,0.07,0.07
6088,-0.23,-0.23
6093,-0.44,-0.44
6097,-0.73,-0.73
6103,-0.94,-0.94
6107,-1.10,-1.10
6112,-1.34,-1.34
6117,-1.51,-1.51
6121,-1.61,-1.61
6126,-1.70,-1.70
6130,-1.92,-1.92
6135,-2.00,-2.00
6139,-2.00,-2.00
6145,-2.00,-2.00
6150,-2.00,-2.00
6154,-2.00,-2.00
6159,-2.00,-2.00
6163,-2.00,-2.00
6168,-2.00,-2.00
6172,-2.00,-2.00
6177,-2.00,-2.00
6182,-2.00,-2.00
6187,-2.00,-2.00
6192,-1.88,-1.88
6196,-1.72,-1.72
6201,-1.63,-1.63
6205,-1.63,-1.63
6210,-1.66,-1.66
6215,-1.71,-1.71
6219,-1.79,-1.79
6224,-1.83,-1.83
6228,-1.85,-1.85
6234,-1.87,-1.87
6238,-1.86,-1.86
6243,-1.81,-1.81
6248,-1.72,-1.72
6252,-1.65,-1.65
6257,-1.71,-1.71
6261,-1.84,-1.84
6266,-1.88,-1.88
6270,-1.93,-1.93
6276,-1.98,-1.98
6281,-1.97,-1.97
6285,-1.91,-1.91
6290,-1.81,-1.81
6294,-1.70,-1.70
6299,-1.54,-1.54
6303,-1.37,-1.37
6308,-1.22,-1.22
6312,-1.01,-1.01
6318,-0.75,-0.75
6323,-0.41,-0.41
6327,-0.09,-0.09
6332,0.34,0.34
6336,0.70,0.70
6340,1.04,1.04
6344,1.34,1.34
6348,1.58,1.58
6352,1.84,1.84
6356,2.00,2.00
6361,2.00,2.00
6365,2.00,2.00
6369,2.00,2.00
6373,2.00,2.00
6377,2.00,2.00
6382,2.00,2.00
6386,2.00,2.00
6390,2.00,2.00
6394,2.00,2.00
6398,2.00,2.00
6403,2.00,2.00
6407,2.00,2.00
6411,1.97,1.97
6415,1.83,1.83
6419,1.70,1.70
6423,1.57,1.57
6427,1.44,1.44
6431,1.36,1.36
6435,1.30,1.30
6439,1.28,1.28
6444,1.30,1.30
6449,1.35,1.35
6453,1.39,1.39
6457,1.46,1.46
6461,1.54,1.54
6465,1.64,1.64
6469,1.73,1.73
6473,1.77,1.77
6477,1.83,1.83
6481,1.87,1.87
6486,1.87,1.87
6490,1.83,1.83
6494,1.77,1.77
6498,1.70,1.70
6502,1.63,1.63
6506,1.52,1.52
6510,1.40,1.40
6515,1.22,1.22
6519,1.03,1.03
6523,0.82,0.82
6528,0.60,0.60
6532,0.37,0.37
6536,0.24,0.24
6540,0.10,0.10
6544,-0.07,-0.07
6549,-0.24,-0.24
6553,-0.40,-0.40
6558,-0.59,-0.59
6562,-0.85,-0.85
6567,-0.89,-0.89
6572,-1.14,-1.14
6577,-1.31,-1.31
6582,-1.47,-1.47
6586,-1.67,-1.67
6591,-1.84,-1.84
6595,-1.97,-1.97
6600,-2.00,-2.00
6604,-2.00,-2.00
6609,-2.00,-2.00
6615,-2.00,-2.00
6619,-2.00,-2.00
6624,-2.00,-2.00
6628,-2.00,-2.00
6633,-2.00,-2.00
6637,-2.00,-2.00
6642,-2.00,-2.00
6647,-2.00,-2.00
6651,-2.00,-2.00
6657,-2.00,-2.00
6661,-2.00,-2.00
6666,-1.95,-1.95
6670,-1.87,-1.87
6675,-1.81,-1.81
6680,-1.85,-1.85
6684,-1.88,-1.88
6689,-1.92,-1.92
6693,-1.94,-1.94
6699,-1.98,-1.98
6703,-1.95,-1.95
6708,-1.87,-1.87
6713,-1.78,-1.78
6717,-1.86,-1.86
6722,-2.00,-2.00
6726,-2.00,-2.00
6731,-2.00,-2.00
6735,-2.00,-2.00
6740,-2.00,-2.00
6745,-2.00,-2.00
6750,-2.00,-2.00
6755,-1.90,-1.90
6759,-1.76,-1.76
6764,-1.53,-1.53
6768,-1.28,-1.28
6773,-1.07,-1.07
6777,-0.74,-0.74
6782,-0.33,-0.33
6788,0.11,0.11
6792,0.61,0.61
6796,1.17,1.17
6800,1.55,1.55
6804,1.83,1.83
6808,2.00,2.00
6812,2.00,2.00
6816,2.00,2.00
6820,2.00,2.00
6824,2.00,2.00
6829,2.00,2.00
6833,2.00,2.00
6837,2.00,2.00
6841,2.00,2.00
6845,2.00,2.00
6850,2.00,2.00
6854,2.00,2.00
6858,2.00,2.00
6862,2.00,2.00
6866,2.00,2.00
6871,2.00,2.00
6875,2.00,2.00
6879,2.00,2.00
6883,1.81,1.81
6887,1.57,1.57
6891,1.40,1.40
6895,1.30,1.30
6899,1.21,1.21
6903,1.20,1.20
6907,1.20,1.20
6912,1.21,1.21
6917,1.26,1.26
6921,1.26,1.26
6925,1.28,1.28
6929,1.29,1.29
6933,1.30,1.30
6937,1.32,1.32
6941,1.33,1.33
6945,1.31,1.31
6949,1.27,1.27
6953,1.21,1.21
6958,1.18,1.18
6962,1.12,1.12
6966,1.01,1.01
6970,0.87,0.87
6974,0.72,0.72
6979,0.58,0.58
6983,0.43,0.43
6987,0.25,0.25
6991,0.08,0.08
6995,-0.06,-0.06
7000,-0.29,-0.29
7005,-0.51,-0.51
7009,-0.63,-0.63
7014,-0.75,-0.75
7019,-0.94,-0.94
7023,-1.06,-1.06
7028,-1.19,-1.19
7032,-1.33,-1.33
7037,-1.43,-1.43
7042,-1.53,-1.53
7047,-1.63,-1.63
7052,-1.69,-1.69
7056,-1.75,-1.75
7061,-1.81,-1.81
7065,-1.96,-1.96
7070,-2.00,-2.00
7074,-2.00,-2.00
7079,-2.00,-2.00
7085,-2.00,-2.00
7089,-2.00,-2.00
7094,-2.00,-2.00
7098,-2.00,-2.00
7103,-2.00,-2.00
7107,-2.00,-2.00
7112,-2.00,-2.00
7117,-2.00,-2.00
7121,-2.00,-2.00
7127,-1.96,-1.96
7131,-1.96,-1.96
7136,-2.00,-2.00
7140,-2.00,-2.00
7145,-2.00,-2.00
7150,-2.00,-2.00
7154,-2.00,-2.00
7159,-2.00,-2.00
7163,-1.94,-1.94
7169,-2.00,-2.00
7173,-2.00,-2.00
7178,-2.00,-2.00
7183,-2.00,-2.00
7187,-2.00,-2.00
7192,-2.00,-2.00
7196,-1.91,-1.91
7201,-1.73,-1.73
7205,-1.50,-1.50
7211,-1.26,-1.26
7216,-1.08,-1.08
7220,-0.81,-0.81
7225,-0.55,-0.55
7229,-0.30,-0.30
7234,0.17,0.17
7238,0.61,0.61
7242,0.98,0.98
7246,1.35,1.35
7250,1.69,1.69
7255,1.91,1.91
7259,2.00,2.00
7263,2.00,2.00
7267,2.00,2.00
7271,2.00,2.00
7275,2.00,2.00
7280,2.00,2.00
7284,2.00,2.00
7288,2.00,2.00
7292,2.00,2.00
7297,2.00,2.00
7301,2.00,2.00
7305,2.00,2.00
7309,2.00,2.00
7313,2.00,2.00
7317,2.00,2.00
7321,2.00,2.00
7325,2.00,2.00
7329,1.78,1.78
7333,1.57,1.57
7337,1.40,1.40
7342,1.25,1.25
7347,1.11,1.11
7351,0.99,0.99
7355,0.93,0.93
7359,0.92,0.92
7363,0.94,0.94
7367,0.98,0.98
7371,1.06,1.06
7375,1.12,1.12
7379,1.22,1.22
7384,1.28,1.28
7388,1.34,1.34
7392,1.42,1.42
7396,1.50,1.50
7400,1.57,1.57
7404,1.60,1.60
7408,1.65,1.65
7413,1.65,1.65
7417,1.60,1.60
7421,1.53,1.53
7426,1.42,1.42
7430,1.29,1.29
7434,1.07,1.07
7438,0.86,0.86
7442,0.62,0.62
7446,0.47,0.47
7450,0.31,0.31
7454,0.09,0.09
7458,-0.13,-0.13
7463,-0.31,-0.31
7468,-0.54,-0.54
7473,-0.84,-0.84
7477,-0.85,-0.85
7482,-1.06,-1.06
7487,-1.24,-1.24
7491,-1.37,-1.37
7496,-1.52,-1.52
7500,-1.65,-1.65
7505,-1.73,-1.73
7510,-1.80,-1.80
7515,-1.83,-1.83
7520,-1.85,-1.85
7524,-2.00,-2.00
7529,-2.00,-2.00
7533,-2.00,-2.00
7538,-2.00,-2.00
7542,-2.00,-2.00
7547,-2.00,-2.00
7553,-2.00,-2.00
7557,-2.00,-2.00
7562,-2.00,-2.00
7566,-2.00,-2.00
7571,-2.00,-2.00
7575,-2.00,-2.00
7580,-1.99,-1.99
7585,-1.94,-1.94
7589,-1.89,-1.89
7595,-1.85,-1.85
7599,-1.82,-1.82
7604,-1.83,-1.83
7608,-1.83,-1.83
7613,-1.83,-1.83
7618,-1.83,-1.83
7622,-1.84,-1.84
7627,-1.80,-1.80
7631,-1.71,-1.71
7636,-1.61,-1.61
7641,-1.60,-1.60
7646,-1.86,-1.86
7651,-1.96,-1.96
7655,-1.92,-1.92
7660,-1.82,-1.82
7664,-1.69,-1.69
7669,-1.44,-1.44
7673,-1.16,-1.16
7678,-0.94,-0.94
7684,-0.65,-0.65
7688,-0.35,-0.35
7693,0.11,0.11
7697,0.53,0.53
7701,0.89,0.89
7705,1.31,1.31
7709,1.58,1.58
7713,1.72,1.72
7717,1.82,1.82
7721,1.91,1.91
7726,1.93,1.93
7730,1.92,1.92
7734,1.87,1.87
7738,1.79,1.79
7742,1.74,1.74
7747,1.72,1.72
7751,1.61,1.61
7755,1.56,1.56
7759,1.48,1.48
7763,1.43,1.43
7768,1.36,1.36
7772,1.31,1.31
7776,1.32,1.32
7780,1.37,1.37
7784,1.46,1.46
7788,1.62,1.62
7792,1.83,1.83
7796,2.00,2.00
7800,2.00,2.00
7804,2.00,2.00
7809,2.00,2.00
7814,1.95,1.95
7818,1.83,1.83
7822,1.73,1.73
7826,1.57,1.57
7830,1.45,1.45
7834,1.34,1.34
7838,1.25,1.25
7842,1.19,1.19
7846,1.15,1.15
7851,1.09,1.09
7855,1.04,1.04
7859,0.98,0.98
7863,0.91,0.91
7867,0.85,0.85
7871,0.81,0.81
7875,0.74,0.74
7880,0.65,0.65
7884,0.62,0.62
7888,0.57,0.57
7892,0.51,0.51
7897,0.45,0.45
7901,0.39,0.39
7905,0.33,0.33
7909,0.28,0.28
7913,0.21,0.21
7917,0.12,0.12
7921,0.02,0.02
7925,-0.10,-0.10
7930,-0.25,-0.25
7934,-0.40,-0.40
7940,-0.52,-0.52
7945,-0.62,-0.62
7949,-0.83,-0.83
7954,-0.96,-0.96
7958,-1.00,-1.00
7963,-1.16,-1.16
7967,-1.25,-1.25
7972,-1.30,-1.30
7977,-1.41,-1.41
7982,-1.52,-1.52
7987,-1.63,-1.63
7991,-1.76,-1.76
7996,-1.89,-1.89
8000,-1.98,-1.98
8005,-2.00,-2.00
8009,-2.00,-2.00
8014,-2.00,-2.00
8019,-2.00,-2.00
8024,-2.00,-2.00
8029,-2.00,-2.00
8033,-2.00,-2.00
8038,-2.00,-2.00
8042,-2.00,-2.00
8047,-2.00,-2.00
8052,-2.00,-2.00
8056,-2.00,-2.00
8061,-2.00,-2.00
8066,-2.00,-2.00
8071,-2.00,-2.00
8075,-2.00,-2.00
8080,-1.93,-1.93
8085,-1.89,-1.89
8089,-1.86,-1.86
8094,-1.84,-1.84
8098,-1.83,-1.83
8103,-1.82,-1.82
8108,-1.79,-1.79
8113,-1.73,-1.73
8118,-1.67,-1.67
8122,-1.56,-1.56
8127,-1.41,-1.41
8131,-1.24,-1.24
8136,-1.02,-1.02
8140,-0.69,-0.69
8145,-0.43,-0.43
8151,-0.10,-0.10
8155,0.20,0.20
8159,0.44,0.44
8163,0.66,0.66
8167,0.86,0.86
8171,1.05,1.05
8175,1.26,1.26
8180,1.41,1.41
8184,1.55,1.55
8188,1.66,1.66
8193,1.75,1.75
8197,1.79,1.79
8201,1.95,1.95
8205,1.99,1.99
8209,2.00,2.00
8213,2.00,2.00
8217,2.00,2.00
8221,2.00,2.00
8225,2.00,2.00
8229,2.00,2.00
8233,2.00,2.00
8238,1.97,1.97
8242,1.83,1.83
8247,1.68,1.68
8251,1.54,1.54
8255,1.37,1.37
8259,1.26,1.26
8263,1.17,1.17
8267,1.12,1.12
8271,1.08,1.08
8275,1.08,1.08
8280,1.11,1.11
8284,1.14,1.14
8288,1.19,1.19
8292,1.23,1.23
8296,1.29,1.29
8300,1.35,1.35
8304,1.39,1.39
8308,1.42,1.42
8313,1.45,1.45
8317,1.46,1.46
8322,1.48,1.48
8326,1.47,1.47
8330,1.45,1.45
8334,1.38,1.38
8338,1.31,1.31
8342,1.20,1.20
8346,1.09,1.09
8350,0.94,0.94
8354,0.75,0.75
8358,0.49,0.49
8363,0.34,0.34
8367,0.23,0.23
8371,0.10,0.10
8375,-0.06,-0.06
8380,-0.17,-0.17
8385,-0.25,-0.25
8389,-0.34,-0.34
8394,-0.44,-0.44
8398,-0.62,-0.62
8403,-0.75,-0.75
8408,-0.92,-0.92
8413,-1.08,-1.08
8418,-1.20,-1.20
8422,-1.35,-1.35
8427,-1.51,-1.51
8431,-1.72,-1.72
8436,-2.00,-2.00
8440,-2.00,-2.00
8445,-2.00,-2.00
8451,-2.00,-2.00
8455,-2.00,-2.00
8460,-2.00,-2.00
8464,-2.00,-2.00
8469,-2.00,-2.00
8473,-2.00,-2.00
8478,-2.00,-2.00
8483,-2.00,-2.00
8487,-2.00,-2.00
8493,-2.00,-2.00
8497,-2.00,-2.00
8502,-2.00,-2.00
8506,-2.00,-2.00
8511,-1.86,-1.86
8516,-1.76,-1.76
8520,-1.71,-1.71
8525,-1.70,-1.70
8529,-1.71,-1.71
8535,-1.75,-1.75
8539,-1.77,-1.77
8544,-1.78,-1.78
8549,-1.77,-1.77
8553,-1.84,-1.84
8558,-1.95,-1.95
8562,-2.00,-2.00
8567,-2.00,-2.00
8571,-2.00,-2.00
8577,-2.00,-2.00
8582,-2.00,-2.00
8586,-1.96,-1.96
8591,-1.88,-1.88
8595,-1.76,-1.76
8600,-1.62,-1.62
8604,-1.51,-1.51
8609,-1.31,-1.31
8614,-1.08,-1.08
8619,-0.81,-0.81
8624,-0.49,-0.49
8628,-0.11,-0.11
8633,0.26,0.26
8637,0.56,0.56
8641,0.84,0.84
8645,1.10,1.10
8649,1.33,1.33
8653,1.57,1.57
8657,1.81,1.81
8662,1.99,1.99
8666,2.00,2.00
8670,2.00,2.00
8674,2.00,2.00
8679,2.00,2.00
8683,2.00,2.00
8687,2.00,2.00
8691,2.00,2.00
8695,2.00,2.00
8699,2.00,2.00
8704,2.00,2.00
8708,2.00,2.00
8712,2.00,2.00
8716,2.00,2.00
8720,1.88,1.88
8724,1.64,1.64
8728,1.41,1.41
8732,1.20,1.20
8736,0.99,0.99
8740,0.89,0.89
8745,0.84,0.84
8750,0.84,0.84
8754,0.88,0.88
8758,0.95,0.95
8762,1.03,1.03
8766,1.12,1.12
8770,1.21,1.21
8774,1.33,1.33
8778,1.44,1.44
8782,1.52,1.52
8786,1.58,1.58
8791,1.61,1.61
8795,1.59,1.59
8799,1.52,1.52
8803,1.43,1.43
8807,1.30,1.30
8812,1.15,1.15
8816,0.93,0.93
8820,0.74,0.74
8824,0.54,0.54
8828,0.35,0.35
8833,0.16,0.16
8837,-0.00,-0.00
8841,-0.15,-0.15
8846,-0.36,-0.36
8851,-0.57,-0.57
8855,-0.83,-0.83
8860,-0.99,-0.99
8864,-1.18,-1.18
8869,-1.37,-1.37
8873,-1.48,-1.48
8879,-1.55,-1.55
8884,-1.62,-1.62
8888,-1.66,-1.66
8893,-1.66,-1.66
8897,-1.66,-1.66
8902,-1.68,-1.68
8906,-1.71,-1.71
8911,-1.76,-1.76
8916,-1.84,-1.84
8921,-1.91,-1.91
8926,-1.98,-1.98
8930,-2.00,-2.00
8935,-2.00,-2.00
8939,-2.00,-2.00
8944,-2.00,-2.00
8949,-2.00,-2.00
8953,-2.00,-2.00
8958,-2.00,-2.00
8963,-2.00,-2.00
8968,-2.00,-2.00
8972,-2.00,-2.00
8977,-2.00,-2.00
8982,-2.00,-2.00
8986,-2.00,-2.00
8991,-1.99,-1.99
8995,-1.96,-1.96
9000,-1.94,-1.94
9005,-1.91,-1.91
9010,-1.89,-1.89
9015,-1.82,-1.82
9019,-1.76,-1.76
9024,-1.81,-1.81
9028,-1.88,-1.88
9033,-1.95,-1.95
9037,-2.00,-2.00
9042,-2.00,-2.00
9048,-2.00,-2.00
9052,-2.00,-2.00
9057,-2.00,-2.00
9061,-1.93,-1.93
9066,-1.84,-1.84
9070,-1.75,-1.75
9075,-1.63,-1.63
9080,-1.49,-1.49
9084,-1.37,-1.37
9090,-1.15,-1.15
9094,-0.88,-0.88
9099,-0.61,-0.61
9103,-0.25,-0.25
9108,0.11,0.11
9112,0.40,0.40
9116,0.69,0.69
9120,0.98,0.98
9124,1.25,1.25
9128,1.56,1.56
9133,1.78,1.78
9137,1.94,1.94
9141,2.00,2.00
9146,2.00,2.00
9150,2.00,2.00
9154,2.00,2.00
9158,2.00,2.00
9162,2.00,2.00
9166,2.00,2.00
9170,2.00,2.00
9175,2.00,2.00
9179,2.00,2.00
9183,2.00,2.00
9187,2.00,2.00
9191,2.00,2.00
9195,1.89,1.89
9199,1.74,1.74
9203,1.63,1.63
9207,1.52,1.52
9212,1.44,1.44
9217,1.37,1.37
9221,1.30,1.30
9225,1.24,1.24
9229,1.19,1.19
9233,1.13,1.13
9237,1.09,1.09
9241,1.08,1.08
9245,1.09,1.09
9249,1.12,1.12
9253,1.17,1.17
9257,1.24,1.24
9262,1.29,1.29
9266,1.31,1.31
9270,1.30,1.30
9274,1.28,1.28
9279,1.23,1.23
9283,1.13,1.13
9287,0.98,0.98
9291,0.81,0.81
9295,0.60,0.60
9299,0.42,0.42
9304,0.26,0.26
9308,0.12,0.12
9312,-0.06,-0.06
9317,-0.27,-0.27
9321,-0.47,-0.47
9326,-0.67,-0.67
9330,-0.83,-0.83
9335,-1.09,-1.09
9339,-1.31,-1.31
9345,-1.50,-1.50
9350,-1.69,-1.69
9354,-1.79,-1.79
9359,-1.86,-1.86
9363,-1.94,-1.94
9368,-1.99,-1.99
9372,-2.00,-2.00
9377,-2.00,-2.00
9382,-2.00,-2.00
9387,-2.00,-2.00
9392,-2.00,-2.00
9396,-2.00,-2.00
9401,-2.00,-2.00
9405,-2.00,-2.00
9410,-2.00,-2.00
9415,-2.00,-2.00
9419,-2.00,-2.00
9424,-2.00,-2.00
9428,-2.00,-2.00
9434,-2.00,-2.00
9438,-2.00,-2.00
9443,-1.89,-1.89
9448,-1.81,-1.81
9452,-1.74,-1.74
9457,-1.71,-1.71
9461,-1.70,-1.70
9466,-1.72,-1.72
9470,-1.76,-1.76
9476,-1.80,-1.80
9481,-1.83,-1.83
9485,-1.87,-1.87
9490,-1.91,-1.91
9494,-1.98,-1.98
9499,-2.00,-2.00
9503,-2.00,-2.00
9508,-2.00,-2.00
9513,-2.00,-2.00
9518,-2.00,-2.00
9523,-1.94,-1.94
9527,-1.84,-1.84
9532,-1.70,-1.70
9536,-1.53,-1.53
9541,-1.27,-1.27
9546,-0.96,-0.96
9550,-0.69,-0.69
9555,-0.34,-0.34
9560,0.01,0.01
9564,0.27,0.27
9568,0.52,0.52
9572,0.77,0.77
9577,0.98,0.98
9581,1.16,1.16
9585,1.37,1.37
9589,1.53,1.53
9593,1.67,1.67
9597,1.80,1.80
9602,1.95,1.95
9606,1.95,1.95
9610,2.00,2.00
9614,2.00,2.00
9618,2.00,2.00
9622,2.00,2.00
9626,2.00,2.00
9630,2.00,2.00
9634,2.00,2.00
9638,2.00,2.00
9644,2.00,2.00
9648,2.00,2.00
9652,2.00,2.00
9656,2.00,2.00
9660,1.85,1.85
9664,1.60,1.60
9668,1.43,1.43
9672,1.28,1.28
9676,1.17,1.17
9680,1.11,1.11
9684,1.08,1.08
9689,1.07,1.07
9693,1.08,1.08
9697,1.09,1.09
9701,1.10,1.10
9705,1.13,1.13
9710,1.16,1.16
9714,1.21,1.21
9718,1.29,1.29
9722,1.36,1.36
9726,1.43,1.43
9731,1.47,1.47
9735,1.47,1.47
9739,1.43,1.43
9743,1.37,1.37
9747,1.26,1.26
9751,1.12,1.12
9755,0.96,0.96
9759,0.77,0.77
9763,0.55,0.55
9767,0.27,0.27
9772,0.05,0.05
9777,-0.17,-0.17
9781,-0.37,-0.37
9786,-0.66,-0.66
9790,-0.79,-0.79
9795,-1.04,-1.04
9799,-1.20,-1.20
9804,-1.41,-1.41
9809,-1.63,-1.63
9814,-1.79,-1.79
9819,-1.96,-1.96
9823,-2.00,-2.00
9828,-2.00,-2.00
9832,-2.00,-2.00
9837,-2.00,-2.00
9842,-2.00,-2.00
9846,-2.00,-2.00
9851,-2.00,-2.00
9856,-2.00,-2.00
9861,-2.00,-2.00
9865,-2.00,-2.00
9870,-2.00,-2.00
9875,-2.00,-2.00
9879,-2.00,-2.00
9884,-2.00,-2.00
9888,-2.00,-2.00
9893,-2.00,-2.00
9897,-2.00,-2.00
9903,-2.00,-2.00
9907,-2.00,-2.00
9912,-1.91,-1.91
9917,-1.81,-1.81
9921,-1.73,-1.73
9926,-1.64,-1.64
9930,-1.60,-1.60
9935,-1.57,-1.57
9939,-1.56,-1.56
9945,-1.59,-1.59
9950,-1.66,-1.66
9954,-1.74,-1.74
9959,-1.79,-1.79
9963,-1.85,-1.85
9968,-1.87,-1.87
9972,-1.88,-1.88
9977,-1.85,-1.85
9982,-1.79,-1.79
9987,-1.72,-1.72
9992,-1.57,-1.57
9996,-1.38,-1.38
10001,-1.20,-1.20
10006,-0.94,-0.94
10011,-0.65,-0.65
10015,-0.34,-0.34
10020,-0.01,-0.01
10025,0.33,0.33
10030,0.66,0.66
10035,0.92,0.92
10039,1.15,1.15
10043,1.42,1.42
10048,1.61,1.61
10052,1.81,1.81
10056,1.91,1.91
10061,2.00,2.00
10065,2.00,2.00
10070,2.00,2.00
10075,2.00,2.00
10079,2.00,2.00
10083,2.00,2.00
10087,2.00,2.00
10092,2.00,2.00
10096,2.00,2.00
10100,2.00,2.00
10105,2.00,2.00
10109,2.00,2.00
10114,1.81,1.81
10119,1.57,1.57
10123,1.37,1.37
10127,1.17,1.17
10132,1.03,1.03
10136,0.93,0.93
10140,0.89,0.89
10145,0.89,0.89
10149,0.93,0.93
10153,1.01,1.01
10159,1.13,1.13
10163,1.22,1.22
10167,1.30,1.30
10171,1.33,1.33
10176,1.33,1.33
10180,1.33,1.33
10184,1.31,1.31
10189,1.30,1.30
10193,1.28,1.28
10198,1.21,1.21
10203,1.12,1.12
10207,1.00,1.00
10211,0.79,0.79
10216,0.59,0.59
10220,0.32,0.32
10224,0.11,0.11
10229,-0.07,-0.07
10233,-0.30,-0.30
10238,-0.53,-0.53
10244,-0.80,-0.80
10249,-0.94,-0.94
10254,-1.17,-1.17
10259,-1.37,-1.37
10263,-1.54,-1.54
10268,-1.68,-1.68
10273,-1.82,-1.82
10278,-1.92,-1.92
10284,-1.99,-1.99
10288,-2.00,-2.00
10293,-2.00,-2.00
10298,-2.00,-2.00
10303,-2.00,-2.00
