
0,0.81
1,0.81
1,0.81
2,0.80
2,0.80
3,0.80
3,0.80
4,0.81
7,0.80
15,0.81
25,0.81
34,0.83
44,0.83
53,0.84
62,0.83
71,0.84
80,0.84
91,0.83
100,0.81
110,0.81
120,0.80
131,0.77
141,0.74
151,0.71
162,0.67
173,0.65
183,0.61
193,0.58
203,0.56
214,0.53
225,0.50
235,0.49
245,0.48
256,0.46
266,0.45
276,0.45
287,0.46
297,0.48
308,0.50
318,0.56
328,0.59
338,0.64
349,0.68
360,0.71
370,0.75
380,0.75
391,0.77
401,0.80
411,0.78
422,0.80
433,0.78
443,0.77
453,0.77
463,0.74
474,0.71
484,0.71
495,0.68
505,0.68
516,0.67
526,0.67
536,0.70
546,0.68
558,0.68
568,0.68
578,0.67
588,0.68
599,0.70
609,0.71
620,0.75
630,0.75
641,0.75
651,0.75
661,0.74
671,0.72
681,0.68
693,0.64
703,0.67
713,0.61
723,0.58
734,0.56
744,0.53
755,0.53
765,0.50
776,0.49
786,0.50
796,0.48
806,0.48
817,0.50
828,0.53
838,0.59
848,0.61
859,0.65
869,0.70
879,0.71
890,0.72
901,0.75
911,0.75
921,0.75
931,0.74
942,0.72
953,0.71
963,0.68
973,0.65
984,0.62
994,0.61
1004,0.59
1015,0.56
1028,0.56
1039,0.56
1050,0.56
1061,0.56
1073,0.55
1085,0.55
1096,0.55
1107,0.58
1119,0.61
1130,0.61
1141,0.62
1154,0.62
1165,0.59
1176,0.59
1187,0.56
1199,0.52
1210,0.50
1222,0.48
1233,0.45
1245,0.43
1256,0.42
1267,0.42
1278,0.40
1291,0.37
1302,0.39
1313,0.42
1325,0.46
1336,0.55
1347,0.58
1359,0.61
1371,0.65
1382,0.64
1393,0.64
1404,0.64
1416,0.61
1428,0.59
1439,0.56
1451,0.55
1462,0.52
1473,0.49
1485,0.49
1497,0.46
1508,0.45
1519,0.48
1530,0.46
1542,0.48
1554,0.49
1565,0.46
1576,0.48
1588,0.52
1599,0.55
1610,0.59
1623,0.61
1634,0.61
1645,0.59
1656,0.58
1668,0.55
1679,0.55
1691,0.52
1702,0.52
1714,0.49
1725,0.46
1736,0.48
1747,0.45
1760,0.45
1771,0.45
1782,0.42
1794,0.43
1805,0.45
1817,0.43
1828,0.50
1840,0.53
1851,0.58
1862,0.58
1873,0.56
1886,0.56
1897,0.52
1908,0.48
1920,0.48
1931,0.40
1942,0.37
1954,0.36
1966,0.30
1977,0.28
1988,0.26
1999,0.23
2011,0.23
2023,0.21
2034,0.23
2045,0.24
2057,0.26
2068,0.30
2079,0.31
2092,0.33
2103,0.42
2114,0.45
2125,0.49
2137,0.53
2148,0.53
2160,0.55
2171,0.55
2183,0.52
2194,0.52
2205,0.49
2217,0.48
2229,0.46
2240,0.45
2251,0.45
2263,0.43
2274,0.43
2286,0.43
2297,0.42
2309,0.43
2320,0.46
2331,0.43
2342,0.50
2355,0.55
2366,0.56
2377,0.58
2388,0.56
2400,0.53
2411,0.50
2423,0.45
2435,0.42
2446,0.37
2457,0.31
2468,0.30
2480,0.24
2492,0.20
2503,0.18
2514,0.12
2526,0.09
2537,0.09
2549,0.05
2561,0.05
2572,0.06
2583,0.06
2594,0.09
2606,0.09
2618,0.12
2629,0.20
2640,0.26
2652,0.34
2663,0.39
2674,0.43
2686,0.46
2698,0.46
2709,0.48
2720,0.50
2732,0.46
2743,0.48
2755,0.48
2766,0.48
2778,0.49
2789,0.48
2800,0.49
2811,0.50
2824,0.50
2835,0.55
2846,0.55
2857,0.58
2869,0.61
2880,0.59
2892,0.58
2904,0.56
2915,0.49
2926,0.45
2937,0.42
2950,0.34
2961,0.31
2972,0.27
2983,0.24
2995,0.21
3006,0.15
3018,0.15
3030,0.12
3041,0.12
3052,0.14
3063,0.14
3075,0.14
3087,0.18
3098,0.21
3109,0.28
3121,0.36
3132,0.40
3143,0.46
3155,0.48
3167,0.50
3178,0.50
3189,0.50
3201,0.52
3212,0.49
3224,0.46
3235,0.46
3247,0.43
3258,0.42
3269,0.40
3281,0.37
3293,0.36
3304,0.37
3315,0.34
3326,0.36
3338,0.36
3350,0.37
3361,0.39
3373,0.43
3384,0.46
3395,0.48
3406,0.46
3419,0.46
3430,0.42
3441,0.40
3452,0.37
3464,0.33
3475,0.28
3487,0.27
3499,0.23
3510,0.21
3521,0.20
3532,0.17
3544,0.17
3556,0.15
3567,0.17
3578,0.17
3590,0.15
3601,0.18
3612,0.20
3624,0.24
3636,0.31
3647,0.36
3658,0.40
3670,0.43
3682,0.43
3693,0.45
3704,0.43
3716,0.43
3727,0.42
3738,0.40
3750,0.39
3762,0.37
3773,0.36
3784,0.36
3795,0.36
3807,0.33
3819,0.34
3830,0.33
3842,0.34
3853,0.39
3864,0.40
3875,0.42
3888,0.42
3899,0.39
3910,0.36
3921,0.34
3933,0.28
3944,0.24
3956,0.18
3968,0.15
3979,0.12
3990,0.09
4001,0.09
4014,0.06
4025,0.05
4036,0.06
4047,0.05
4059,0.05
4070,0.04
4082,0.04
4093,0.11
4105,0.18
4116,0.24
4127,0.30
4139,0.31
4151,0.34
4162,0.34
4173,0.33
4185,0.34
4196,0.31
4207,0.30
4219,0.31
4231,0.28
4242,0.27
4253,0.28
4264,0.26
4276,0.26
4288,0.27
4299,0.26
4311,0.28
4322,0.31
4333,0.33
4344,0.39
4357,0.40
4368,0.43
4379,0.39
4390,0.36
4402,0.33
4414,0.30
4425,0.26
4436,0.23
4448,0.14
4459,0.09
4470,0.08
4483,0.05
4494,0.05
4505,0.05
4516,0.05
4528,0.05
4539,0.04
4551,0.05
4562,0.06
4574,0.15
4585,0.26
4596,0.30
4608,0.33
4620,0.39
4631,0.39
4642,0.40
4654,0.39
4665,0.40
4676,0.39
4688,0.36
4700,0.34
4711,0.34
4722,0.33
4733,0.34
4746,0.33
4757,0.31
4768,0.33
4780,0.31
4791,0.33
4802,0.36
4814,0.36
4826,0.40
4837,0.42
4848,0.39
4859,0.36
4871,0.31
4883,0.30
4894,0.28
4905,0.23
4917,0.21
4928,0.18
4939,0.14
4952,0.14
4963,0.12
4974,0.12
4985,0.15
4997,0.14
5008,0.14
5020,0.18
5031,0.21
5043,0.28
5054,0.36
5065,0.40
5076,0.43
5089,0.45
5100,0.46
5111,0.46
5123,0.40
5134,0.43
5146,0.42
5157,0.39
5169,0.39
5180,0.36
5191,0.33
5202,0.34
5215,0.31
5226,0.30
5237,0.30
5249,0.27
5260,0.30
5271,0.30
5283,0.33
5295,0.36
5306,0.37
5317,0.39
5328,0.37
5340,0.33
5352,0.30
5363,0.28
5374,0.24
5386,0.21
5397,0.17
5408,0.14
5421,0.12
5432,0.09
5443,0.09
5454,0.09
5466,0.11
5478,0.11
5489,0.12
5500,0.17
5512,0.23
5523,0.28
5534,0.36
5547,0.39
5558,0.42
5569,0.48
5580,0.46
5592,0.48
5603,0.46
5615,0.45
5626,0.45
5638,0.43
5649,0.42
5660,0.42
5671,0.40
5684,0.40
5695,0.40
5706,0.39
5718,0.39
5729,0.37
5740,0.36
5752,0.40
5764,0.37
5775,0.34
5786,0.31
5797,0.26
5809,0.24
5821,0.20
5832,0.14
5843,0.09
5855,0.05
5866,0.02
5878,-0.01
5891,-0.04
5903,-0.04
5915,-0.07
5927,-0.05
5940,-0.05
5953,-0.02
5965,0.01
5977,0.06
5988,0.14
5999,0.20
6011,0.26
6023,0.28
6034,0.34
6045,0.36
6056,0.36
6068,0.36
6080,0.37
6091,0.37
6103,0.39
6114,0.36
6125,0.36
6136,0.36
6149,0.33
6160,0.34
6171,0.34
6182,0.34
6194,0.36
6205,0.36
6217,0.39
6228,0.42
6240,0.42
6251,0.46
6262,0.46
6274,0.46
6286,0.43
6297,0.39
6308,0.36
6320,0.33
6331,0.26
6343,0.21
6354,0.18
6366,0.12
6377,0.09
6388,0.05
6400,0.02
6412,0.01
6423,-0.01
6435,0.01
6447,-0.01
6459,0.02
6470,0.06
6482,0.15
6494,0.23
6505,0.27
6516,0.33
6528,0.34
6539,0.36
6551,0.40
6562,0.40
6574,0.40
6585,0.43
6596,0.42
6607,0.42
6620,0.43
6631,0.42
6642,0.43
6653,0.45
6665,0.45
6677,0.48
6688,0.49
6700,0.49
6711,0.52
6722,0.52
6733,0.50
6746,0.46
6757,0.37
6768,0.34
6779,0.30
6791,0.26
6802,0.21
6814,0.15
6825,0.11
6837,0.06
6848,0.01
6859,-0.02
6872,-0.04
6885,-0.05
6897,-0.07
6909,-0.05
6922,-0.05
6934,-0.02
6947,0.02
6959,0.08
6970,0.18
6981,0.24
6992,0.30
7004,0.34
7016,0.36
7027,0.40
7038,0.40
7050,0.40
7061,0.42
7072,0.40
7085,0.40
7096,0.39
7107,0.37
7118,0.37
7130,0.34
7142,0.34
7153,0.34
7164,0.34
7176,0.34
7187,0.34
7198,0.34
7211,0.36
7222,0.36
7233,0.40
7244,0.43
7256,0.43
7267,0.42
7279,0.36
7290,0.36
7302,0.30
7313,0.27
7324,0.24
7335,0.23
7348,0.18
7359,0.15
7370,0.14
7382,0.12
7393,0.12
7404,0.14
7416,0.15
7428,0.18
7439,0.21
7450,0.28
7461,0.34
7473,0.37
7485,0.42
7496,0.43
7507,0.45
7519,0.48
7530,0.46
7542,0.45
7554,0.43
7565,0.43
7576,0.43
7587,0.42
7599,0.40
7611,0.40
7622,0.39
7633,0.40
7645,0.39
7656,0.39
7667,0.42
7680,0.43
7691,0.48
7702,0.52
7713,0.52
7725,0.55
7736,0.56
7748,0.55
7759,0.53
7771,0.50
7782,0.46
7793,0.45
7804,0.42
7817,0.39
7828,0.37
7839,0.34
7851,0.34
7862,0.33
7874,0.31
7885,0.33
7897,0.34
7908,0.36
7919,0.42
7930,0.43
7943,0.46
7954,0.49
7965,0.49
7976,0.49
7988,0.48
7999,0.46
8011,0.45
8023,0.42
8034,0.43
8045,0.40
8056,0.39
8068,0.39
8080,0.37
8091,0.37
8102,0.39
8114,0.36
8125,0.37
8136,0.39
8148,0.40
8160,0.43
8171,0.43
8182,0.45
8194,0.46
8205,0.45
8217,0.42
8228,0.42
8240,0.36
8251,0.33
8262,0.28
8274,0.24
8286,0.23
8297,0.18
8308,0.17
8320,0.18
8331,0.17
8343,0.18
8354,0.21
8366,0.26
8377,0.30
8388,0.36
8399,0.42
8412,0.46
8423,0.48
8434,0.52
8445,0.52
8457,0.52
8468,0.52
8480,0.49
8492,0.49
8503,0.49
8514,0.46
8525,0.45
8537,0.45
8549,0.43
8560,0.43
8571,0.43
8583,0.43
8594,0.45
8606,0.45
8617,0.49
8629,0.50
8640,0.55
8651,0.59
8663,0.61
8675,0.62
8686,0.64
8697,0.62
8709,0.59
8720,0.56
8731,0.50
8743,0.50
8755,0.46
8766,0.43
8777,0.42
8788,0.39
8800,0.39
8812,0.37
8823,0.36
8835,0.34
8846,0.34
8857,0.37
8868,0.42
8881,0.43
8892,0.48
8903,0.52
8914,0.53
8926,0.58
8937,0.59
8949,0.61
8961,0.61
8972,0.61
8983,0.62
8994,0.62
9007,0.59
9018,0.61
9029,0.62
9040,0.62
9052,0.64
9063,0.62
9075,0.62
9086,0.65
9098,0.65
9109,0.64
9120,0.62
9132,0.56
9144,0.52
9155,0.45
9166,0.40
9178,0.34
9189,0.28
9200,0.26
9212,0.20
9224,0.14
9235,0.12
9246,0.06
9257,0.06
9269,0.06
9281,0.05
9292,0.04
9304,0.05
9315,0.06
9326,0.12
9338,0.20
9350,0.27
9361,0.33
9372,0.36
9383,0.43
9395,0.45
9407,0.46
9418,0.49
9430,0.49
9441,0.49
9452,0.49
9463,0.49
9476,0.50
9487,0.52
9498,0.50
9509,0.52
9521,0.53
9532,0.55
9544,0.56
9555,0.58
9567,0.62
9578,0.62
9589,0.61
9601,0.59
9613,0.55
9624,0.53
9635,0.49
9647,0.45
9658,0.43
9669,0.42
9681,0.37
9693,0.39
9704,0.39
9715,0.37
9726,0.39
9739,0.40
9750,0.43
9761,0.48
9773,0.49
9784,0.55
9795,0.56
9807,0.58
9819,0.61
9830,0.58
9841,0.58
9852,0.55
9864,0.53
9876,0.53
9887,0.52
9899,0.49
9910,0.48
9921,0.46
9932,0.46
9945,0.46
9956,0.45
9967,0.46
9978,0.46
9990,0.48
10001,0.50
10014,0.52
10027,0.56
10039,0.58
10051,0.59
10063,0.53
10077,0.50
10089,0.45
10101,0.42
10114,0.36
10126,0.30
10139,0.24
10151,0.23
10164,0.18
10176,0.15
10188,0.14
10201,0.15
10214,0.14
10226,0.14
10238,0.15
10251,0.23
10263,0.27
10276,0.33
10289,0.36
10301,0.43
10313,0.45
10326,0.48
10339,0.48
10351,0.50
10363,0.49
10376,0.48
10388,0.46
10400,0.48
10414,0.45
10426,0.46
10438,0.46
10450,0.48
10463,0.46
10476,0.48
10488,0.49
10501,0.55
10513,0.55
10525,0.58
10539,0.59
10551,0.61
10563,0.58
10575,0.55
10588,0.49
10600,0.49
10613,0.46
10626,0.43
10638,0.39
10650,0.40
10662,0.39
10676,0.39
10688,0.42
10700,0.46
10713,0.49
10725,0.50
10738,0.53
10750,0.58
10763,0.58
10775,0.59
10787,0.59
10800,0.58
10813,0.56
10825,0.52
10838,0.49
10850,0.48
10862,0.45
10875,0.43
10888,0.42
10900,0.40
10912,0.39
10925,0.37
10938,0.37
10950,0.40
10962,0.42
10975,0.43
10987,0.46
10999,0.46
11013,0.48
11025,0.46
11037,0.42
11049,0.39
11062,0.30
11075,0.26
11087,0.21
11100,0.17
11112,0.11
11124,0.06
11138,0.02
11150,-0.01
11163,-0.04
11176,-0.05
11190,-0.08
11204,-0.08
11217,-0.08
11231,-0.08
11244,-0.02
11257,0.04
11271,0.11
11283,0.17
11295,0.21
11308,0.24
11320,0.26
11332,0.27
11345,0.26
11358,0.24
11370,0.24
11382,0.24
11395,0.23
11408,0.21
11420,0.23
11432,0.21
11445,0.21
11457,0.21
11470,0.24
11483,0.26
11495,0.30
11507,0.30
11520,0.37
11532,0.40
11545,0.42
11557,0.42
11570,0.39
11582,0.33
11594,0.31
11608,0.27
11620,0.24
11632,0.18
11644,0.15
11657,0.12
11670,0.11
11682,0.08
11695,0.08
11707,0.06
11719,0.08
11731,0.06
11745,0.09
11757,0.14
11769,0.20
11782,0.24
11794,0.30
11807,0.33
11820,0.37
11832,0.37
11844,0.37
11856,0.34
11870,0.37
11882,0.34
11894,0.33
11907,0.33
11919,0.33
11931,0.31
11944,0.31
11957,0.31
11969,0.33
11981,0.33
11994,0.36
12007,0.39
12019,0.40
12032,0.39
12044,0.39
12056,0.36
12069,0.31
12082,0.26
12094,0.21
12106,0.17
12119,0.14
12131,0.08
12144,0.04
12156,0.01
12169,0.01
12181,-0.02
12194,-0.02
12209,-0.04
12222,-0.04
12235,-0.01
12249,0.04
12261,0.09
12274,0.14
12286,0.21
12299,0.24
12311,0.27
12323,0.28
12337,0.31
12349,0.28
12361,0.31
12374,0.30
12386,0.33
12398,0.34
12411,0.34
12424,0.36
12436,0.37
12448,0.37
12461,0.39
12474,0.40
12486,0.42
12498,0.40
12511,0.37
12523,0.30
12536,0.21
12549,0.15
12561,0.11
12573,0.05
12585,0.01
12598,-0.04
12612,-0.08
12625,-0.13
12639,-0.17
12652,-0.18
12666,-0.21
12680,-0.23
12693,-0.24
12706,-0.21
12720,-0.14
12734,-0.05
12747,0.02
12760,0.08
12772,0.14
12784,0.21
12796,0.24
12810,0.27
12822,0.28
12834,0.28
12847,0.31
12859,0.30
12872,0.30
12884,0.31
12897,0.31
12909,0.33
12921,0.33
12935,0.36
12947,0.36
12959,0.37
12972,0.39
12984,0.42
12996,0.42
13009,0.40
13022,0.37
13034,0.36
13046,0.30
13059,0.27
13072,0.20
13084,0.18
13096,0.11
13109,0.08
13121,0.02
13134,0.02
13147,-0.02
13160,-0.04
13173,-0.05
13187,-0.04
13201,-0.02
13214,0.02
13227,0.08
13239,0.14
