,-2.00,-2.00
1003,-1.57,-1.57
1008,-1.46,-1.46
1013,-1.36,-1.36
1017,-1.21,-1.21
1022,-1.04,-1.04
1027,-0.90,-0.90
1032,-0.72,-0.72
1036,-0.53,-0.53
1041,-0.38,-0.38
1046,-0.20,-0.20
1050,-0.03,-0.03
1055,0.11,0.11
1059,0.29,0.29
1063,0.43,0.43
1068,0.57,0.57
1072,0.71,0.71
1076,0.84,0.84
1080,0.95,0.95
1084,1.10,1.10
1088,1.21,1.21
1092,1.30,1.30
1096,1.39,1.39
1100,1.46,1.46
1105,1.53,1.53
1110,1.59,1.59
1114,1.66,1.66
1118,1.70,1.70
1122,1.73,1.73
1126,1.75,1.75
1130,1.75,1.75
1134,1.75,1.75
1138,1.73,1.73
1142,1.71,1.71
1146,1.68,1.68
1150,1.65,1.65
1155,1.62,1.62
1159,1.58,1.58
1163,1.53,1.53
1167,1.49,1.49
1172,1.45,1.45
1176,1.41,1.41
1180,1.36,1.36
1184,1.32,1.32
1188,1.27,1.27
1192,1.21,1.21
1197,1.15,1.15
1201,1.09,1.09
1205,1.02,1.02
1209,0.95,0.95
1213,0.87,0.87
1217,0.76,0.76
1221,0.66,0.66
1225,0.55,0.55
1229,0.43,0.43
1233,0.29,0.29
1239,0.15,0.15
1243,-0.05,-0.05
1247,-0.20,-0.20
1252,-0.39,-0.39
1256,-0.58,-0.58
1261,-0.73,-0.73
1265,-0.92,-0.92
1270,-1.10,-1.10
1275,-1.23,-1.23
1280,-1.38,-1.38
1285,-1.49,-1.49
1289,-1.56,-1.56
1294,-1.63,-1.63
1298,-1.69,-1.69
1303,-1.75,-1.75
1308,-1.81,-1.81
1312,-1.88,-1.88
1317,-1.95,-1.95
1321,-2.00,-2.00
1327,-2.00,-2.00
1331,-2.00,-2.00
1336,-2.00,-2.00
1341,-2.00,-2.00
1345,-2.00,-2.00
1350,-2.00,-2.00
1354,-2.00,-2.00
1359,-2.00,-2.00
1363,-2.00,-2.00
1369,-2.00,-2.00
1374,-1.97,-1.97
1378,-1.95,-1.95
1383,-1.94,-1.94
1387,-1.95,-1.95
1392,-1.97,-1.97
1396,-2.00,-2.00
1401,-2.00,-2.00
1406,-2.00,-2.00
1411,-2.00,-2.00
1416,-2.00,-2.00
1420,-2.00,-2.00
1425,-2.00,-2.00
1429,-2.00,-2.00
1434,-2.00,-2.00
1439,-2.00,-2.00
1443,-1.98,-1.98
1448,-1.91,-1.91
1453,-1.81,-1.81
1458,-1.70,-1.70
1462,-1.62,-1.62
1467,-1.50,-1.50
1472,-1.37,-1.37
1476,-1.24,-1.24
1481,-1.14,-1.14
1485,-1.01,-1.01
1490,-0.88,-0.88
1495,-0.77,-0.77
1500,-0.64,-0.64
1505,-0.50,-0.50
1509,-0.38,-0.38
1514,-0.23,-0.23
1518,-0.07,-0.07
1523,0.06,0.06
1527,0.19,0.19
1531,0.34,0.34
1536,0.46,0.46
1540,0.57,0.57
1544,0.68,0.68
1548,0.76,0.76
1552,0.86,0.86
1556,0.96,0.96
1560,1.03,1.03
1564,1.10,1.10
1568,1.16,1.16
1573,1.22,1.22
1577,1.27,1.27
1582,1.34,1.34
1586,1.40,1.40
1590,1.45,1.45
1594,1.50,1.50
1598,1.55,1.55
1602,1.59,1.59
1606,1.63,1.63
1610,1.65,1.65
1614,1.67,1.67
1618,1.68,1.68
1623,1.68,1.68
1627,1.67,1.67
1631,1.66,1.66
1635,1.63,1.63
1640,1.59,1.59
1644,1.55,1.55
1648,1.50,1.50
1652,1.44,1.44
1656,1.37,1.37
1660,1.28,1.28
1665,1.19,1.19
1669,1.10,1.10
1673,1.00,1.00
1677,0.90,0.90
1681,0.80,0.80
1685,0.68,0.68
1689,0.58,0.58
1693,0.48,0.48
1697,0.37,0.37
1701,0.25,0.25
1707,0.13,0.13
1711,-0.03,-0.03
1715,-0.15,-0.15
1720,-0.29,-0.29
1724,-0.44,-0.44
1729,-0.56,-0.56
1733,-0.69,-0.69
1738,-0.83,-0.83
1743,-0.96,-0.96
1747,-1.11,-1.11
1753,-1.27,-1.27
1757,-1.40,-1.40
1762,-1.55,-1.55
1766,-1.68,-1.68
1771,-1.78,-1.78
1776,-1.88,-1.88
1780,-1.96,-1.96
1785,-2.00,-2.00
1789,-2.00,-2.00
1795,-2.00,-2.00
1799,-2.00,-2.00
1804,-2.00,-2.00
1809,-2.00,-2.00
1813,-2.00,-2.00
1818,-2.00,-2.00
1822,-2.00,-2.00
1827,-2.00,-2.00
1831,-2.00,-2.00
1837,-2.00,-2.00
1842,-2.00,-2.00
1846,-2.00,-2.00
1851,-2.00,-2.00
1855,-2.00,-2.00
1860,-2.00,-2.00
1864,-2.00,-2.00
1869,-2.00,-2.00
1874,-2.00,-2.00
1879,-2.00,-2.00
1884,-2.00,-2.00
1888,-2.00,-2.00
1893,-2.00,-2.00
1897,-2.00,-2.00
1902,-2.00,-2.00
1907,-2.00,-2.00
1911,-2.00,-2.00
1916,-2.00,-2.00
1921,-2.00,-2.00
1926,-2.00,-2.00
1930,-1.94,-1.94
1935,-1.83,-1.83
1940,-1.72,-1.72
1944,-1.62,-1.62
1949,-1.49,-1.49
1953,-1.34,-1.34
1958,-1.17,-1.17
1963,-1.02,-1.02
1968,-0.83,-0.83
1973,-0.62,-0.62
1977,-0.46,-0.46
1982,-0.24,-0.24
1986,-0.03,-0.03
1991,0.14,0.14
1995,0.30,0.30
1999,0.50,0.50
2003,0.65,0.65
2008,0.80,0.80
2012,0.94,0.94
2016,1.04,1.04
2020,1.16,1.16
2024,1.28,1.28
2028,1.37,1.37
2032,1.45,1.45
2037,1.52,1.52
2041,1.58,1.58
2045,1.63,1.63
2050,1.69,1.69
2054,1.74,1.74
2058,1.76,1.76
2062,1.78,1.78
2066,1.78,1.78
2070,1.77,1.77
2074,1.75,1.75
2078,1.72,1.72
2082,1.69,1.69
2086,1.66,1.66
2091,1.62,1.62
2095,1.58,1.58
2099,1.55,1.55
2104,1.50,1.50
2108,1.46,1.46
2112,1.42,1.42
2116,1.37,1.37
2120,1.32,1.32
2124,1.28,1.28
2128,1.21,1.21
2132,1.15,1.15
2137,1.09,1.09
2141,1.02,1.02
2145,0.94,0.94
2149,0.85,0.85
2153,0.77,0.77
2157,0.65,0.65
2161,0.56,0.56
2165,0.46,0.46
2170,0.35,0.35
2174,0.25,0.25
2179,0.13,0.13
2183,-0.02,-0.02
2187,-0.15,-0.15
2192,-0.30,-0.30
2196,-0.47,-0.47
2201,-0.60,-0.60
2206,-0.76,-0.76
2210,-0.91,-0.91
2215,-1.04,-1.04
2220,-1.20,-1.20
2225,-1.35,-1.35
2229,-1.46,-1.46
2234,-1.59,-1.59
2239,-1.69,-1.69
2243,-1.77,-1.77
2248,-1.85,-1.85
2252,-1.92,-1.92
2257,-1.98,-1.98
2262,-2.00,-2.00
2267,-2.00,-2.00
2272,-2.00,-2.00
2276,-2.00,-2.00
2281,-2.00,-2.00
2285,-2.00,-2.00
2290,-2.00,-2.00
2294,-2.00,-2.00
2299,-2.00,-2.00
2305,-2.00,-2.00
2309,-2.00,-2.00
2314,-2.00,-2.00
2318,-2.00,-2.00
2323,-2.00,-2.00
2327,-2.00,-2.00
2332,-2.00,-2.00
2337,-2.00,-2.00
2341,-2.00,-2.00
2347,-2.00,-2.00
2351,-2.00,-2.00
2356,-2.00,-2.00
2360,-2.00,-2.00
2365,-2.00,-2.00
2369,-2.00,-2.00
2374,-2.00,-2.00
2379,-2.00,-2.00
2383,-2.00,-2.00
2388,-2.00,-2.00
2393,-1.95,-1.95
2398,-1.86,-1.86
2403,-1.75,-1.75
2407,-1.67,-1.67
2412,-1.54,-1.54
2416,-1.39,-1.39
2421,-1.26,-1.26
2425,-1.08,-1.08
2430,-0.89,-0.89
2435,-0.73,-0.73
2440,-0.52,-0.52
2445,-0.30,-0.30
2449,-0.13,-0.13
2454,0.08,0.08
2458,0.24,0.24
2462,0.39,0.39
2466,0.54,0.54
2470,0.70,0.70
2475,0.83,0.83
2479,0.94,0.94
2483,1.03,1.03
2487,1.11,1.11
2491,1.18,1.18
2495,1.24,1.24
2499,1.29,1.29
2504,1.33,1.33
2508,1.36,1.36
2512,1.39,1.39
2516,1.42,1.42
2521,1.47,1.47
2525,1.50,1.50
2529,1.54,1.54
2533,1.56,1.56
2537,1.58,1.58
2541,1.59,1.59
2545,1.59,1.59
2549,1.59,1.59
2553,1.58,1.58
2557,1.57,1.57
2562,1.56,1.56
2566,1.54,1.54
2571,1.52,1.52
2575,1.50,1.50
2579,1.48,1.48
2583,1.46,1.46
2587,1.42,1.42
2591,1.39,1.39
2595,1.34,1.34
2599,1.29,1.29
2604,1.24,1.24
2608,1.18,1.18
2612,1.12,1.12
2616,1.05,1.05
2620,0.98,0.98
2624,0.87,0.87
2628,0.79,0.79
2632,0.70,0.70
2637,0.60,0.60
2641,0.48,0.48
2646,0.35,0.35
2650,0.21,0.21
2654,0.03,0.03
2658,-0.14,-0.14
2662,-0.29,-0.29
2667,-0.49,-0.49
2672,-0.69,-0.69
2676,-0.88,-0.88
2681,-1.05,-1.05
2685,-1.26,-1.26
2691,-1.46,-1.46
2695,-1.62,-1.62
2700,-1.79,-1.79
2705,-1.93,-1.93
2709,-2.00,-2.00
2714,-2.00,-2.00
2718,-2.00,-2.00
2723,-2.00,-2.00
2727,-2.00,-2.00
2733,-2.00,-2.00
2738,-2.00,-2.00
2742,-2.00,-2.00
2747,-2.00,-2.00
2751,-2.00,-2.00
2756,-2.00,-2.00
2760,-2.00,-2.00
2765,-2.00,-2.00
2770,-2.00,-2.00
2775,-2.00,-2.00
2780,-2.00,-2.00
2784,-2.00,-2.00
2789,-2.00,-2.00
2793,-2.00,-2.00
2798,-2.00,-2.00
2803,-2.00,-2.00
2807,-2.00,-2.00
2812,-2.00,-2.00
2817,-2.00,-2.00
2822,-2.00,-2.00
2826,-2.00,-2.00
2831,-2.00,-2.00
2835,-2.00,-2.00
2840,-1.95,-1.95
2845,-1.83,-1.83
2849,-1.70,-1.70
2854,-1.59,-1.59
2859,-1.43,-1.43
2864,-1.27,-1.27
2869,-1.13,-1.13
2873,-0.95,-0.95
2878,-0.76,-0.76
2882,-0.61,-0.61
2887,-0.41,-0.41
2891,-0.21,-0.21
2896,-0.06,-0.06
2900,0.14,0.14
2906,0.28,0.28
2910,0.43,0.43
2914,0.60,0.60
2918,0.72,0.72
2922,0.83,0.83
2926,0.93,0.93
2930,1.01,1.01
2934,1.08,1.08
2938,1.15,1.15
2942,1.20,1.20
2947,1.24,1.24
2951,1.28,1.28
2955,1.32,1.32
2959,1.35,1.35
2963,1.39,1.39
2967,1.42,1.42
2972,1.45,1.45
2976,1.48,1.48
2980,1.50,1.50
2984,1.52,1.52
2989,1.54,1.54
2993,1.55,1.55
2997,1.56,1.56
3001,1.56,1.56
3005,1.55,1.55
3009,1.54,1.54
3013,1.52,1.52
3017,1.50,1.50
3021,1.47,1.47
3025,1.44,1.44
3030,1.40,1.40
3034,1.35,1.35
3039,1.31,1.31
3043,1.24,1.24
3047,1.19,1.19
3051,1.13,1.13
3055,1.06,1.06
3059,0.99,0.99
3063,0.91,0.91
3067,0.80,0.80
3072,0.71,0.71
3076,0.61,0.61
3080,0.49,0.49
3084,0.37,0.37
3088,0.25,0.25
3092,0.12,0.12
3096,-0.05,-0.05
3101,-0.18,-0.18
3106,-0.34,-0.34
3110,-0.47,-0.47
3116,-0.58,-0.58
3120,-0.70,-0.70
3125,-0.80,-0.80
3129,-0.89,-0.89
3134,-0.99,-0.99
3139,-1.10,-1.10
3143,-1.20,-1.20
3148,-1.33,-1.33
3152,-1.46,-1.46
3158,-1.56,-1.56
3162,-1.68,-1.68
3167,-1.79,-1.79
3172,-1.88,-1.88
3176,-1.95,-1.95
3181,-2.00,-2.00
3185,-2.00,-2.00
3190,-2.00,-2.00
3194,-2.00,-2.00
3200,-2.00,-2.00
3205,-2.00,-2.00
3209,-2.00,-2.00
3214,-2.00,-2.00
3218,-2.00,-2.00
3223,-2.00,-2.00
3227,-2.00,-2.00
3232,-2.00,-2.00
3237,-2.00,-2.00
3241,-2.00,-2.00
3247,-1.98,-1.98
3251,-1.96,-1.96
3256,-1.96,-1.96
3260,-1.97,-1.97
3265,-1.99,-1.99
3270,-2.00,-2.00
3274,-2.00,-2.00
3279,-2.00,-2.00
3283,-2.00,-2.00
3289,-2.00,-2.00
3293,-2.00,-2.00
3298,-2.00,-2.00
3303,-2.00,-2.00
3307,-2.00,-2.00
3312,-2.00,-2.00
3316,-2.00,-2.00
3321,-2.00,-2.00
3325,-2.00,-2.00
3331,-1.92,-1.92
3336,-1.83,-1.83
3340,-1.72,-1.72
3345,-1.61,-1.61
3349,-1.52,-1.52
3354,-1.40,-1.40
3358,-1.27,-1.27
3363,-1.16,-1.16
3368,-1.01,-1.01
3373,-0.84,-0.84
3378,-0.69,-0.69
3382,-0.50,-0.50
3387,-0.31,-0.31
3391,-0.15,-0.15
3396,0.04,0.04
3400,0.19,0.19
3404,0.33,0.33
3408,0.51,0.51
3412,0.64,0.64
3417,0.77,0.77
3421,0.88,0.88
3425,1.01,1.01
3429,1.11,1.11
3433,1.24,1.24
3438,1.34,1.34
3442,1.42,1.42
3446,1.51,1.51
3450,1.58,1.58
3454,1.65,1.65
3459,1.72,1.72
3463,1.77,1.77
3467,1.81,1.81
3471,1.83,1.83
3475,1.85,1.85
3479,1.87,1.87
3483,1.87,1.87
3487,1.86,1.86
3491,1.84,1.84
3495,1.81,1.81
3500,1.78,1.78
3505,1.75,1.75
3509,1.72,1.72
3513,1.68,1.68
3517,1.65,1.65
3521,1.60,1.60
3525,1.55,1.55
3529,1.50,1.50
3533,1.45,1.45
3537,1.38,1.38
3542,1.33,1.33
3546,1.27,1.27
3550,1.20,1.20
3554,1.12,1.12
3558,1.04,1.04
3562,0.94,0.94
3566,0.82,0.82
3571,0.71,0.71
3575,0.59,0.59
3579,0.46,0.46
3584,0.32,0.32
3588,0.16,0.16
3592,-0.05,-0.05
3596,-0.21,-0.21
3601,-0.40,-0.40
3606,-0.59,-0.59
3610,-0.74,-0.74
3615,-0.90,-0.90
3619,-1.05,-1.05
3624,-1.16,-1.16
3629,-1.29,-1.29
3634,-1.40,-1.40
3639,-1.47,-1.47
3643,-1.55,-1.55
3648,-1.62,-1.62
3652,-1.67,-1.67
3657,-1.73,-1.73
3661,-1.80,-1.80
3666,-1.86,-1.86
3672,-1.94,-1.94
3676,-2.00,-2.00
3681,-2.00,-2.00
3685,-2.00,-2.00
3690,-2.00,-2.00
3694,-2.00,-2.00
3699,-2.00,-2.00
3704,-2.00,-2.00
3708,-2.00,-2.00
3714,-2.00,-2.00
3718,-2.00,-2.00
3723,-2.00,-2.00
3727,-2.00,-2.00
3732,-2.00,-2.00
3737,-2.00,-2.00
3741,-2.00,-2.00
3746,-2.00,-2.00
3750,-2.00,-2.00
3756,-2.00,-2.00
3760,-2.00,-2.00
3765,-2.00,-2.00
3770,-2.00,-2.00
3774,-2.00,-2.00
3779,-2.00,-2.00
3783,-2.00,-2.00
3788,-2.00,-2.00
3792,-2.00,-2.00
3798,-1.97,-1.97
3803,-1.89,-1.89
3807,-1.79,-1.79
3812,-1.68,-1.68
3816,-1.58,-1.58
3821,-1.45,-1.45
3825,-1.30,-1.30
3830,-1.16,-1.16
3835,-0.98,-0.98
3840,-0.78,-0.78
3845,-0.62,-0.62
3849,-0.41,-0.41
3854,-0.19,-0.19
3858,-0.01,-0.01
3863,0.21,0.21
3867,0.39,0.39
3871,0.56,0.56
3875,0.74,0.74
3879,0.94,0.94
3884,1.10,1.10
3888,1.26,1.26
3892,1.41,1.41
3896,1.54,1.54
3901,1.67,1.67
3905,1.80,1.80
3909,1.89,1.89
3913,1.96,1.96
3917,2.00,2.00
3921,2.00,2.00
3926,2.00,2.00
3930,2.00,2.00
3934,2.00,2.00
3938,1.99,1.99
3942,1.94,1.94
3946,1.89,1.89
3950,1.84,1.84
3954,1.78,1.78
3958,1.73,1.73
3962,1.68,1.68
3968,1.64,1.64
3972,1.58,1.58
3976,1.53,1.53
3980,1.49,1.49
3984,1.43,1.43
3988,1.38,1.38
3992,1.33,1.33
3996,1.27,1.27
4000,1.21,1.21
4004,1.13,1.13
4008,1.01,1.01
4013,0.91,0.91
4017,0.79,0.79
4021,0.67,0.67
4025,0.54,0.54
4029,0.41,0.41
4034,0.23,0.23
4038,0.08,0.08
4042,-0.06,-0.06
4046,-0.23,-0.23
4051,-0.37,-0.37
4056,-0.54,-0.54
4061,-0.69,-0.69
4065,-0.80,-0.80
4070,-0.94,-0.94
4075,-1.08,-1.08
4079,-1.18,-1.18
4084,-1.31,-1.31
4088,-1.44,-1.44
4093,-1.54,-1.54
4098,-1.66,-1.66
4103,-1.78,-1.78
4108,-1.87,-1.87
4112,-1.98,-1.98
4117,-2.00,-2.00
4121,-2.00,-2.00
4126,-2.00,-2.00
4130,-2.00,-2.00
4135,-2.00,-2.00
4141,-2.00,-2.00
4145,-2.00,-2.00
4150,-2.00,-2.00
4154,-2.00,-2.00
4159,-2.00,-2.00
4163,-2.00,-2.00
4168,-2.00,-2.00
4173,-2.00,-2.00
4177,-2.00,-2.00
4183,-2.00,-2.00
4187,-2.00,-2.00
4192,-2.00,-2.00
4196,-2.00,-2.00
4201,-2.00,-2.00
4206,-2.00,-2.00
4210,-2.00,-2.00
4215,-1.99,-1.99
4219,-1.93,-1.93
4225,-1.88,-1.88
4229,-1.80,-1.80
4234,-1.71,-1.71
4239,-1.62,-1.62
4243,-1.49,-1.49
4248,-1.35,-1.35
4252,-1.22,-1.22
4257,-1.06,-1.06
4261,-0.88,-0.88
4267,-0.73,-0.73
4272,-0.55,-0.55
4276,-0.35,-0.35
4281,-0.16,-0.16
4285,-0.00,-0.00
4290,0.20,0.20
4294,0.36,0.36
4298,0.51,0.51
4302,0.65,0.65
4306,0.79,0.79
4311,0.92,0.92
4315,1.03,1.03
4319,1.13,1.13
4323,1.21,1.21
4327,1.30,1.30
4331,1.37,1.37
4336,1.45,1.45
4340,1.51,1.51
4344,1.55,1.55
4348,1.59,1.59
4353,1.61,1.61
4357,1.63,1.63
4361,1.65,1.65
4365,1.66,1.66
4369,1.66,1.66
4373,1.67,1.67
4377,1.67,1.67
4381,1.67,1.67
4385,1.68,1.68
4389,1.69,1.69
4393,1.71,1.71
4398,1.73,1.73
4403,1.76,1.76
4407,1.78,1.78
4411,1.81,1.81
4415,1.84,1.84
4419,1.85,1.85
4423,1.85,1.85
4427,1.84,1.84
4431,1.82,1.82
4435,1.78,1.78
4440,1.70,1.70
4444,1.62,1.62
4448,1.50,1.50
4452,1.36,1.36
4456,1.21,1.21
4460,1.04,1.04
4464,0.82,0.82
4469,0.63,0.63
4473,0.45,0.45
4477,0.27,0.27
4482,0.09,0.09
4486,-0.09,-0.09
4490,-0.29,-0.29
4495,-0.49,-0.49
4500,-0.64,-0.64
4504,-0.82,-0.82
4509,-0.99,-0.99
4513,-1.11,-1.11
4518,-1.24,-1.24
4523,-1.37,-1.37
4528,-1.46,-1.46
4533,-1.58,-1.58
4537,-1.69,-1.69
4542,-1.81,-1.81
4546,-1.90,-1.90
4551,-2.00,-2.00
4555,-2.00,-2.00
4560,-2.00,-2.00
4564,-2.00,-2.00
4570,-2.00,-2.00
4575,-2.00,-2.00
4579,-2.00,-2.00
4584,-2.00,-2.00
4588,-2.00,-2.00
4593,-2.00,-2.00
4597,-2.00,-2.00
4602,-2.00,-2.00
4608,-1.99,-1.99
4612,-1.97,-1.97
4617,-1.98,-1.98
4621,-2.00,-2.00
4626,-2.00,-2.00
4630,-2.00,-2.00
4635,-2.00,-2.00
4640,-2.00,-2.00
4644,-2.00,-2.00
4649,-2.00,-2.00
4654,-2.00,-2.00
4659,-2.00,-2.00
4663,-2.00,-2.00
4668,-2.00,-2.00
4673,-2.00,-2.00
4677,-2.00,-2.00
4682,-2.00,-2.00
4686,-2.00,-2.00
4691,-2.00,-2.00
4696,-1.97,-1.97
4701,-1.85,-1.85
4706,-1.73,-1.73
4710,-1.56,-1.56
4715,-1.35,-1.35
4719,-1.16,-1.16
4724,-0.90,-0.90
4728,-0.62,-0.62
4733,-0.39,-0.39
4739,-0.09,-0.09
4743,0.22,0.22
4747,0.46,0.46
4751,0.69,0.69
4755,0.91,0.91
4759,1.11,1.11
4763,1.33,1.33
4768,1.49,1.49
4772,1.64,1.64
4776,1.77,1.77
4781,1.89,1.89
4785,1.99,1.99
4789,2.00,2.00
4793,2.00,2.00
4797,2.00,2.00
4801,2.00,2.00
4805,2.00,2.00
4809,2.00,2.00
4813,2.00,2.00
4817,2.00,2.00
4822,1.96,1.96
4826,1.86,1.86
4830,1.77,1.77
4835,1.67,1.67
4839,1.59,1.59
4843,1.48,1.48
4847,1.41,1.41
4851,1.35,1.35
4855,1.30,1.30
4859,1.25,1.25
4864,1.21,1.21
4868,1.16,1.16
4872,1.14,1.14
4876,1.13,1.13
4880,1.13,1.13
4884,1.13,1.13
4888,1.13,1.13
4892,1.12,1.12
4896,1.08,1.08
4901,1.04,1.04
4905,0.98,0.98
4910,0.91,0.91
4914,0.83,0.83
4918,0.73,0.73
4922,0.59,0.59
4926,0.46,0.46
4930,0.32,0.32
4934,0.18,0.18
4938,0.03,0.03
4942,-0.12,-0.12
4947,-0.31,-0.31
4952,-0.50,-0.50
4957,-0.61,-0.61
4961,-0.77,-0.77
4966,-0.92,-0.92
4971,-1.03,-1.03
4975,-1.16,-1.16
4980,-1.29,-1.29
4984,-1.39,-1.39
4989,-1.51,-1.51
4994,-1.64,-1.64
4999,-1.77,-1.77
5004,-1.87,-1.87
5008,-1.99,-1.99
5013,-2.00,-2.00
5017,-2.00,-2.00
5022,-2.00,-2.00
5026,-2.00,-2.00
5031,-2.00,-2.00
5037,-2.00,-2.00
5041,-2.00,-2.00
5046,-2.00,-2.00
5050,-2.00,-2.00
5055,-2.00,-2.00
5059,-2.00,-2.00
5064,-2.00,-2.00
5069,-2.00,-2.00
5073,-2.00,-2.00
5079,-2.00,-2.00
5083,-2.00,-2.00
5088,-2.00,-2.00
5092,-2.00,-2.00
5097,-2.00,-2.00
5102,-2.00,-2.00
5106,-2.00,-2.00
5111,-2.00,-2.00
5115,-2.00,-2.00
5121,-2.00,-2.00
5125,-2.00,-2.00
5130,-2.00,-2.00
5135,-2.00,-2.00
5139,-2.00,-2.00
