,1.62,1.62
5140,-1.96,-1.96
5144,-2.00,-2.00
5149,-2.00,-2.00
5154,-2.00,-2.00
5158,-2.00,-2.00
5164,-2.00,-2.00
5168,-2.00,-2.00
5173,-2.00,-2.00
5177,-2.00,-2.00
5182,-2.00,-2.00
5187,-2.00,-2.00
5191,-2.00,-2.00
5196,-2.00,-2.00
5200,-1.96,-1.96
5206,-1.83,-1.83
5210,-1.75,-1.75
5215,-1.67,-1.67
5220,-1.52,-1.52
5224,-1.32,-1.32
5229,-1.10,-1.10
5233,-0.92,-0.92
5238,-0.65,-0.65
5242,-0.43,-0.43
5248,-0.35,-0.35
5253,-0.14,-0.14
5257,0.40,0.40
5261,0.94,0.94
5265,1.20,1.20
5269,1.60,1.60
5273,2.00,2.00
5277,2.00,2.00
5282,2.00,2.00
5286,2.00,2.00
5291,2.00,2.00
5295,2.00,2.00
5299,2.00,2.00
5303,2.00,2.00
5307,2.00,2.00
5311,2.00,2.00
5315,2.00,2.00
5319,2.00,2.00
5323,2.00,2.00
5327,2.00,2.00
5331,1.96,1.96
5336,1.64,1.64
5340,1.34,1.34
5344,1.08,1.08
5349,0.94,0.94
5353,0.87,0.87
5357,0.74,0.74
5361,0.68,0.68
5365,0.68,0.68
5369,0.70,0.70
5373,0.67,0.67
5378,0.67,0.67
5382,0.68,0.68
5386,0.73,0.73
5390,0.76,0.76
5394,0.78,0.78
5398,0.81,0.81
5402,0.82,0.82
5406,0.85,0.85
5410,0.87,0.87
5415,0.87,0.87
5420,0.83,0.83
5424,0.79,0.79
5428,0.74,0.74
5432,0.75,0.75
5436,0.74,0.74
5440,0.66,0.66
5444,0.63,0.63
5448,0.60,0.60
5452,0.52,0.52
5456,0.43,0.43
5460,0.30,0.30
5465,0.10,0.10
5469,-0.06,-0.06
5474,-0.23,-0.23
5478,-0.47,-0.47
5483,-0.69,-0.69
5488,-0.91,-0.91
5492,-1.14,-1.14
5497,-1.11,-1.11
5501,-1.62,-1.62
5507,-1.86,-1.86
5511,-2.00,-2.00
5516,-2.00,-2.00
5521,-2.00,-2.00
5525,-2.00,-2.00
5530,-2.00,-2.00
5534,-2.00,-2.00
5539,-2.00,-2.00
5543,-2.00,-2.00
5549,-2.00,-2.00
5554,-2.00,-2.00
5558,-1.46,-1.46
5563,-1.26,-1.26
5567,-1.27,-1.27
5572,-1.14,-1.14
5576,-1.22,-1.22
5581,-1.43,-1.43
5586,-1.60,-1.60
5591,-1.78,-1.78
5596,-1.96,-1.96
5600,-2.00,-2.00
5605,-2.00,-2.00
5609,-2.00,-2.00
5614,-1.97,-1.97
5619,-2.00,-2.00
5623,-2.00,-2.00
5628,-2.00,-2.00
5633,-2.00,-2.00
5638,-2.00,-2.00
5642,-2.00,-2.00
5647,-2.00,-2.00
5652,-2.00,-2.00
5656,-1.99,-1.99
5661,-1.88,-1.88
5665,-1.80,-1.80
5670,-1.73,-1.73
5675,-1.65,-1.65
5680,-1.54,-1.54
5685,-1.45,-1.45
5689,-1.29,-1.29
5694,-1.21,-1.21
5698,-1.09,-1.09
5703,-0.96,-0.96
5707,-0.86,-0.86
5712,-0.72,-0.72
5718,-0.57,-0.57
5722,-0.36,-0.36
5727,-0.11,-0.11
5731,0.13,0.13
5735,0.36,0.36
5739,0.85,0.85
5743,1.47,1.47
5748,1.72,1.72
5752,2.00,2.00
5756,2.00,2.00
5761,2.00,2.00
5765,2.00,2.00
5769,2.00,2.00
5773,2.00,2.00
5777,2.00,2.00
5781,2.00,2.00
5785,2.00,2.00
5789,2.00,2.00
5793,2.00,2.00
5797,2.00,2.00
5801,1.80,1.80
5806,1.60,1.60
5810,1.39,1.39
5815,1.21,1.21
5819,1.08,1.08
5823,0.98,0.98
5827,0.93,0.93
5831,0.95,0.95
5835,0.95,0.95
5839,0.97,0.97
5843,1.00,1.00
5848,1.00,1.00
5852,0.99,0.99
5856,1.03,1.03
5860,1.05,1.05
5864,1.03,1.03
5868,1.00,1.00
5872,0.95,0.95
5876,0.94,0.94
5881,0.84,0.84
5885,0.75,0.75
5890,0.64,0.64
5894,0.47,0.47
5898,0.34,0.34
5902,0.20,0.20
5906,0.03,0.03
5910,-0.12,-0.12
5915,-0.27,-0.27
5919,-0.50,-0.50
5924,-0.68,-0.68
5928,-0.96,-0.96
5934,-1.24,-1.24
5938,-1.36,-1.36
5943,-1.67,-1.67
5947,-2.00,-2.00
5952,-2.00,-2.00
5957,-2.00,-2.00
5961,-2.00,-2.00
5966,-2.00,-2.00
5970,-2.00,-2.00
5976,-2.00,-2.00
5980,-2.00,-2.00
5985,-2.00,-2.00
5990,-2.00,-2.00
5994,-2.00,-2.00
5999,-1.85,-1.85
6003,-1.74,-1.74
6008,-1.66,-1.66
6012,-1.70,-1.70
6018,-1.66,-1.66
6023,-1.68,-1.68
6027,-1.73,-1.73
6032,-1.78,-1.78
6036,-1.86,-1.86
6041,-1.90,-1.90
6045,-1.88,-1.88
6050,-1.81,-1.81
6055,-1.74,-1.74
6060,-1.80,-1.80
6065,-2.00,-2.00
6069,-2.00,-2.00
6074,-2.00,-2.00
6078,-2.00,-2.00
6083,-2.00,-2.00
6088,-2.00,-2.00
6092,-2.00,-2.00
6097,-2.00,-2.00
6102,-2.00,-2.00
6107,-2.00,-2.00
6111,-1.91,-1.91
6116,-1.73,-1.73
6121,-1.59,-1.59
6125,-1.43,-1.43
6130,-1.25,-1.25
6134,-1.11,-1.11
6139,-0.93,-0.93
6144,-0.78,-0.78
6149,-0.62,-0.62
6154,-0.43,-0.43
6158,-0.21,-0.21
6163,-0.04,-0.04
6167,0.18,0.18
6171,0.31,0.31
6175,0.73,0.73
6180,1.29,1.29
6184,1.49,1.49
6189,1.64,1.64
6193,1.43,1.43
6197,1.63,1.63
6201,2.00,2.00
6205,2.00,2.00
6209,2.00,2.00
6213,2.00,2.00
6217,2.00,2.00
6221,2.00,2.00
6225,2.00,2.00
6230,2.00,2.00
6234,2.00,2.00
6238,2.00,2.00
6242,2.00,2.00
6246,1.88,1.88
6251,1.74,1.74
6255,1.60,1.60
6259,1.44,1.44
6263,1.35,1.35
6267,1.20,1.20
6272,1.16,1.16
6276,1.13,1.13
6280,1.12,1.12
6284,1.10,1.10
6288,1.08,1.08
6292,1.07,1.07
6296,1.06,1.06
6300,1.04,1.04
6304,1.03,1.03
6308,1.02,1.02
6313,1.02,1.02
6318,1.04,1.04
6322,1.05,1.05
6326,1.05,1.05
6330,1.04,1.04
6334,1.01,1.01
6338,0.98,0.98
6342,0.93,0.93
6346,0.89,0.89
6350,0.84,0.84
6354,0.74,0.74
6359,0.64,0.64
6363,0.53,0.53
6367,0.42,0.42
6371,0.29,0.29
6375,0.18,0.18
6380,0.07,0.07
6384,-0.08,-0.08
6388,-0.29,-0.29
6393,-0.45,-0.45
6397,-0.62,-0.62
6403,-0.88,-0.88
6407,-1.24,-1.24
6412,-1.16,-1.16
6417,-1.56,-1.56
6421,-2.00,-2.00
6426,-2.00,-2.00
6430,-2.00,-2.00
6435,-2.00,-2.00
6439,-2.00,-2.00
6445,-2.00,-2.00
6450,-2.00,-2.00
6454,-2.00,-2.00
6459,-2.00,-2.00
6463,-2.00,-2.00
6468,-2.00,-2.00
6472,-2.00,-2.00
6477,-2.00,-2.00
6482,-1.87,-1.87
6487,-1.84,-1.84
6492,-1.75,-1.75
6496,-1.66,-1.66
6501,-1.64,-1.64
6505,-1.59,-1.59
6510,-1.60,-1.60
6515,-1.60,-1.60
6519,-1.66,-1.66
6524,-1.71,-1.71
6529,-1.81,-1.81
6534,-1.98,-1.98
6538,-2.00,-2.00
6543,-2.00,-2.00
6548,-2.00,-2.00
6552,-2.00,-2.00
6557,-2.00,-2.00
6561,-2.00,-2.00
6566,-2.00,-2.00
6571,-2.00,-2.00
6576,-2.00,-2.00
6581,-2.00,-2.00
6585,-1.91,-1.91
6590,-1.79,-1.79
6594,-1.67,-1.67
6599,-1.54,-1.54
6603,-1.42,-1.42
6608,-1.25,-1.25
6614,-1.10,-1.10
6618,-0.99,-0.99
6623,-0.86,-0.86
6627,-0.77,-0.77
6632,-0.62,-0.62
6636,-0.51,-0.51
6641,-0.31,-0.31
6646,0.04,0.04
6650,0.54,0.54
6654,0.79,0.79
6659,0.98,0.98
6663,1.10,1.10
6667,1.37,1.37
6671,1.69,1.69
6675,1.99,1.99
6679,2.00,2.00
6683,2.00,2.00
6687,2.00,2.00
6691,2.00,2.00
6695,2.00,2.00
6700,2.00,2.00
6704,2.00,2.00
6708,2.00,2.00
6713,2.00,2.00
6717,1.88,1.88
6721,1.72,1.72
6725,1.60,1.60
6729,1.47,1.47
6733,1.41,1.41
6737,1.35,1.35
6742,1.31,1.31
6746,1.28,1.28
6750,1.25,1.25
6754,1.20,1.20
6758,1.16,1.16
6762,1.12,1.12
6766,1.08,1.08
6770,1.08,1.08
6774,1.05,1.05
6779,1.06,1.06
6784,1.06,1.06
6788,1.06,1.06
6792,1.04,1.04
6796,1.02,1.02
6800,1.01,1.01
6804,0.95,0.95
6808,0.89,0.89
6812,0.81,0.81
6816,0.72,0.72
6820,0.64,0.64
6824,0.53,0.53
6829,0.45,0.45
6833,0.30,0.30
6837,0.20,0.20
6841,0.12,0.12
6846,-0.03,-0.03
6850,-0.21,-0.21
6855,-0.38,-0.38
6859,-0.71,-0.71
6864,-0.88,-0.88
6868,-1.16,-1.16
6874,-1.42,-1.42
6878,-1.82,-1.82
6883,-1.93,-1.93
6888,-2.00,-2.00
6892,-2.00,-2.00
6897,-2.00,-2.00
6901,-2.00,-2.00
6906,-2.00,-2.00
6910,-2.00,-2.00
6916,-2.00,-2.00
6921,-2.00,-2.00
6925,-2.00,-2.00
6930,-2.00,-2.00
6934,-2.00,-2.00
6939,-2.00,-2.00
6943,-1.92,-1.92
6948,-1.77,-1.77
6953,-1.72,-1.72
6958,-1.71,-1.71
6963,-1.70,-1.70
6967,-1.75,-1.75
6972,-1.80,-1.80
6976,-1.87,-1.87
6981,-1.89,-1.89
6986,-1.89,-1.89
6990,-1.92,-1.92
6995,-1.97,-1.97
7000,-1.99,-1.99
7005,-1.99,-1.99
7009,-2.00,-2.00
7014,-2.00,-2.00
7019,-2.00,-2.00
7023,-2.00,-2.00
7028,-1.98,-1.98
7032,-1.93,-1.93
7037,-1.84,-1.84
7042,-1.73,-1.73
7047,-1.65,-1.65
7052,-1.53,-1.53
7056,-1.43,-1.43
7061,-1.34,-1.34
7065,-1.23,-1.23
7070,-1.09,-1.09
7074,-0.98,-0.98
7079,-0.81,-0.81
7085,-0.58,-0.58
7089,-0.39,-0.39
7094,-0.01,-0.01
7098,0.49,0.49
7102,0.97,0.97
7106,1.19,1.19
7110,1.53,1.53
7115,1.88,1.88
7119,2.00,2.00
7123,2.00,2.00
7128,2.00,2.00
7132,2.00,2.00
7136,2.00,2.00
7140,2.00,2.00
7144,2.00,2.00
7148,2.00,2.00
7152,2.00,2.00
7156,2.00,2.00
7160,2.00,2.00
7164,2.00,2.00
7169,2.00,2.00
7173,1.88,1.88
7177,1.79,1.79
7182,1.74,1.74
7186,1.57,1.57
7190,1.44,1.44
7194,1.35,1.35
7198,1.29,1.29
7202,1.23,1.23
7206,1.21,1.21
7211,1.16,1.16
7215,1.14,1.14
7219,1.12,1.12
7223,1.15,1.15
7227,1.11,1.11
7231,1.08,1.08
7235,1.06,1.06
7239,1.00,1.00
7243,0.93,0.93
7248,0.86,0.86
7252,0.76,0.76
7257,0.69,0.69
7261,0.65,0.65
7265,0.59,0.59
7269,0.50,0.50
7273,0.36,0.36
7277,0.16,0.16
7281,-0.03,-0.03
7286,-0.26,-0.26
7290,-0.54,-0.54
7296,-0.82,-0.82
7300,-1.08,-1.08
7305,-1.35,-1.35
7309,-1.39,-1.39
7314,-1.79,-1.79
7319,-1.84,-1.84
7323,-2.00,-2.00
7328,-2.00,-2.00
7332,-2.00,-2.00
7337,-2.00,-2.00
7342,-2.00,-2.00
7347,-2.00,-2.00
7352,-2.00,-2.00
7356,-2.00,-2.00
7361,-2.00,-2.00
7365,-2.00,-2.00
7370,-2.00,-2.00
7374,-2.00,-2.00
7379,-1.93,-1.93
7385,-2.00,-2.00
7389,-1.99,-1.99
7394,-1.84,-1.84
7398,-1.71,-1.71
7403,-1.68,-1.68
7407,-1.62,-1.62
7412,-1.61,-1.61
7417,-1.63,-1.63
7421,-1.67,-1.67
7427,-1.74,-1.74
7431,-1.82,-1.82
7436,-1.92,-1.92
7440,-1.96,-1.96
7445,-2.00,-2.00
7450,-2.00,-2.00
7454,-2.00,-2.00
7459,-2.00,-2.00
7463,-2.00,-2.00
7469,-2.00,-2.00
7473,-2.00,-2.00
7478,-2.00,-2.00
7483,-1.92,-1.92
7487,-1.82,-1.82
7492,-1.73,-1.73
7496,-1.61,-1.61
7501,-1.51,-1.51
7505,-1.45,-1.45
7511,-1.38,-1.38
7516,-1.29,-1.29
7520,-1.22,-1.22
7525,-1.15,-1.15
7529,-1.00,-1.00
7534,-0.91,-0.91
7538,-0.77,-0.77
7543,-0.52,-0.52
7548,-0.29,-0.29
7553,-0.04,-0.04
7558,0.52,0.52
7562,1.08,1.08
7566,1.41,1.41
7570,1.59,1.59
7574,2.00,2.00
7578,2.00,2.00
7582,2.00,2.00
7586,2.00,2.00
7590,2.00,2.00
7595,2.00,2.00
7599,2.00,2.00
7603,2.00,2.00
7607,2.00,2.00
7612,2.00,2.00
7616,2.00,2.00
7620,1.96,1.96
7624,1.89,1.89
7628,1.64,1.64
7632,1.51,1.51
7636,1.44,1.44
7641,1.34,1.34
7645,1.33,1.33
7649,1.27,1.27
7653,1.27,1.27
7657,1.13,1.13
7661,1.15,1.15
7665,1.11,1.11
7669,1.06,1.06
7673,1.02,1.02
7678,1.01,1.01
7683,0.98,0.98
7687,0.96,0.96
7691,0.99,0.99
7695,0.99,0.99
7699,0.99,0.99
7703,1.00,1.00
7707,0.96,0.96
7711,0.94,0.94
7715,0.91,0.91
7719,0.89,0.89
7724,0.84,0.84
7728,0.77,0.77
7732,0.68,0.68
7736,0.58,0.58
7740,0.46,0.46
7745,0.29,0.29
7749,0.11,0.11
7753,-0.08,-0.08
7757,-0.33,-0.33
7762,-0.56,-0.56
7767,-0.72,-0.72
7772,-0.91,-0.91
7776,-1.27,-1.27
7781,-1.09,-1.09
7786,-1.44,-1.44
7790,-1.59,-1.59
7795,-1.76,-1.76
7799,-1.86,-1.86
7804,-2.00,-2.00
7809,-2.00,-2.00
7814,-2.00,-2.00
7819,-2.00,-2.00
7823,-2.00,-2.00
7828,-2.00,-2.00
7832,-2.00,-2.00
7837,-2.00,-2.00
7841,-2.00,-2.00
7846,-1.95,-1.95
7852,-1.81,-1.81
7856,-1.77,-1.77
7861,-1.69,-1.69
7865,-1.57,-1.57
7870,-1.61,-1.61
7874,-1.63,-1.63
7879,-1.84,-1.84
7884,-2.00,-2.00
7888,-2.00,-2.00
7894,-2.00,-2.00
7898,-2.00,-2.00
7903,-2.00,-2.00
7907,-2.00,-2.00
7912,-2.00,-2.00
7917,-1.93,-1.93
7921,-2.00,-2.00
7926,-2.00,-2.00
7930,-2.00,-2.00
7936,-2.00,-2.00
7940,-2.00,-2.00
7945,-1.90,-1.90
7950,-1.75,-1.75
7954,-1.64,-1.64
7959,-1.57,-1.57
7963,-1.51,-1.51
7968,-1.43,-1.43
7972,-1.36,-1.36
7977,-1.24,-1.24
7983,-1.08,-1.08
7987,-0.92,-0.92
7992,-0.75,-0.75
7996,-0.55,-0.55
8001,-0.42,-0.42
8005,-0.19,-0.19
8010,0.42,0.42
8014,0.72,0.72
8018,1.01,1.01
8023,1.31,1.31
8027,1.65,1.65
8031,1.91,1.91
8035,2.00,2.00
8039,2.00,2.00
8044,2.00,2.00
8048,2.00,2.00
8052,2.00,2.00
8056,2.00,2.00
8060,2.00,2.00
8065,2.00,2.00
8069,2.00,2.00
8073,2.00,2.00
8077,1.96,1.96
8081,1.80,1.80
8085,1.59,1.59
8089,1.46,1.46
8093,1.35,1.35
8097,1.17,1.17
8101,1.15,1.15
8105,1.16,1.16
8111,1.14,1.14
8115,1.16,1.16
8119,1.18,1.18
8123,1.21,1.21
8127,1.18,1.18
8131,1.21,1.21
8135,1.20,1.20
8139,1.15,1.15
8143,1.14,1.14
8147,1.13,1.13
8152,1.11,1.11
8156,1.10,1.10
8160,1.06,1.06
8164,0.98,0.98
8168,0.90,0.90
8172,0.83,0.83
8177,0.72,0.72
8181,0.63,0.63
8185,0.52,0.52
8189,0.42,0.42
8194,0.34,0.34
8198,0.23,0.23
8202,0.19,0.19
8206,0.02,0.02
8210,-0.24,-0.24
8215,-0.56,-0.56
8219,-0.83,-0.83
8224,-0.93,-0.93
8228,-1.39,-1.39
8233,-1.53,-1.53
8238,-1.75,-1.75
8243,-1.98,-1.98
8248,-2.00,-2.00
8252,-2.00,-2.00
8257,-2.00,-2.00
8261,-2.00,-2.00
8266,-2.00,-2.00
8270,-2.00,-2.00
8275,-2.00,-2.00
8281,-2.00,-2.00
8285,-2.00,-2.00
8290,-2.00,-2.00
8294,-2.00,-2.00
8299,-2.00,-2.00
8303,-1.99,-1.99
8308,-1.83,-1.83
8313,-1.85,-1.85
8317,-1.88,-1.88
8323,-1.88,-1.88
8327,-1.83,-1.83
8332,-1.75,-1.75
8336,-1.73,-1.73
8341,-1.68,-1.68
8346,-1.64,-1.64
8350,-1.68,-1.68
8355,-1.72,-1.72
8359,-1.82,-1.82
8365,-1.92,-1.92
8369,-1.96,-1.96
8374,-1.96,-1.96
8379,-1.94,-1.94
8383,-1.91,-1.91
8388,-1.86,-1.86
8392,-1.82,-1.82
8397,-1.77,-1.77
8401,-1.71,-1.71
8407,-1.61,-1.61
8412,-1.50,-1.50
8416,-1.38,-1.38
8421,-1.23,-1.23
8425,-1.12,-1.12
8430,-1.03,-1.03
8434,-0.75,-0.75
8439,-0.49,-0.49
8444,-0.27,-0.27
8449,0.07,0.07
8453,0.44,0.44
8457,0.88,0.88
8461,1.25,1.25
8465,1.58,1.58
8469,2.00,2.00
8473,2.00,2.00
8478,2.00,2.00
8482,2.00,2.00
8486,2.00,2.00
8491,2.00,2.00
8495,2.00,2.00
8499,2.00,2.00
8503,2.00,2.00
8507,2.00,2.00
8511,2.00,2.00
8515,2.00,2.00
8519,2.00,2.00
8523,2.00,2.00
8527,1.98,1.98
8531,1.86,1.86
8536,1.78,1.78
8540,1.53,1.53
8545,1.31,1.31
8549,1.20,1.20
8553,1.14,1.14
8557,1.14,1.14
8561,1.11,1.11
8565,1.15,1.15
8569,1.22,1.22
8573,1.16,1.16
8578,1.13,1.13
8582,1.14,1.14
8586,1.11,1.11
8590,1.12,1.12
8594,1.11,1.11
8598,1.09,1.09
8602,1.11,1.11
8606,1.14,1.14
8611,1.12,1.12
8615,1.14,1.14
8620,1.06,1.06
8624,0.96,0.96
8628,0.85,0.85
8632,0.71,0.71
8636,0.54,0.54
8640,0.39,0.39
8644,0.22,0.22
8648,0.00,0.00
8652,-0.18,-0.18
8657,-0.39,-0.39
8662,-0.64,-0.64
8667,-0.86,-0.86
8671,-1.54,-1.54
8676,-1.19,-1.19
8681,-1.46,-1.46
8685,-1.77,-1.77
8690,-1.89,-1.89
8694,-2.00,-2.00
8699,-2.00,-2.00
8704,-2.00,-2.00
8709,-2.00,-2.00
8714,-2.00,-2.00
8718,-2.00,-2.00
8723,-2.00,-2.00
8727,-2.00,-2.00
8732,-2.00,-2.00
8736,-2.00,-2.00
8741,-2.00,-2.00
8747,-2.00,-2.00
8751,-1.76,-1.76
8756,-1.55,-1.55
8760,-1.55,-1.55
8765,-1.68,-1.68
8769,-1.66,-1.66
8774,-1.73,-1.73
8779,-1.92,-1.92
8783,-1.93,-1.93
8788,-2.00,-2.00
8793,-2.00,-2.00
8798,-2.00,-2.00
8802,-2.00,-2.00
8807,-2.00,-2.00
8812,-1.89,-1.89
8816,-1.81,-1.81
8821,-1.72,-1.72
8825,-1.84,-1.84
8830,-1.98,-1.98
8835,-2.00,-2.00
8840,-2.00,-2.00
8845,-2.00,-2.00
8849,-2.00,-2.00
8854,-1.87,-1.87
8858,-1.73,-1.73
8863,-1.62,-1.62
8867,-1.51,-1.51
8872,-1.42,-1.42
8878,-1.35,-1.35
8882,-1.22,-1.22
8887,-1.02,-1.02
8891,-0.89,-0.89
8896,-0.75,-0.75
8900,-0.57,-0.57
8905,-0.41,-0.41
8910,-0.21,-0.21
8914,-0.01,-0.01
8920,0.17,0.17
8924,0.56,0.56
8928,0.96,0.96
8932,1.24,1.24
8936,1.53,1.53
8940,1.81,1.81
8944,2.00,2.00
8948,2.00,2.00
8952,2.00,2.00
8956,2.00,2.00
8961,2.00,2.00
8965,2.00,2.00
8969,2.00,2.00
8973,2.00,2.00
8978,2.00,2.00
8982,2.00,2.00
8986,2.00,2.00
8990,2.00,2.00
8994,1.83,1.83
8998,1.56,1.56
9003,1.43,1.43
9007,1.37,1.37
9011,1.32,1.32
9015,1.27,1.27
9019,1.23,1.23
9023,1.23,1.23
9027,1.22,1.22
9031,1.21,1.21
9035,1.16,1.16
9039,1.13,1.13
9044,1.07,1.07
9049,1.06,1.06
9053,1.02,1.02
9057,0.98,0.98
9061,0.92,0.92
9065,0.84,0.84
9069,0.82,0.82
9073,0.83,0.83
9077,0.79,0.79
9081,0.70,0.70
9085,0.62,0.62
9090,0.51,0.51
9094,0.41,0.41
9098,0.29,0.29
9102,0.09,0.09
9106,-0.09,-0.09
9111,-0.28,-0.28
9116,-0.53,-0.53
9120,-0.74,-0.74
9125,-1.08,-1.08
9129,-1.08,-1.08
9135,-1.58,-1.58
9139,-1.72,-1.72
9144,-2.00,-2.00
9149,-2.00,-2.00
9153,-2.00,-2.00
9158,-2.00,-2.00
9162,-2.00,-2.00
9167,-2.00,-2.00
9171,-2.00,-2.00
9177,-2.00,-2.00
9182,-2.00,-2.00
9186,-2.00,-2.00
9191,-2.00,-2.00
9195,-2.00,-2.00
9200,-2.00,-2.00
9204,-2.00,-2.00
9209,-2.00,-2.00
9214,-2.00,-2.00
9219,-2.00,-2.00
9224,-2.00,-2.00
9228,-2.00,-2.00
9233,-2.00,-2.00
9237,-2.00,-2.00
9242,-2.00,-2.00
9247,-2.00,-2.00
9251,-2.00,-2.00
9256,-2.00,-2.00
9261,-2.00,-2.00
9266,-2.00,-2.00
9270,-1.96,-1.96
9275,-1.81,-1.81
9280,-1.66,-1.66
9284,-1.49,-1.49
9289,-1.40,-1.40
9293,-1.30,-1.30
9298,-1.18,-1.18
9303,-1.04,-1.04
9308,-0.85,-0.85
9313,-0.69,-0.69
9317,-0.52,-0.52
9322,-0.27,-0.27
9326,-0.02,-0.02
9331,0.19,0.19
9335,0.47,0.47
9339,1.11,1.11
9344,1.37,1.37
9348,1.67,1.67
9352,1.92,1.92
9356,2.00,2.00
9360,2.00,2.00
9364,2.00,2.00
9368,2.00,2.00
9372,2.00,2.00
9377,2.00,2.00
9381,2.00,2.00
9385,2.00,2.00
9390,2.00,2.00
9394,2.00,2.00
9398,2.00,2.00
9402,2.00,2.00
9406,1.86,1.86
9410,1.71,1.71
9414,1.59,1.59
9418,1.44,1.44
9422,1.34,1.34
9426,1.29,1.29
9431,1.25,1.25
9435,1.22,1.22
9439,1.20,1.20
9444,1.16,1.16
9448,1.14,1.14
9452,1.15,1.15
9456,1.11,1.11
9460,1.09,1.09
9464,1.06,1.06
9468,1.04,1.04
9473,1.04,1.04
9477,1.03,1.03
9481,0.99,0.99
9485,0.91,0.91
9489,0.86,0.86
9493,0.80,0.80
9497,0.72,0.72
9501,0.62,0.62
9505,0.54,0.54
9510,0.47,0.47
9515,0.39,0.39
9519,0.32,0.32
9523,0.17,0.17
9527,0.02,0.02
9531,-0.18,-0.18
9535,-0.42,-0.42
9540,-0.68,-0.68
9545,-1.43,-1.43
9549,-1.03,-1.03
9554,-1.38,-1.38
9559,-1.65,-1.65
9564,-1.76,-1.76
9568,-1.97,-1.97
9573,-2.00,-2.00
9578,-2.00,-2.00
9582,-2.00,-2.00
9587,-2.00,-2.00
9591,-2.00,-2.00
9596,-2.00,-2.00
9601,-2.00,-2.00
9606,-1.92,-1.92
9611,-1.91,-1.91
9615,-1.88,-1.88
9620,-1.91,-1.91
9624,-1.93,-1.93
9629,-1.95,-1.95
9633,-2.00,-2.00
9638,-2.00,-2.00
9644,-2.00,-2.00
9648,-2.00,-2.00
9653,-2.00,-2.00
9657,-2.00,-2.00
9662,-2.00,-2.00
9666,-2.00,-2.00
9671,-2.00,-2.00
9676,-2.00,-2.00
9680,-2.00,-2.00
9686,-2.00,-2.00
9690,-2.00,-2.00
9695,-2.00,-2.00
9699,-2.00,-2.00
9704,-2.00,-2.00
9709,-2.00,-2.00
9713,-2.00,-2.00
9718,-2.00,-2.00
9722,-1.91,-1.91
9728,-1.78,-1.78
9732,-1.63,-1.63
9737,-1.48,-1.48
9742,-1.41,-1.41
9746,-1.33,-1.33
9751,-1.16,-1.16
9755,-0.96,-0.96
9760,-0.78,-0.78
9764,-0.58,-0.58
9769,-0.37,-0.37
9775,-0.18,-0.18
9779,0.04,0.04
9783,0.26,0.26
9787,0.74,0.74
9791,1.04,1.04
9795,1.41,1.41
9799,1.67,1.67
9803,1.91,1.91
9808,2.00,2.00
9812,2.00,2.00
9817,2.00,2.00
9821,2.00,2.00
9825,2.00,2.00
9829,2.00,2.00
9833,2.00,2.00
9837,2.00,2.00
9841,2.00,2.00
9845,2.00,2.00
9849,2.00,2.00
9853,2.00,2.00
9858,1.84,1.84
9862,1.60,1.60
9866,1.36,1.36
9870,1.18,1.18
9875,1.00,1.00
9879,0.90,0.90
9883,0.85,0.85
9887,0.87,0.87
9891,0.88,0.88
9895,0.86,0.86
9900,0.87,0.87
9904,0.87,0.87
9908,0.90,0.90
9912,0.93,0.93
9916,0.97,0.97
9920,0.98,0.98
9924,0.96,0.96
9928,0.91,0.91
9932,0.85,0.85
9936,0.79,0.79
9942,0.69,0.69
9946,0.58,0.58
9950,0.43,0.43
9954,0.31,0.31
9958,0.17,0.17
9962,0.06,0.06
9966,-0.09,-0.09
9970,-0.31,-0.31
9975,-0.49,-0.49
9980,-0.71,-0.71
9985,-0.95,-0.95
9990,-1.18,-1.18
9994,-1.05,-1.05
9999,-1.42,-1.42
10003,-1.70,-1.70
10008,-1.88,-1.88
10013,-2.00,-2.00
10018,-2.00,-2.00
10023,-2.00,-2.00
10029,-2.00,-2.00
10033,-2.00,-2.00
10038,-2.00,-2.00
10043,-2.00,-2.00
10048,-2.00,-2.00
10053,-2.00,-2.00
10058,-2.00,-2.00
10062,-2.00,-2.00
10067,-2.00,-2.00
10073,-2.00,-2.00
10078,-2.00,-2.00
10083,-2.00,-2.00
10087,-1.97,-1.97
10092,-1.91,-1.91
10097,-1.77,-1.77
10102,-1.57,-1.57
10107,-1.47,-1.47
10113,-1.42,-1.42
10117,-1.45,-1.45
10122,-1.56,-1.56
10127,-1.75,-1.75
10132,-1.94,-1.94
10137,-2.00,-2.00
10142,-2.00,-2.00
10146,-2.00,-2.00
10151,-2.00,-2.00
10157,-2.00,-2.00
10162,-1.94,-1.94
10167,-1.81,-1.81
10171,-1.64,-1.64
10176,-1.51,-1.51
10181,-1.35,-1.35
10186,-1.20,-1.20
10191,-1.07,-1.07
10196,-0.91,-0.91
10201,-0.77,-0.77
10206,-0.62,-0.62
10211,-0.41,-0.41
10216,-0.19,-0.19
10221,0.06,0.06
10225,0.57,0.57
10229,1.02,1.02
10234,1.39,1.39
10238,1.71,1.71
10243,1.96,1.96
10248,2.00,2.00
10252,2.00,2.00
10256,2.00,2.00
10261,2.00,2.00
10265,2.00,2.00
10269,2.00,2.00
10274,2.00,2.00
10278,1.83,1.83
10283,1.80,1.80
10287,1.67,1.67
10292,1.53,1.53
10296,1.46,1.46
