,1.43
1954,1.19
1966,0.53
1977,1.18
1988,1.35
1999,1.43
2011,1.43
2023,1.34
2034,1.25
2045,1.19
2057,1.30
2068,1.08
2079,1.15
2092,1.12
2103,1.12
2114,1.11
2125,1.09
2137,1.05
2148,1.11
2160,1.21
2171,1.30
2183,1.11
2194,1.41
2205,1.50
2217,1.47
2229,1.41
2240,1.33
2251,1.19
2263,1.14
2274,1.08
2286,1.08
2297,1.03
2309,1.02
2320,1.05
2331,1.11
2342,1.14
2355,1.19
2366,1.28
2377,1.34
2388,1.24
2400,1.00
2411,1.05
2423,1.27
2435,1.33
2446,1.35
2457,1.30
2468,1.21
2480,1.47
2492,1.14
2503,0.99
2514,1.08
2526,1.08
2537,1.05
2549,1.03
2561,1.06
2572,1.08
2583,1.08
2594,1.14
2606,1.21
2618,1.27
2629,1.38
2640,1.57
2652,1.57
2663,1.52
2674,1.41
2686,1.34
2698,1.28
2709,1.06
2720,1.14
2732,1.09
2743,1.05
2755,1.02
2766,1.03
2778,1.02
2789,1.06
2800,1.12
2811,1.19
2824,1.27
2835,1.27
2846,1.03
2857,0.80
2869,1.18
2880,1.37
2892,1.46
2904,1.44
2915,1.37
2926,1.34
2937,1.31
2950,0.92
2961,1.22
2972,1.22
2983,1.22
2995,1.22
3006,1.24
3018,1.27
3030,1.25
3041,1.24
3052,1.35
3063,1.47
3075,1.79
3087,1.53
3098,1.56
3109,1.52
3121,1.44
3132,1.34
3143,1.22
3155,0.89
3167,1.02
3178,0.96
3189,0.84
3201,0.83
3212,0.83
3224,0.83
3235,0.89
3247,0.93
3258,0.96
3269,1.03
3281,1.11
3293,1.18
3304,1.11
3315,0.81
3326,1.21
3338,1.22
3350,1.37
3361,1.43
3373,1.41
3384,1.31
3395,1.24
3406,1.24
3419,1.24
3430,1.27
3441,1.18
3452,1.19
3464,1.21
3475,1.22
3487,1.25
3499,1.33
3510,1.35
3521,1.24
3532,1.41
3544,1.47
3556,1.47
3567,1.41
3578,1.33
3590,1.24
3601,1.14
3612,1.06
3624,0.96
3636,0.90
3647,0.87
3658,0.84
3670,0.86
3682,0.83
3693,0.87
3704,0.89
3716,0.92
3727,0.97
3738,1.03
3750,1.11
3762,1.18
3773,1.25
3784,1.37
3795,1.44
3807,1.50
3819,1.49
3830,1.52
3842,1.47
3853,1.40
3864,1.35
3875,1.30
3888,1.22
3899,1.21
3910,1.02
3921,1.18
3933,1.16
3944,1.16
3956,1.18
3968,1.19
3979,1.22
3990,1.25
4001,1.35
4014,1.44
4025,1.60
4036,1.47
4047,1.46
4059,1.41
4070,1.34
4082,1.28
4093,1.18
4105,0.78
4116,1.02
4127,0.96
4139,0.93
4151,0.87
4162,0.86
4173,0.87
4185,0.93
4196,0.96
4207,1.03
4219,1.11
4231,1.15
4242,1.18
4253,1.24
4264,1.16
4276,1.49
4288,1.53
4299,1.52
4311,1.49
4322,1.40
4333,1.34
4344,1.31
4357,1.28
4368,1.25
4379,1.55
4390,1.21
4402,1.28
4414,1.25
4425,1.19
4436,1.21
4448,1.27
4459,1.34
4470,1.31
4483,1.38
4494,1.33
4505,1.27
4516,1.19
4528,1.15
4539,1.11
4551,0.97
4562,0.90
4574,0.86
4585,0.86
4596,0.84
4608,0.87
4620,0.90
4631,0.96
4642,1.03
4654,1.09
4665,1.06
4676,1.02
4688,1.11
4700,1.33
4711,1.37
4722,1.49
4733,1.47
4746,1.41
4757,1.35
4768,1.33
4780,1.24
4791,1.22
4802,1.21
4814,1.15
4826,1.19
4837,1.27
4848,1.24
4859,1.22
4871,1.24
4883,1.15
4894,1.30
4905,1.27
4917,1.30
4928,1.25
4939,1.14
4952,1.12
4963,0.97
4974,0.97
4985,0.93
4997,0.92
5008,0.87
5020,0.84
5031,0.89
5043,0.96
5054,1.02
5065,1.09
5076,1.11
5089,1.06
5100,1.03
5111,1.05
5123,1.40
5134,1.50
5146,1.50
5157,1.44
5169,1.35
5180,1.27
5191,1.21
5202,1.15
5215,0.89
5226,1.06
5237,1.05
5249,1.08
5260,1.08
5271,1.08
5283,1.11
5295,1.15
5306,1.15
5317,1.24
5328,1.33
5340,1.19
5352,1.31
5363,1.24
5374,1.15
5386,1.03
5397,0.99
5408,0.74
5421,0.89
5432,0.80
5443,0.77
5454,0.74
5466,0.74
5478,0.74
5489,0.77
5500,0.83
5512,0.86
5523,0.92
5534,0.96
5547,0.94
5558,0.87
5569,0.92
5580,1.37
5592,1.44
5603,1.49
5615,1.50
5626,1.47
5638,1.38
5649,1.31
5660,1.31
5671,1.31
5684,1.30
5695,1.15
5706,1.25
5718,1.28
5729,1.27
5740,1.24
5752,1.33
5764,1.38
5775,1.72
5786,1.35
5797,1.21
5809,1.12
5821,1.00
5832,0.93
5843,0.64
5855,0.78
5866,0.77
5878,0.68
5890,0.65
5901,0.67
5912,0.62
5923,0.64
5935,0.65
5947,0.68
5958,0.74
5969,0.80
5981,0.90
5992,0.99
6003,1.12
6016,1.22
6027,1.18
6038,1.18
6049,1.24
6061,1.40
6072,1.43
6084,1.38
6095,1.33
6107,1.24
6118,1.19
6129,1.24
6140,1.21
6153,1.11
6164,1.15
6175,1.15
6187,1.15
6198,1.16
6210,1.19
6221,1.16
6233,1.16
6244,1.14
6255,1.52
6266,1.24
6279,1.18
6290,1.05
6301,0.94
6312,0.92
6324,0.72
6335,0.75
6347,0.71
6359,0.67
6370,0.65
6381,0.62
6392,0.58
6404,0.55
6416,0.59
6427,0.62
6438,0.64
6450,0.65
6461,0.75
6472,0.83
6484,0.87
6496,0.84
6507,0.92
6518,1.15
6530,1.25
6541,1.40
6553,1.43
6564,1.37
6576,1.28
6587,1.21
6598,0.78
6610,1.09
6622,1.06
6633,1.06
6644,1.06
6656,1.05
6667,1.05
6679,1.05
6690,0.99
6702,0.97
6713,1.02
6724,0.77
6735,1.08
6748,1.16
6759,1.06
6770,0.97
6781,0.92
6793,0.83
6804,0.75
6816,0.70
6828,0.68
6839,0.64
6850,0.62
6861,0.62
6873,0.67
6885,0.70
6896,0.77
6907,0.84
6919,0.92
6930,0.87
6942,0.65
6953,1.11
6965,1.25
6976,1.34
6987,1.37
6999,1.31
7011,1.21
7022,1.12
7033,0.71
7045,1.05
7056,1.03
7067,1.00
7079,1.02
7091,1.00
7102,0.97
7113,0.99
7124,1.00
7136,1.06
7148,1.12
7159,1.21
7171,1.22
7182,1.03
7193,1.05
7204,1.05
7217,0.97
7228,0.89
7239,0.80
7250,0.65
7262,0.59
7273,0.59
7285,0.58
7297,0.56
7308,0.53
7319,0.59
7330,0.65
7343,0.70
7354,0.77
7365,0.81
7376,0.75
7388,0.74
7399,1.05
7411,1.08
7422,1.08
7434,1.27
7445,1.33
7456,1.27
7468,1.25
7480,1.28
7491,1.14
7502,1.16
7514,1.18
7525,1.21
7536,1.19
7548,1.21
7560,1.19
7571,1.19
7582,1.24
7593,1.33
7605,1.41
7617,1.52
7628,1.25
7640,1.18
7651,1.08
7662,0.99
7674,1.34
7686,0.90
7697,0.84
7708,0.77
7719,0.77
7731,0.74
7743,0.74
7754,0.80
7766,0.83
7777,0.81
7788,0.87
7799,0.93
7812,0.99
7823,0.89
7834,0.86
7845,1.31
7857,1.43
7868,1.49
7880,1.50
7891,1.41
7903,1.37
7914,1.34
7925,1.24
7937,1.25
7949,1.27
7960,1.25
7971,1.24
7983,1.25
7994,1.24
8005,1.24
8017,1.16
8029,1.18
8040,0.99
8051,1.02
8062,1.06
8075,1.03
8086,0.97
8097,0.94
8109,0.84
8120,0.83
8131,0.80
8143,0.77
8155,0.75
8166,0.75
8177,0.77
8188,0.74
8200,0.75
8212,0.81
8223,0.90
8235,1.02
8246,0.89
8257,1.15
8268,1.28
8281,1.44
8292,1.46
8303,1.43
8314,1.41
8326,1.34
8337,1.03
8349,1.37
8360,1.25
8372,1.21
8383,1.22
8394,1.21
8407,1.21
8418,1.19
8429,1.19
8440,1.14
8452,1.09
8463,1.11
8475,0.86
8486,1.06
8498,0.93
8509,0.86
8520,0.84
8531,0.71
8544,0.77
8555,0.71
8566,0.65
8578,0.68
8589,0.70
8600,0.71
8612,0.75
8624,0.75
8635,0.78
8646,0.86
8657,0.90
8669,0.94
8681,1.03
8692,1.43
8704,1.43
8715,1.49
8726,1.55
8737,1.50
8750,1.40
8761,1.35
8772,1.11
8783,1.27
8795,1.27
8807,1.27
8818,1.27
8829,1.25
8841,1.25
8852,1.25
8863,1.27
8876,1.22
8887,1.28
8898,1.33
8909,1.11
8921,1.35
8932,1.28
8944,1.18
8955,1.09
8967,1.00
8978,0.80
8989,0.90
9000,0.84
9013,0.84
9024,0.83
9035,0.84
9047,0.86
9058,0.90
9069,0.90
9081,0.94
9093,1.00
9104,0.94
9115,1.03
9126,1.31
9139,1.38
9150,1.47
9161,1.52
9172,1.52
9184,1.44
9195,1.37
9207,1.05
9219,1.33
9230,1.31
9241,1.30
9252,1.27
9264,1.28
9276,1.27
9287,1.24
9298,1.16
9310,1.06
9321,1.05
9332,0.99
9345,1.08
9356,0.99
9367,0.94
9378,0.90
9390,0.84
9401,0.71
9413,0.67
9424,0.62
9436,0.64
9447,0.70
9458,0.75
9469,0.78
9482,0.83
9493,0.90
9504,0.96
9516,1.02
9527,1.02
9539,0.81
9550,1.38
9562,1.46
9573,1.59
9584,1.59
9595,1.52
9608,1.47
9619,1.38
9630,1.22
9641,1.34
9653,1.25
9664,1.24
9676,1.22
9688,1.19
9699,1.19
9710,1.21
9721,1.25
9733,1.24
9745,1.12
9756,1.06
9767,1.05
9779,0.94
9790,0.99
9801,1.09
9814,0.99
9825,0.92
9836,0.75
9847,0.81
9859,0.74
9871,0.68
9882,0.71
9893,0.70
9905,0.67
9916,0.74
9927,0.78
9939,0.81
9951,0.87
9962,0.96
9973,0.96
9985,0.94
9996,1.21
10008,1.35
10020,1.46
10033,1.53
10045,1.46
10057,1.44
10071,1.22
10083,1.34
10095,1.27
10107,1.27
10120,1.28
10132,1.25
10145,1.30
10158,1.30
10170,1.35
10182,1.33
10194,1.34
10208,1.08
10220,1.06
10232,1.06
10245,1.00
10257,0.94
10270,1.11
10283,0.89
10295,0.84
10307,0.80
10319,0.80
10332,0.86
10345,0.89
10357,0.93
10370,0.99
10382,0.99
10394,1.00
10407,1.33
10420,1.37
10432,1.49
10444,1.59
10457,1.53
10470,1.47
10482,1.40
10494,1.09
10507,1.35
10519,1.30
10531,1.30
10545,1.31
10557,1.33
10569,1.33
10582,1.33
10594,1.40
10607,1.40
10619,1.38
10632,1.34
10644,1.14
10656,1.02
10670,0.94
10682,0.90
10694,0.77
10706,0.78
10719,0.78
10731,0.78
10744,0.77
10757,0.81
10769,0.83
10781,0.86
10793,0.89
10807,0.97
10819,0.94
10831,1.37
10844,1.28
10856,1.40
10869,1.55
10882,1.55
10894,1.47
10906,1.43
10918,1.46
10931,1.31
10944,1.34
10956,1.31
10969,1.31
10981,1.31
10993,1.31
11006,1.27
11019,1.27
11031,1.22
11043,1.06
11056,1.18
11069,1.12
11081,1.08
11094,1.00
11106,0.90
11118,0.87
11130,0.80
11144,0.71
11156,0.68
11168,0.68
11181,0.74
11193,0.77
11206,0.81
11218,0.84
11231,0.87
11243,0.93
11255,1.06
11269,1.05
11281,1.27
11293,1.15
11305,1.37
11318,1.47
11330,1.49
11343,1.46
11356,1.34
11368,1.35
11380,1.19
11393,1.24
11406,1.24
11418,1.24
11430,1.24
11443,1.24
11455,1.28
11468,1.21
11481,1.14
11493,0.97
11505,1.02
11517,1.09
11530,0.99
11543,0.92
11555,1.25
11568,0.90
11580,0.80
11592,0.80
11606,0.75
11618,0.72
11630,0.72
11642,0.74
11655,0.78
11668,0.83
11680,0.90
11693,0.96
11705,0.87
11717,0.70
11729,1.15
11743,1.33
11755,1.41
11767,1.47
11780,1.44
11792,1.50
11805,1.38
11817,1.33
11830,1.33
11842,1.33
11854,1.33
11868,1.34
11880,1.34
11892,1.28
11905,1.22
11917,1.03
11929,1.16
11942,1.11
11955,1.11
11967,1.03
11979,0.94
11992,0.94
12005,0.92
12017,0.86
12029,0.81
12042,0.83
12054,0.86
12067,0.89
12080,0.94
12092,0.97
12104,0.99
12116,0.90
12129,1.02
12142,1.28
12154,1.37
12167,1.40
12179,1.41
12191,1.35
12205,1.35
12217,1.22
12229,1.21
12241,1.21
12254,1.21
12267,1.19
12279,1.18
12292,1.19
12304,1.22
12316,1.21
12328,1.12
12342,1.00
12354,1.08
12366,1.02
12379,0.92
12391,0.78
12404,0.84
12417,0.80
12429,0.70
12441,0.65
12453,0.55
12467,0.43
12479,0.42
12491,0.48
12504,0.49
12516,0.53
12528,0.59
12541,0.64
12554,0.56
12566,1.03
12578,1.11
12591,1.47
12604,1.55
12616,1.50
12628,1.43
12641,1.66
12653,1.34
12666,1.31
12679,1.30
12691,1.31
12703,1.31
12716,1.31
12728,1.34
12741,1.37
12753,1.25
12766,1.24
12778,1.19
12790,1.22
12804,1.11
12816,1.08
12828,0.96
12840,0.92
12853,0.89
12866,0.83
12878,0.81
12891,0.74
12903,0.77
12915,0.81
12928,0.89
12941,0.93
12953,1.00
12965,1.15
12978,1.18
12990,1.06
13003,1.38
13016,1.47
13028,1.53
13040,1.56
13052,1.53
13066,1.43
13078,1.69
13090,1.27
13103,1.27
13115,1.24
13127,1.24
13140,1.22
13153,1.21
13165,1.22
13177,1.25
13190,1.21
13203,1.15
13215,1.06
13228,1.05
13240,0.93
13252,0.78
13265,0.72
13278,0.87
13290,0.72
13302,0.71
13315,0.72
13327,0.75
13340,0.78
13352,0.78
13365,0.81
13377,0.89
13389,0.99
13403,1.05
13415,1.03
13427,1.11
13440,1.25
13452,1.38
13465,1.43
13477,1.41
13490,1.31
13502,1.11
13514,1.12
13527,1.15
13540,1.21
13552,1.21
13564,1.18
13577,1.25
13589,1.30
13602,1.27
13615,1.19
13627,1.12
13639,1.06
13651,1.18
13665,1.08
13677,1.06
13689,1.00
13702,0.93
13714,0.93
13726,0.94
13740,0.89
13752,0.89
13764,0.92
13776,0.97
13789,1.02
13802,1.05
13814,1.12
13827,1.18
13839,1.43
13851,1.47
13864,1.50
13877,1.52
13889,1.46
13901,1.31
13914,1.06
13926,1.15
13939,1.14
13952,1.12
13964,1.09
13976,1.05
13988,1.09
14002,1.08
14014,1.08
14026,1.11
14039,1.14
14051,1.21
14064,1.35
14076,1.44
14089,1.47
14101,1.35
14113,1.25
14126,1.14
14139,1.05
14151,0.96
14163,0.87
14176,0.89
14188,0.77
14201,0.72
14214,0.77
14226,0.84
14238,0.86
14251,0.86
14264,0.93
14276,1.00
14288,1.12
14301,1.24
14313,1.63
14325,1.35
14339,1.34
14351,1.37
14363,1.37
14375,1.33
14388,1.24
14401,1.30
14413,1.15
14426,1.15
14438,1.14
14450,1.18
14464,1.14
14476,1.14
14488,1.21
14500,1.22
14513,1.28
14525,1.30
14538,1.12
14551,1.25
14563,1.15
14575,1.05
14587,0.97
14601,0.87
14613,0.84
14625,0.78
14638,0.80
14650,0.72
14663,0.78
14675,0.84
14688,0.89
14700,0.94
14712,1.02
14725,0.99
14738,0.93
14750,1.19
14763,1.30
14775,1.30
14787,1.34
14800,1.33
14813,1.21
14825,0.84
14837,1.12
14850,1.18
14863,1.16
14875,1.16
14887,1.16
14900,1.16
14912,1.18
14924,1.24
14938,1.34
14950,1.30
14962,0.92
14974,1.02
14987,1.03
15000,0.92
15012,0.93
15025,1.03
15037,0.93
15049,0.83
15063,0.81
15075,0.83
15087,0.80
15099,0.84
15112,0.89
15124,0.94
15137,1.02
15150,1.03
15162,1.21
15174,1.27
15186,1.66
15200,1.47
15212,1.50
15224,1.59
15237,1.53
15249,1.46
15262,1.35
15275,1.38
15287,1.27
15299,1.25
15311,1.24
15324,1.27
15337,1.25
15349,1.28
15362,1.30
15374,1.30
15386,1.30
15399,1.30
15412,1.33
15424,1.31
15436,1.12
15449,0.92
15462,0.87
15474,0.74
15486,0.83
15499,0.77
15511,0.77
15523,0.80
15537,0.80
15549,0.83
15561,0.83
15574,0.90
15586,0.97
15599,1.00
15611,1.00
15624,1.16
15636,1.47
15648,1.40
15662,1.50
15674,1.52
15686,1.47
15698,1.43
15711,1.41
15723,1.12
15736,1.38
15749,1.31
15761,1.31
15773,1.30
15785,1.33
15799,1.35
15811,1.37
15823,1.38
15836,1.33
15848,1.18
15861,1.14
15874,1.12
15886,1.00
15898,0.86
15910,0.92
15923,0.89
15936,0.84
15948,0.81
15961,0.83
15973,0.84
15985,0.86
15998,0.90
16011,0.92
16023,0.93
16035,1.06
16048,1.15
16061,1.19
16073,1.34
16086,1.40
16098,1.43
16110,1.49
16122,1.43
16136,1.35
16148,1.14
16160,1.30
16173,1.25
16185,1.22
16198,1.21
16210,1.22
16223,1.21
16235,1.27
16247,1.27
16261,1.30
16273,1.40
16285,1.44
16297,1.43
16310,1.46
16322,1.44
16335,1.34
16348,1.18
16360,1.14
16372,1.18
16385,1.09
16398,1.05
16410,0.99
16422,0.97
16435,1.03
16447,1.08
16460,1.15
16473,1.19
16485,1.22
16497,1.24
16509,1.33
16522,1.30
16535,1.41
16547,1.41
16560,1.34
16572,1.31
16584,1.14
16598,1.22
16610,1.22
16622,1.21
16634,1.15
16647,1.12
16660,1.22
16672,1.30
16685,1.28
16697,1.14
16709,0.90
16721,1.21
16735,1.18
16747,1.08
16759,1.02
16772,1.12
16784,0.93
16797,0.90
16809,0.90
16822,0.86
16834,0.86
16846,0.87
16860,0.92
16872,1.00
16884,1.11
16897,1.19
16909,1.28
16921,0.97
16934,1.37
16947,1.40
16959,1.47
16971,1.46
16984,1.38
16997,1.33
17009,1.11
17021,1.16
17034,1.18
17046,1.18
17059,1.19
17072,1.19
17084,1.19
17096,1.27
17108,1.31
17121,1.38
17134,1.40
17146,1.43
17159,1.47
17171,1.43
17183,1.33
17197,1.15
17209,1.11
17221,0.99
17233,0.90
17246,0.90
17259,0.84
17271,0.80
17284,0.78
17296,0.86
17308,0.92
17320,0.92
17334,0.96
17346,1.02
17358,1.09
17371,1.15
17383,1.28
17396,1.40
17409,1.47
17421,1.43
17433,1.40
17445,1.34
17459,1.14
17471,1.24
17483,1.22
17496,1.24
17508,1.22
17520,1.18
17533,1.15
17546,1.21
17558,1.31
17570,1.34
17583,1.18
17596,1.33
17608,1.16
17620,1.14
17633,1.06
17645,1.06
17658,0.84
17671,0.90
17683,0.84
17695,0.86
17708,0.86
17720,0.89
17733,0.90
17745,0.97
17758,1.05
17770,1.11
17782,1.19
17796,1.33
17808,1.63
17820,1.47
17832,1.49
17845,1.50
17858,1.50
17870,1.47
17883,1.38
17895,1.09
17907,1.27
17920,1.22
17933,1.25
17945,1.25
17957,1.24
17970,1.22
17982,1.25
17995,1.31
18008,1.37
18020,1.43
18032,1.44
18044,1.40
18058,1.21
18070,1.06
18082,0.97
18095,0.99
18107,0.92
18119,0.90
18132,0.83
18145,0.80
18157,0.78
18169,0.80
18182,0.81
18195,0.87
18207,0.92
18220,0.99
18232,1.11
18244,1.11
18257,1.19
18270,1.33
18282,1.37
18294,1.44
18307,1.47
18319,1.40
18332,1.35
18344,1.25
18357,1.24
18369,1.21
18381,1.18
18395,1.18
18407,1.22
18419,1.19
18432,1.21
18444,1.28
18457,1.34
18469,1.43
18482,1.46
18494,1.49
18506,1.40
18519,1.22
18532,1.21
18544,1.11
18556,0.94
18569,0.87
18581,0.71
18594,0.84
18607,0.81
18619,0.80
18631,0.78
18643,0.74
18657,0.77
18669,0.78
18681,0.80
18694,0.84
18706,0.94
18718,1.03
18732,1.16
18744,1.28
18756,1.65
18768,1.52
18781,1.49
18794,1.47
18806,1.44
18819,1.41
18831,1.33
18843,1.09
18856,1.41
18869,1.30
18881,1.28
18893,1.31
18906,1.27
18918,1.31
18931,1.43
18944,1.44
18956,1.38
18968,1.41
18980,1.41
18994,1.30
19006,1.19
19018,1.15
19031,1.12
19043,1.18
19056,0.99
19068,0.97
19081,0.93
19093,0.90
19105,0.92
19118,0.97
19131,1.05
19143,1.14
19155,1.22
19168,1.30
19180,1.72
19193,1.46
19206,1.47
19218,1.55
19230,1.55
19243,1.50
19256,1.44
19268,1.40
19280,1.14
19293,1.44
19305,1.38
19317,1.41
19331,1.41
19343,1.44
19355,1.43
19367,1.41
19380,1.40
19393,1.40
19405,1.50
19418,1.38
19430,1.15
19442,0.99
19456,0.89
19468,0.78
19480,0.75
19492,0.83
19505,0.74
19517,0.70
19530,0.75
19543,0.80
19555,0.86
19567,0.89
19579,0.97
19593,1.06
19605,1.22
19617,1.37
19630,1.34
19642,1.41
19655,1.40
19667,1.33
19680,1.27
19692,1.21
19704,1.12
19717,1.18
19730,1.03
19742,1.15
19755,1.19
19767,1.22
19779,1.19
19792,1.18
19805,1.25
19817,1.38
19829,1.49
19842,1.59
19855,1.57
19867,1.46
19879,1.34
19892,1.41
19904,1.37
19916,1.27
19930,1.11
