,-0.57,-0.57
5135,1.51,1.51
5139,1.51,1.51
5143,1.45,1.45
5147,1.36,1.36
5151,1.32,1.32
5155,1.23,1.23
5159,1.07,1.07
5164,0.87,0.87
5169,0.62,0.62
5173,0.32,0.32
5177,0.22,0.22
5181,0.01,0.01
5185,-0.19,-0.19
5189,-0.41,-0.41
5194,-0.59,-0.59
5199,-0.78,-0.78
5203,-0.95,-0.95
5209,-1.06,-1.06
5213,-1.21,-1.21
5218,-1.43,-1.43
5222,-1.53,-1.53
5227,-1.56,-1.56
5232,-1.67,-1.67
5236,-1.76,-1.76
5241,-1.85,-1.85
5245,-1.94,-1.94
5251,-2.00,-2.00
5255,-2.00,-2.00
5260,-2.00,-2.00
5264,-2.00,-2.00
5269,-2.00,-2.00
5274,-2.00,-2.00
5278,-2.00,-2.00
5283,-2.00,-2.00
5287,-2.00,-2.00
5293,-2.00,-2.00
5297,-2.00,-2.00
5302,-2.00,-2.00
5307,-1.99,-1.99
5311,-1.94,-1.94
5316,-1.89,-1.89
5320,-1.82,-1.82
5325,-1.77,-1.77
5329,-1.71,-1.71
5335,-1.66,-1.66
5340,-1.67,-1.67
5344,-1.67,-1.67
5349,-1.70,-1.70
5353,-1.70,-1.70
5358,-1.74,-1.74
5362,-1.80,-1.80
5367,-1.85,-1.85
5372,-1.92,-1.92
5377,-2.00,-2.00
5382,-2.00,-2.00
5386,-2.00,-2.00
5391,-2.00,-2.00
5395,-2.00,-2.00
5400,-2.00,-2.00
5405,-2.00,-2.00
5409,-2.00,-2.00
5414,-2.00,-2.00
5419,-1.92,-1.92
5424,-1.78,-1.78
5428,-1.67,-1.67
5433,-1.53,-1.53
5438,-1.36,-1.36
5442,-1.19,-1.19
5447,-0.92,-0.92
5451,-0.64,-0.64
5456,-0.41,-0.41
5460,-0.14,-0.14
5466,0.10,0.10
5470,0.33,0.33
5474,0.62,0.62
5478,0.88,0.88
5482,1.19,1.19
5486,1.65,1.65
5490,2.00,2.00
5494,2.00,2.00
5499,2.00,2.00
5504,2.00,2.00
5508,2.00,2.00
5512,2.00,2.00
5516,2.00,2.00
5520,2.00,2.00
5524,2.00,2.00
5528,2.00,2.00
5532,1.97,1.97
5536,1.86,1.86
5540,1.73,1.73
5544,1.56,1.56
5549,1.47,1.47
5553,1.33,1.33
5557,1.28,1.28
5561,1.24,1.24
5566,1.23,1.23
5570,1.25,1.25
5574,1.30,1.30
5578,1.32,1.32
5582,1.36,1.36
5586,1.40,1.40
5591,1.41,1.41
5595,1.42,1.42
5599,1.42,1.42
5603,1.41,1.41
5607,1.39,1.39
5611,1.41,1.41
5615,1.40,1.40
5619,1.42,1.42
5623,1.39,1.39
5627,1.38,1.38
5633,1.34,1.34
5637,1.29,1.29
5641,1.20,1.20
5645,0.99,0.99
5649,0.76,0.76
5653,0.54,0.54
5657,0.42,0.42
5661,0.23,0.23
5665,0.09,0.09
5669,-0.12,-0.12
5675,-0.29,-0.29
5679,-0.54,-0.54
5684,-0.66,-0.66
5688,-1.06,-1.06
5693,-0.97,-0.97
5698,-1.20,-1.20
5702,-1.32,-1.32
5707,-1.48,-1.48
5711,-1.65,-1.65
5716,-1.80,-1.80
5721,-1.94,-1.94
5726,-2.00,-2.00
5730,-2.00,-2.00
5735,-2.00,-2.00
5740,-2.00,-2.00
5744,-2.00,-2.00
5749,-2.00,-2.00
5753,-2.00,-2.00
5758,-2.00,-2.00
5763,-2.00,-2.00
5768,-2.00,-2.00
5773,-2.00,-2.00
5777,-2.00,-2.00
5782,-2.00,-2.00
5786,-2.00,-2.00
5791,-2.00,-2.00
5795,-2.00,-2.00
5800,-2.00,-2.00
5806,-2.00,-2.00
5810,-1.86,-1.86
5815,-1.82,-1.82
5819,-1.84,-1.84
5824,-1.88,-1.88
5828,-1.94,-1.94
5833,-1.95,-1.95
5838,-1.99,-1.99
5842,-1.95,-1.95
5848,-1.96,-1.96
5852,-1.96,-1.96
5857,-1.93,-1.93
5861,-1.92,-1.92
5866,-1.92,-1.92
5871,-1.92,-1.92
5875,-1.92,-1.92
5880,-1.90,-1.90
5884,-1.87,-1.87
5890,-1.82,-1.82
5894,-1.76,-1.76
5899,-1.66,-1.66
5904,-1.55,-1.55
5908,-1.43,-1.43
5913,-1.25,-1.25
5917,-0.92,-0.92
5922,-0.69,-0.69
5926,-0.40,-0.40
5932,-0.09,-0.09
5937,0.13,0.13
5941,0.34,0.34
5945,0.52,0.52
5949,0.66,0.66
5953,0.90,0.90
5957,1.08,1.08
5961,1.25,1.25
5965,1.46,1.46
5969,1.74,1.74
5974,2.00,2.00
5978,2.00,2.00
5982,2.00,2.00
5986,2.00,2.00
5990,2.00,2.00
5994,2.00,2.00
5999,2.00,2.00
6003,2.00,2.00
6007,2.00,2.00
6011,2.00,2.00
6016,2.00,2.00
6020,1.82,1.82
6024,1.57,1.57
6028,1.38,1.38
6032,1.24,1.24
6036,1.12,1.12
6040,1.05,1.05
6044,0.99,0.99
6048,0.97,0.97
6052,0.98,0.98
6056,1.01,1.01
6061,1.04,1.04
6066,1.08,1.08
6070,1.14,1.14
6074,1.22,1.22
6078,1.24,1.24
6082,1.31,1.31
6086,1.36,1.36
6090,1.38,1.38
6094,1.39,1.39
6098,1.48,1.48
6103,1.43,1.43
6107,1.39,1.39
6111,1.31,1.31
6115,1.19,1.19
6119,1.02,1.02
6123,0.82,0.82
6127,0.54,0.54
6132,0.29,0.29
6136,0.13,0.13
6140,-0.04,-0.04
6145,-0.34,-0.34
6150,-0.53,-0.53
6154,-0.71,-0.71
6159,-1.08,-1.08
6164,-0.92,-0.92
6168,-1.22,-1.22
6173,-1.36,-1.36
6177,-1.51,-1.51
6182,-1.65,-1.65
6187,-1.80,-1.80
6192,-1.89,-1.89
6197,-1.97,-1.97
6201,-2.00,-2.00
6206,-2.00,-2.00
6210,-2.00,-2.00
6215,-2.00,-2.00
6219,-2.00,-2.00
6224,-2.00,-2.00
6228,-2.00,-2.00
6234,-2.00,-2.00
6239,-2.00,-2.00
6243,-2.00,-2.00
6248,-2.00,-2.00
6252,-2.00,-2.00
6257,-2.00,-2.00
6261,-2.00,-2.00
6266,-2.00,-2.00
6272,-2.00,-2.00
6276,-1.97,-1.97
6281,-1.87,-1.87
6285,-1.77,-1.77
6290,-1.73,-1.73
6294,-1.68,-1.68
6299,-1.65,-1.65
6304,-1.65,-1.65
6308,-1.64,-1.64
6313,-1.67,-1.67
6318,-1.69,-1.69
6323,-1.72,-1.72
6327,-1.73,-1.73
6332,-1.77,-1.77
6337,-1.80,-1.80
6341,-1.82,-1.82
6346,-1.86,-1.86
6350,-1.87,-1.87
6355,-1.86,-1.86
6360,-1.83,-1.83
6365,-1.81,-1.81
6370,-1.76,-1.76
6374,-1.67,-1.67
6379,-1.51,-1.51
6383,-1.35,-1.35
6388,-1.18,-1.18
6392,-1.00,-1.00
6397,-0.87,-0.87
6403,-0.59,-0.59
6407,-0.28,-0.28
6412,-0.05,-0.05
6416,0.24,0.24
6420,0.45,0.45
6424,0.68,0.68
6428,0.94,0.94
6433,1.15,1.15
6437,1.36,1.36
6441,1.55,1.55
6446,1.90,1.90
6450,2.00,2.00
6454,2.00,2.00
6458,2.00,2.00
6462,2.00,2.00
6466,2.00,2.00
6470,2.00,2.00
6474,2.00,2.00
6478,2.00,2.00
6482,2.00,2.00
6487,1.99,1.99
6491,1.80,1.80
6495,1.67,1.67
6500,1.55,1.55
6504,1.39,1.39
6508,1.28,1.28
6512,1.17,1.17
6516,1.10,1.10
6520,1.06,1.06
6524,1.05,1.05
6529,1.20,1.20
6533,1.13,1.13
6537,1.20,1.20
6541,1.30,1.30
6545,1.35,1.35
6549,1.41,1.41
6553,1.44,1.44
6557,1.45,1.45
6561,1.49,1.49
6566,1.50,1.50
6571,1.48,1.48
6575,1.50,1.50
6579,1.51,1.51
6583,1.52,1.52
6587,1.46,1.46
6591,1.35,1.35
6595,1.21,1.21
6599,1.01,1.01
6603,0.82,0.82
6607,0.57,0.57
6611,0.40,0.40
6616,0.09,0.09
6620,-0.23,-0.23
6625,-0.40,-0.40
6630,-0.62,-0.62
6634,-0.86,-0.86
6639,-1.41,-1.41
6643,-1.18,-1.18
6648,-1.56,-1.56
6652,-1.64,-1.64
6658,-1.74,-1.74
6663,-1.79,-1.79
6667,-1.83,-1.83
6672,-1.84,-1.84
6676,-1.79,-1.79
6681,-1.77,-1.77
6685,-1.76,-1.76
6690,-1.78,-1.78
6694,-1.77,-1.77
6700,-1.78,-1.78
6705,-1.80,-1.80
6709,-1.84,-1.84
6714,-1.86,-1.86
6718,-1.85,-1.85
6723,-1.87,-1.87
6727,-1.87,-1.87
6732,-1.90,-1.90
6737,-1.86,-1.86
6742,-1.91,-1.91
6747,-2.00,-2.00
6751,-2.00,-2.00
6756,-2.00,-2.00
6760,-2.00,-2.00
6765,-2.00,-2.00
6770,-2.00,-2.00
6774,-2.00,-2.00
6779,-2.00,-2.00
6784,-2.00,-2.00
6789,-2.00,-2.00
6793,-2.00,-2.00
6798,-2.00,-2.00
6803,-1.91,-1.91
6807,-1.76,-1.76
6812,-1.67,-1.67
6816,-1.62,-1.62
6821,-1.60,-1.60
6825,-1.58,-1.58
6831,-1.60,-1.60
6836,-1.62,-1.62
6840,-1.63,-1.63
6845,-1.62,-1.62
6849,-1.58,-1.58
6854,-1.49,-1.49
6858,-1.41,-1.41
6863,-1.30,-1.30
6868,-1.14,-1.14
6873,-0.98,-0.98
6878,-0.83,-0.83
6882,-0.62,-0.62
6887,-0.35,-0.35
6891,-0.11,-0.11
6896,0.15,0.15
6900,0.41,0.41
6904,0.61,0.61
6908,0.92,0.92
6913,1.25,1.25
6917,1.54,1.54
6921,1.78,1.78
6925,1.95,1.95
6930,2.00,2.00
6934,2.00,2.00
6938,2.00,2.00
6942,1.99,1.99
6946,2.00,2.00
6950,2.00,2.00
6955,2.00,2.00
6959,1.80,1.80
6963,1.74,1.74
6967,1.58,1.58
6971,1.51,1.51
6975,1.35,1.35
6979,1.26,1.26
6983,1.20,1.20
6987,1.12,1.12
6991,1.11,1.11
6996,1.09,1.09
7001,1.10,1.10
7005,1.12,1.12
7009,1.14,1.14
7013,1.14,1.14
7017,1.15,1.15
7021,1.16,1.16
7025,1.15,1.15
7029,1.16,1.16
7033,1.18,1.18
7037,1.20,1.20
7042,1.21,1.21
7046,1.21,1.21
7050,1.16,1.16
7054,1.07,1.07
7058,0.97,0.97
7063,0.86,0.86
7067,0.66,0.66
7071,0.45,0.45
7075,0.26,0.26
7079,0.06,0.06
7084,-0.17,-0.17
7088,-0.60,-0.60
7093,-0.82,-0.82
7098,-0.95,-0.95
7102,-1.27,-1.27
7107,-1.49,-1.49
7111,-1.64,-1.64
7116,-1.82,-1.82
7120,-1.99,-1.99
7126,-2.00,-2.00
7131,-2.00,-2.00
7135,-2.00,-2.00
7140,-2.00,-2.00
7144,-2.00,-2.00
7149,-2.00,-2.00
7153,-1.99,-1.99
7158,-1.95,-1.95
7163,-1.92,-1.92
7168,-1.87,-1.87
7173,-1.78,-1.78
7177,-1.76,-1.76
7182,-1.73,-1.73
7186,-1.69,-1.69
7191,-1.66,-1.66
7196,-1.66,-1.66
7200,-1.70,-1.70
7205,-1.76,-1.76
7209,-1.92,-1.92
7215,-2.00,-2.00
7219,-2.00,-2.00
7224,-2.00,-2.00
7228,-2.00,-2.00
7233,-2.00,-2.00
7238,-2.00,-2.00
7242,-2.00,-2.00
7247,-2.00,-2.00
7251,-2.00,-2.00
7257,-2.00,-2.00
7261,-2.00,-2.00
7266,-2.00,-2.00
7271,-1.95,-1.95
7275,-1.87,-1.87
7280,-1.80,-1.80
7284,-1.75,-1.75
7289,-1.73,-1.73
7293,-1.71,-1.71
7299,-1.70,-1.70
7304,-1.66,-1.66
7308,-1.63,-1.63
7313,-1.58,-1.58
7317,-1.53,-1.53
7322,-1.43,-1.43
7326,-1.29,-1.29
7331,-1.19,-1.19
7336,-1.01,-1.01
7341,-0.84,-0.84
7346,-0.68,-0.68
7350,-0.39,-0.39
7355,-0.00,-0.00
7359,0.31,0.31
7364,0.58,0.58
7368,0.88,0.88
7372,1.10,1.10
7376,1.29,1.29
7380,1.45,1.45
7385,1.57,1.57
7389,1.67,1.67
7393,1.81,1.81
7397,1.88,1.88
7401,1.54,1.54
7405,1.81,1.81
7409,1.87,1.87
7413,1.87,1.87
7417,1.69,1.69
7421,1.73,1.73
7426,1.64,1.64
7431,1.46,1.46
7435,1.45,1.45
7439,1.43,1.43
7443,1.38,1.38
7447,1.33,1.33
7451,1.31,1.31
7455,1.29,1.29
7459,1.31,1.31
7463,1.33,1.33
7468,1.37,1.37
7472,1.47,1.47
7476,1.49,1.49
7480,1.52,1.52
7484,1.56,1.56
7488,1.59,1.59
7492,1.65,1.65
7497,1.74,1.74
7501,1.80,1.80
7505,1.76,1.76
7510,1.68,1.68
7514,1.60,1.60
7518,1.50,1.50
7522,1.37,1.37
7526,1.25,1.25
7530,1.13,1.13
7534,1.00,1.00
7538,0.83,0.83
7542,0.65,0.65
7546,0.39,0.39
7550,0.15,0.15
7555,-0.12,-0.12
7560,-0.41,-0.41
7565,-0.75,-0.75
7569,-0.95,-0.95
7574,-1.62,-1.62
7578,-1.44,-1.44
7583,-1.92,-1.92
7587,-2.00,-2.00
7592,-2.00,-2.00
7598,-2.00,-2.00
7602,-2.00,-2.00
7607,-2.00,-2.00
7611,-2.00,-2.00
7616,-2.00,-2.00
7620,-2.00,-2.00
7625,-2.00,-2.00
7630,-2.00,-2.00
7634,-2.00,-2.00
7640,-2.00,-2.00
7644,-1.96,-1.96
7649,-1.87,-1.87
7653,-1.83,-1.83
7658,-1.78,-1.78
7663,-1.75,-1.75
7667,-1.76,-1.76
7672,-1.77,-1.77
7676,-1.81,-1.81
7682,-1.91,-1.91
7686,-1.94,-1.94
7691,-1.96,-1.96
7696,-1.98,-1.98
7700,-1.96,-1.96
7705,-1.95,-1.95
7709,-1.93,-1.93
7714,-1.92,-1.92
7718,-1.93,-1.93
7724,-1.95,-1.95
7729,-1.93,-1.93
7733,-1.94,-1.94
7738,-1.92,-1.92
7742,-1.88,-1.88
7747,-1.85,-1.85
7751,-1.84,-1.84
7756,-1.81,-1.81
7761,-1.82,-1.82
7766,-1.83,-1.83
7771,-1.81,-1.81
7775,-1.81,-1.81
7780,-1.77,-1.77
7784,-1.69,-1.69
7789,-1.60,-1.60
7794,-1.50,-1.50
7798,-1.35,-1.35
7803,-1.17,-1.17
7808,-0.90,-0.90
7813,-0.61,-0.61
7817,-0.25,-0.25
7822,0.14,0.14
7826,0.36,0.36
7830,0.67,0.67
7834,1.01,1.01
7838,1.38,1.38
7842,1.79,1.79
7846,2.00,2.00
7851,2.00,2.00
7855,2.00,2.00
7859,2.00,2.00
7864,2.00,2.00
7868,2.00,2.00
7872,2.00,2.00
7876,2.00,2.00
7880,1.96,1.96
7884,1.92,1.92
7888,1.88,1.88
7892,1.75,1.75
7897,1.59,1.59
7901,1.49,1.49
7905,1.43,1.43
7909,1.33,1.33
7913,1.31,1.31
7917,1.33,1.33
7921,1.33,1.33
7925,1.34,1.34
7930,1.32,1.32
7934,1.45,1.45
7939,1.44,1.44
7943,1.46,1.46
7947,1.47,1.47
7951,1.49,1.49
7955,1.61,1.61
7959,1.56,1.56
7963,1.58,1.58
7967,1.59,1.59
7971,1.60,1.60
7975,1.56,1.56
7980,1.49,1.49
7984,1.39,1.39
7988,1.29,1.29
7992,1.19,1.19
7997,1.06,1.06
8001,0.89,0.89
8005,0.63,0.63
8009,0.38,0.38
8013,0.11,0.11
8017,-0.12,-0.12
8022,-0.33,-0.33
8027,-0.56,-0.56
8032,-0.87,-0.87
8036,-1.07,-1.07
8041,-1.33,-1.33
8045,-1.90,-1.90
8050,-1.76,-1.76
8054,-2.00,-2.00
8059,-1.98,-1.98
8065,-1.99,-1.99
8069,-1.95,-1.95
8074,-1.90,-1.90
8078,-1.81,-1.81
8083,-1.71,-1.71
8087,-1.63,-1.63
8092,-1.56,-1.56
8097,-1.53,-1.53
8101,-1.53,-1.53
8107,-1.56,-1.56
8111,-1.62,-1.62
8116,-1.66,-1.66
8120,-1.69,-1.69
8125,-1.70,-1.70
8130,-1.75,-1.75
8134,-1.82,-1.82
8139,-1.91,-1.91
8143,-2.00,-2.00
8148,-2.00,-2.00
8153,-2.00,-2.00
8158,-2.00,-2.00
8163,-2.00,-2.00
8167,-2.00,-2.00
8172,-2.00,-2.00
8176,-2.00,-2.00
8181,-1.91,-1.91
8185,-1.83,-1.83
8190,-1.77,-1.77
8196,-1.74,-1.74
8200,-1.73,-1.73
8205,-1.73,-1.73
8209,-1.78,-1.78
8214,-1.81,-1.81
8218,-1.82,-1.82
8223,-1.81,-1.81
8228,-1.79,-1.79
8232,-1.75,-1.75
8238,-1.69,-1.69
8242,-1.62,-1.62
8247,-1.54,-1.54
8251,-1.43,-1.43
8256,-1.33,-1.33
8261,-1.23,-1.23
8265,-1.10,-1.10
8270,-0.98,-0.98
8274,-0.86,-0.86
8280,-0.73,-0.73
8284,-0.53,-0.53
8289,-0.36,-0.36
8294,-0.07,-0.07
8298,0.24,0.24
8302,0.49,0.49
8306,0.74,0.74
8310,1.01,1.01
8314,1.27,1.27
8318,1.55,1.55
8323,1.74,1.74
8328,1.87,1.87
8332,1.99,1.99
8336,2.00,2.00
8340,1.97,1.97
8344,2.00,2.00
8348,2.00,2.00
8352,2.00,2.00
8356,2.00,2.00
8360,2.00,2.00
8365,1.89,1.89
8369,1.87,1.87
8373,1.79,1.79
8377,1.71,1.71
8381,1.67,1.67
8385,1.66,1.66
8389,1.69,1.69
8394,1.74,1.74
8398,1.76,1.76
8402,1.75,1.75
8407,1.74,1.74
8411,1.72,1.72
8415,1.73,1.73
8419,1.75,1.75
8423,1.71,1.71
8427,1.70,1.70
8431,1.63,1.63
8435,1.54,1.54
8439,1.46,1.46
8443,1.35,1.35
8448,1.23,1.23
8452,1.14,1.14
8456,1.02,1.02
8461,0.89,0.89
8465,0.73,0.73
8469,0.56,0.56
8473,0.28,0.28
8477,0.06,0.06
8481,-0.19,-0.19
8485,-0.28,-0.28
8491,-0.38,-0.38
8496,-0.54,-0.54
8500,-0.81,-0.81
8505,-0.85,-0.85
8509,-1.12,-1.12
8514,-1.40,-1.40
8518,-1.41,-1.41
8523,-1.61,-1.61
8528,-1.77,-1.77
8532,-1.85,-1.85
8538,-2.00,-2.00
8542,-2.00,-2.00
8547,-2.00,-2.00
8551,-2.00,-2.00
8556,-2.00,-2.00
8561,-2.00,-2.00
8565,-2.00,-2.00
8570,-2.00,-2.00
8574,-2.00,-2.00
8580,-2.00,-2.00
8584,-2.00,-2.00
8589,-2.00,-2.00
8594,-2.00,-2.00
8598,-2.00,-2.00
8603,-2.00,-2.00
8607,-2.00,-2.00
8612,-2.00,-2.00
8616,-2.00,-2.00
8622,-2.00,-2.00
8627,-1.91,-1.91
8631,-1.81,-1.81
8636,-1.74,-1.74
8640,-1.68,-1.68
8645,-1.63,-1.63
8649,-1.60,-1.60
8654,-1.59,-1.59
8659,-1.62,-1.62
8664,-1.67,-1.67
8669,-1.73,-1.73
8673,-1.78,-1.78
8678,-1.80,-1.80
8682,-1.81,-1.81
8687,-1.81,-1.81
8691,-1.78,-1.78
8696,-1.69,-1.69
8701,-1.58,-1.58
8706,-1.47,-1.47
8711,-1.33,-1.33
8715,-1.15,-1.15
8720,-1.03,-1.03
8724,-0.81,-0.81
8729,-0.65,-0.65
8734,-0.46,-0.46
8738,-0.30,-0.30
8743,-0.01,-0.01
8748,0.25,0.25
8752,0.49,0.49
8756,0.72,0.72
8761,0.95,0.95
8765,1.19,1.19
8769,1.42,1.42
8773,1.70,1.70
8777,1.87,1.87
8781,2.00,2.00
8785,2.00,2.00
8790,2.00,2.00
8794,2.00,2.00
8798,2.00,2.00
8802,2.00,2.00
8806,2.00,2.00
8810,1.97,1.97
8814,1.94,1.94
8818,1.85,1.85
8822,1.76,1.76
8827,1.61,1.61
8832,1.52,1.52
8836,1.43,1.43
8840,1.34,1.34
8844,1.27,1.27
8848,1.25,1.25
8852,1.30,1.30
8856,1.42,1.42
8860,1.49,1.49
8864,1.59,1.59
8868,1.65,1.65
8872,1.66,1.66
8877,1.64,1.64
8881,1.58,1.58
8885,1.47,1.47
8889,1.37,1.37
8894,1.27,1.27
8898,1.18,1.18
8902,1.09,1.09
8906,0.93,0.93
8910,0.79,0.79
8914,0.61,0.61
8919,0.42,0.42
8923,0.23,0.23
8927,0.06,0.06
8931,-0.07,-0.07
8936,-0.20,-0.20
8940,-0.31,-0.31
8945,-0.49,-0.49
8949,-0.55,-0.55
8954,-0.75,-0.75
8960,-1.20,-1.20
8964,-1.07,-1.07
8969,-1.46,-1.46
8973,-1.62,-1.62
8978,-1.80,-1.80
8982,-1.96,-1.96
8987,-2.00,-2.00
8991,-2.00,-2.00
8996,-2.00,-2.00
9001,-2.00,-2.00
9006,-2.00,-2.00
9011,-2.00,-2.00
9015,-2.00,-2.00
9020,-2.00,-2.00
9024,-2.00,-2.00
9029,-2.00,-2.00
9034,-1.81,-1.81
9038,-1.68,-1.68
9043,-1.60,-1.60
9048,-1.57,-1.57
9053,-1.60,-1.60
9057,-1.63,-1.63
9062,-1.66,-1.66
9067,-1.68,-1.68
9071,-1.65,-1.65
9076,-1.63,-1.63
9080,-1.65,-1.65
9085,-1.71,-1.71
9090,-1.72,-1.72
9095,-1.74,-1.74
9100,-1.75,-1.75
9104,-1.78,-1.78
9109,-1.79,-1.79
9113,-1.80,-1.80
9118,-1.87,-1.87
9122,-1.84,-1.84
9127,-1.83,-1.83
9133,-1.86,-1.86
9137,-1.88,-1.88
9142,-1.94,-1.94
9146,-2.00,-2.00
9151,-2.00,-2.00
9155,-2.00,-2.00
9160,-1.98,-1.98
9165,-1.93,-1.93
9169,-1.90,-1.90
9175,-1.80,-1.80
9179,-1.64,-1.64
9184,-1.50,-1.50
9188,-1.33,-1.33
9193,-1.18,-1.18
9198,-1.07,-1.07
9202,-0.92,-0.92
9207,-0.76,-0.76
9211,-0.59,-0.59
9217,-0.36,-0.36
9221,-0.01,-0.01
9226,0.20,0.20
9230,0.46,0.46
9234,0.64,0.64
9238,0.79,0.79
9242,0.93,0.93
9246,1.10,1.10
9250,1.26,1.26
9254,1.46,1.46
9260,1.63,1.63
9264,1.98,1.98
9268,2.00,2.00
9272,2.00,2.00
9276,2.00,2.00
9280,2.00,2.00
9284,2.00,2.00
9288,2.00,2.00
9292,1.90,1.90
9296,1.89,1.89
9300,1.86,1.86
9305,1.83,1.83
9309,1.78,1.78
9313,1.75,1.75
9317,1.70,1.70
9321,1.63,1.63
9326,1.58,1.58
9330,1.50,1.50
9334,1.42,1.42
9338,1.39,1.39
9342,1.37,1.37
9347,1.37,1.37
9351,1.37,1.37
9355,1.36,1.36
9359,1.34,1.34
9363,1.35,1.35
9367,1.35,1.35
9371,1.37,1.37
9375,1.40,1.40
9379,1.40,1.40
9383,1.37,1.37
9388,1.32,1.32
9393,1.22,1.22
9397,1.10,1.10
9401,0.95,0.95
9405,0.77,0.77
9409,0.61,0.61
9413,0.57,0.57
9417,0.34,0.34
9421,0.19,0.19
9425,-0.01,-0.01
9431,-0.22,-0.22
9435,-0.46,-0.46
9440,-0.73,-0.73
9444,-1.00,-1.00
9449,-1.23,-1.23
9453,-1.31,-1.31
9458,-1.73,-1.73
9463,-1.85,-1.85
9467,-2.00,-2.00
9473,-2.00,-2.00
9477,-2.00,-2.00
9482,-2.00,-2.00
9486,-2.00,-2.00
9491,-2.00,-2.00
9496,-2.00,-2.00
9500,-2.00,-2.00
9505,-2.00,-2.00
9509,-2.00,-2.00
9515,-2.00,-2.00
9519,-2.00,-2.00
9524,-2.00,-2.00
9529,-2.00,-2.00
9533,-2.00,-2.00
9538,-2.00,-2.00
9542,-2.00,-2.00
9547,-2.00,-2.00
9551,-2.00,-2.00
9556,-2.00,-2.00
9562,-2.00,-2.00
9566,-2.00,-2.00
9571,-2.00,-2.00
9575,-2.00,-2.00
9580,-2.00,-2.00
9584,-2.00,-2.00
9589,-2.00,-2.00
9594,-2.00,-2.00
9598,-2.00,-2.00
9604,-2.00,-2.00
9608,-2.00,-2.00
9613,-2.00,-2.00
9617,-2.00,-2.00
9622,-2.00,-2.00
9627,-1.96,-1.96
9631,-1.78,-1.78
9636,-1.61,-1.61
9640,-1.44,-1.44
9646,-1.21,-1.21
9650,-0.98,-0.98
9655,-0.82,-0.82
9660,-0.55,-0.55
9664,-0.35,-0.35
9669,-0.18,-0.18
9673,0.05,0.05
9677,0.25,0.25
9681,0.43,0.43
9686,0.70,0.70
9690,0.91,0.91
9695,1.19,1.19
9699,1.53,1.53
9703,1.80,1.80
9707,1.99,1.99
9711,2.00,2.00
9715,2.00,2.00
9719,2.00,2.00
9723,2.00,2.00
9728,2.00,2.00
9732,2.00,2.00
9736,2.00,2.00
9740,2.00,2.00
9744,2.00,2.00
9748,2.00,2.00
9752,2.00,2.00
9756,1.94,1.94
9761,1.84,1.84
9765,1.69,1.69
9769,1.59,1.59
9774,1.47,1.47
9778,1.37,1.37
9782,1.28,1.28
9786,1.21,1.21
9790,1.14,1.14
9794,1.11,1.11
9798,1.12,1.12
9802,1.16,1.16
9806,1.21,1.21
9810,1.24,1.24
9815,1.26,1.26
9819,1.27,1.27
9823,1.28,1.28
9828,1.28,1.28
9832,1.24,1.24
9836,1.27,1.27
9840,1.24,1.24
9844,1.24,1.24
9848,1.25,1.25
9852,1.19,1.19
9857,1.12,1.12
9861,1.06,1.06
9865,0.98,0.98
9869,0.84,0.84
9873,0.71,0.71
9877,0.58,0.58
9881,0.46,0.46
9885,0.33,0.33
9889,0.19,0.19
9894,0.04,0.04
9899,-0.27,-0.27
9903,-0.56,-0.56
9908,-0.79,-0.79
9912,-1.01,-1.01
9917,-1.23,-1.23
9921,-1.65,-1.65
9926,-1.87,-1.87
9931,-2.00,-2.00
9935,-2.00,-2.00
9940,-2.00,-2.00
9945,-2.00,-2.00
9950,-2.00,-2.00
9954,-2.00,-2.00
9959,-2.00,-2.00
9964,-2.00,-2.00
9968,-2.00,-2.00
9973,-2.00,-2.00
9977,-2.00,-2.00
9982,-1.74,-1.74
9987,-2.00,-2.00
9992,-1.74,-1.74
9997,-1.52,-1.52
10001,-1.32,-1.32
10006,-1.49,-1.49
10011,-1.61,-1.61
10016,-1.84,-1.84
10020,-2.00,-2.00
10025,-2.00,-2.00
10031,-1.99,-1.99
10036,-1.91,-1.91
10041,-1.86,-1.86
10046,-1.79,-1.79
10050,-1.70,-1.70
10055,-1.57,-1.57
10060,-1.55,-1.55
10065,-1.55,-1.55
10071,-1.58,-1.58
10076,-1.62,-1.62
10080,-1.72,-1.72
10085,-1.80,-1.80
10090,-1.85,-1.85
10095,-1.88,-1.88
10100,-1.90,-1.90
10104,-1.88,-1.88
10109,-1.83,-1.83
10115,-1.77,-1.77
10120,-1.70,-1.70
10125,-1.57,-1.57
10130,-1.45,-1.45
10134,-1.24,-1.24
10139,-0.98,-0.98
10144,-0.75,-0.75
10149,-0.54,-0.54
10155,-0.35,-0.35
10160,-0.17,-0.17
10164,0.00,0.00
10169,0.17,0.17
10173,0.38,0.38
10177,0.58,0.58
10182,0.83,0.83
10186,1.22,1.22
10190,1.51,1.51
10195,1.75,1.75
10200,2.00,2.00
10204,1.97,1.97
10209,2.00,2.00
10213,2.00,2.00
10217,2.00,2.00
10221,2.00,2.00
10226,2.00,2.00
10230,2.00,2.00
10234,2.00,2.00
10240,2.00,2.00
10244,2.00,2.00
10248,1.95,1.95
10253,1.86,1.86
10257,1.79,1.79
10261,1.67,1.67
10266,1.57,1.57
10270,1.45,1.45
10274,1.34,1.34
10279,1.32,1.32
10284,1.31,1.31
